country_code_filter	country_name_filter	gender_code	gender_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
RO	Romania	f	female	5705	1244	131505351	54763856	273527	59977
RO	Romania	m	male	5528	1223	165737064	69176132	352463	77691
RO	Romania	u	unknown	4871	1117	404807	165396	1110	238
