age_code	age_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
13_17	13-17	IT	Italy	530	150	1579973	584266	5893	528
18_24	18-24	IT	Italy	5709	980	41294115	15929030	188937	27684
25_34	25-34	IT	Italy	6092	1015	42932998	16279718	213956	31358
35_44	35-44	IT	Italy	6138	1014	35571013	12964519	196356	26244
45_54	45-54	IT	Italy	6044	1002	44778154	16230086	256030	34629
55_64	55-64	IT	Italy	5811	989	43409130	15577591	252614	34120
65_	65+	IT	Italy	5450	953	31594543	11237411	191825	25903
