country_code_filter	country_name_filter	age_code	age_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
CZ	Czechia	13_17	13-17	576	190	2702850	755671	3987	888
CZ	Czechia	18_24	18-24	4783	846	21289227	8023111	72772	20558
CZ	Czechia	25_34	25-34	5614	951	22942254	8282752	88829	20811
CZ	Czechia	35_44	35-44	5520	939	14490246	4942882	59045	13776
CZ	Czechia	45_54	45-54	5013	893	9370090	3101995	38892	9459
CZ	Czechia	55_64	55-64	4207	814	6024561	1863214	25208	6148
CZ	Czechia	65_	65+	3981	708	5269537	1531405	23551	5421
