age_code_filter	age_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
65_	65+	CZ	Czechia	ČSSD	ČSSD	111041662264882	Facebook	1103	1	1652256	361077	10008	2310
65_	65+	CZ	Czechia	HLAS	První prezidentská	320144481956623	Facebook	158	1	334205	87331	524	164
65_	65+	CZ	Czechia	Strana nezávislosti České republiky	Strana nezávislosti České republiky	1199083776860090	Facebook	50	1	314379	118495	935	253
65_	65+	CZ	Czechia	Česká pirátská strana	Česká pirátská strana	109323929038	Facebook	104	1	255563	96809	881	223
65_	65+	CZ	Czechia	Pavel Svoboda	Křesťanská a demokratická unie - Československá strana lidová	1451376028412024	Facebook	86	1	206561	62045	538	119
65_	65+	CZ	Czechia	Ing. Jaromír Kohlíček, CSc.	Kohlicek Jaromir	162310277268109	Facebook	13	1	171692	39940	1047	232
65_	65+	CZ	Czechia	Evropa společně	Evropa společně	535611970260854	Facebook	54	1	168924	56720	710	119
65_	65+	CZ	Czechia	Pavel Poc	Poc Pavel	202974613060409	Facebook	19	1	163821	67174	574	148
65_	65+	CZ	Czechia	Tomáš Zdechovský		275042429350706	Facebook	25	1	153293	66900	751	200
65_	65+	CZ	Czechia	European Parliament		178362315106	Facebook	56	1	132157	54128	836	108
65_	65+	CZ	Czechia	KDU-ČSL	KDU-ČSL	251656685576	Facebook	36	1	128302	45115	356	86
65_	65+	CZ	Czechia	Roman Kriz	Kriz Roman	382745889213194	Facebook	111	1	124934	28034	432	97
65_	65+	CZ	Czechia	Ondřej Krutílek - kandidát do Evropského parlamentu		1220066088147062	Facebook	27	1	96655	29571	530	142
65_	65+	CZ	Czechia	Nenechme to tak	ATG Principal GROUP	224923858400165	Facebook	7	1	78065	33162	198	75
65_	65+	CZ	Czechia	Talíř do Bruselu	KDU-ČSL	2108659169383946	Facebook	31	1	74875	23054	173	44
65_	65+	CZ	Czechia	Olga Sehnalová	Olga Sehnalová	474594005906021	Facebook	19	1	66164	17253	208	59
65_	65+	CZ	Czechia	Michaela Šojdrová	KDU-ČSL	733410133337387	Facebook	21	1	64548	17585	296	83
65_	65+	CZ	Czechia	Andrej Babiš	ANO	214827221987263	Facebook	5	1	63186	31593	240	59
65_	65+	CZ	Czechia	Tomio Okamura - SPD		179497582061065	Facebook	31	1	52683	18602	221	85
65_	65+	CZ	Czechia	Martin Hrubčík		253207085584079	Facebook	4	1	45834	9167	110	27
65_	65+	CZ	Czechia	Svobodní		43855944703	Facebook	2	1	43610	21805	359	84
65_	65+	CZ	Czechia	MUDr. Gabriela Pecková - TOP 09	Vondryska Jan	113755299053	Facebook	14	1	42573	10198	194	43
65_	65+	CZ	Czechia	Stanislav Polčák		532219183564760	Facebook	4	1	41594	8318	111	26
65_	65+	CZ	Czechia	ecoFuture & E.ON Energy Globe		104654572907664	Facebook	17	1	36331	15036	78	0
65_	65+	CZ	Czechia	Minidotaznik.cz		432692927273545	Facebook	1	1	34692	13877	61	30
