advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Britain's Future	Britain's Future	1625300137516491	Facebook	w008	Week 8	396	1	8190125	2466055	86880	22558
Conservatives	The Conservative Party	8807334278	Facebook	w008	Week 8	220	1	7499901	3457115	53513	9640
People's Vote UK	People's Vote	748608695327755	Facebook	w008	Week 8	31	1	3651804	1464104	44914	9585
Best For Britain	Best for Britain	1863944713844924	Facebook	w008	Week 8	97	1	2898483	1264099	33358	6846
Kialo		729627343834501	Facebook	w008	Week 8	3	1	2499997	1200000	9788	2225
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	w008	Week 8	675	1	1977901	361736	77515	478
The Week UK	The Week	177855115588808	Facebook	w008	Week 8	44	1	1880956	757000	20547	5207
We are the 52%	We are the 52%	466744973727718	Facebook	w008	Week 8	20	1	1466217	578532	4505	951
The Labour Party	The Labour Party	25749647410	Facebook	w008	Week 8	76	1	1358594	399333	11449	1103
Primavera Sound	Influence Digital Ltd	156656398155	Facebook	w008	Week 8	278	1	1218596	362642	22569	231
38 Degrees	38 Degrees	200006375787	Facebook	w008	Week 8	51	1	1207721	487780	6362	937
European Commission		107898832590939	Facebook	w008	Week 8	1	1	999999	500000	4999	1000
Plan International Sverige		382243262003	Facebook	w008	Week 8	31	1	729994	300928	1637	621
Proud of Our Pride		400548670511219	Facebook	w008	Week 8	22	1	694978	166000	1938	0
Unis pour les Droits Humains		1642871805813802	Facebook	w008	Week 8	6	1	567137	187857	503	0
Fotografiska Stockholm		142320852554	Facebook	w008	Week 8	10	1	555452	242000	403	90
Our Future, Our Choice	Our Future, Our Choice	1777176712575796	Facebook	w008	Week 8	14	1	539985	119999	1603	0
Of Fathers and Sons		568872616777229	Facebook	w008	Week 8	10	1	528561	131428	1304	85
EU Watch	EU Watch	136146920436020	Facebook	w008	Week 8	14	1	524257	135493	1258	165
Vlaams Belang	Vlaams Belang	56605856504	Facebook	w008	Week 8	1	1	499999	200000	4999	1000
Bespaarkiosk.nl		1659811130952704	Facebook	w008	Week 8	1	1	499999	200000	4999	1000
Les Congolais Debout		1405739032827831	Facebook	w008	Week 8	1	1	499998	199999	114	0
Partito Democratico	Partito Democratico	77034286895	Facebook	w008	Week 8	3	1	483331	216666	3331	666
Médecins du Monde France		265420476920	Facebook	w008	Week 8	14	1	474986	95000	3386	500
Amnistía Internacional España		78151799929	Facebook	w008	Week 8	5	1	455995	211000	1295	200
