advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	w019	Week 19	83	1	22310932	10280909	132728	34633
CDU	CDU	78502295414	Facebook	w019	Week 19	3170	1	19323915	4637500	173515	4150
AMERISOFT SRL		AR573801583431647232	Google	w019	Week 19	108	1	16411301	1628122	2817	0
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	w019	Week 19	109	1	15305442	6697337	35279	7427
România în primul rând	Future Innovation	770704223323599	Facebook	w019	Week 19	54	1	14803071	6573991	13320	3548
mmb media agentur d.o.o.		AR524572049809604608	Google	w019	Week 19	1305	1	14717670	635714	43931	0
Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N  ZIELONI		AR489880258930016256	Google	w019	Week 19	1793	1	14265451	274977	58953	0
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	w019	Week 19	361	1	12557168	5042633	60578	11271
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	w019	Week 19	35	1	11839611	5627947	22407	5696
Mediabrands Digital OÜ		AR530356305605427200	Google	w019	Week 19	336	1	11819999	939999	16800	0
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	w019	Week 19	104	1	11460002	4831828	34446	9106
COALICION CANARIA		AR489541609348661248	Google	w019	Week 19	1044	1	11070000	70000	52199	0
FDP	FDP	21289227249	Facebook	w019	Week 19	1365	1	10425355	3274015	93939	5994
European Greens		141366725876424	Facebook	w019	Week 19	41	1	8947830	4052261	56728	14809
SPD	SPD	47930567748	Facebook	w019	Week 19	2482	1	8930645	1876547	261451	4629
ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	w019	Week 19	51	1	8301957	3468000	10907	1665
SPÖ	SPÖ	77393060080	Facebook	w019	Week 19	569	1	8292982	2849984	65700	10318
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	w019	Week 19	24	1	8292810	3888496	17556	7636
sp.a	sp.a	57253967150	Facebook	w019	Week 19	221	1	7919077	2863553	41570	7202
EVOLVEDREAMSOFT SRL		AR495298652231696384	Google	w019	Week 19	273	1	7440916	558750	12060	0
Fidesz	Fidesz	9844779306	Facebook	w019	Week 19	43	1	7349958	3530000	25690	12690
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	w019	Week 19	59	1	7297954	3215741	14374	4028
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	w019	Week 19	771	1	7049295	2360390	91419	13510
Partito Democratico		77034286895	Facebook	w019	Week 19	79	1	6720927	2981777	21101	4077
Open Vld	Open Vld	53668151866	Facebook	w019	Week 19	284	1	6615846	2432690	44969	7837
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	w019	Week 19	335	1	6551009	2251864	52071	10153
Parlement européen en France	Parlement européen en France	279757933824	Facebook	w019	Week 19	72	1	6502816	2665714	34873	8342
Vlaams Belang	Vlaams Belang	56605856504	Facebook	w019	Week 19	16	1	5872534	2686274	41848	12372
Save the Children España	Save the Children España	57845333112	Facebook	w019	Week 19	15	1	5659985	2685000	25285	5600
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	w019	Week 19	118	1	5625611	2103214	11121	3688
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	w019	Week 19	29	1	5330348	2315998	42242	10231
Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	w019	Week 19	347	1	5211033	2028234	38063	9538
ČSSD	ČSSD	111041662264882	Facebook	w019	Week 19	1150	1	5073850	1050000	22289	4916
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	w019	Week 19	14	1	5031540	2345535	17382	4402
ALDE - Partidul Alianta Liberalilor si Democratilor	EvolveDreamSoft	1445317929104549	Facebook	w019	Week 19	27	1	4774146	2240166	7009	1977
KKW Koalicja Europejska PO PSL SLD .N Zieloni		AR206097132434751488	Google	w019	Week 19	16	1	4750000	470000	800	0
