week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w020	Week 20	2019-05-13	2019-05-16	CY	Cyprus	281	51	3422689	1013138	16194	904
w019	Week 19	2019-05-06	2019-05-12	CY	Cyprus	348	66	7574404	2520078	34140	4037
w018	Week 18	2019-04-29	2019-05-05	CY	Cyprus	270	67	2723716	752173	8790	228
w017	Week 17	2019-04-22	2019-04-28	CY	Cyprus	208	68	1348363	395111	5660	248
w016	Week 16	2019-04-15	2019-04-21	CY	Cyprus	248	88	983712	288554	4042	59
w015	Week 15	2019-04-08	2019-04-14	CY	Cyprus	404	138	1351324	428957	5915	293
w014	Week 14	2019-04-01	2019-04-07	CY	Cyprus	388	147	1663433	527360	5679	288
w013	Week 13	2019-03-25	2019-03-31	CY	Cyprus	322	148	3043728	1175665	14626	2145
w012	Week 12	2019-03-18	2019-03-24	CY	Cyprus	271	114	1166949	438916	5987	795
w011	Week 11	2019-03-11	2019-03-17	CY	Cyprus	176	77	1175702	392291	4759	373
w010	Week 10	2019-03-04	2019-03-10	CY	Cyprus	144	74	1110893	403645	3951	234
w009	Week 9	2019-02-25	2019-03-03	CY	Cyprus	86	44	340766	95811	919	13
w008	Week 8	2019-02-18	2019-02-24	CY	Cyprus	49	28	209972	57584	680	55
w007	Week 7	2019-02-11	2019-02-17	CY	Cyprus	38	22	72282	15135	156	4
w006	Week 6	2019-02-04	2019-02-10	CY	Cyprus	28	15	16674	8152	80	16
w005	Week 5	2019-01-28	2019-02-03	CY	Cyprus	50	19	36392	14242	111	38
w004	Week 4	2019-01-21	2019-01-27	CY	Cyprus	40	19	18790	8797	83	8
w003	Week 3	2019-01-14	2019-01-20	CY	Cyprus	29	15	7250	3295	48	7
w002	Week 2	2019-01-07	2019-01-13	CY	Cyprus	22	13	6522	3175	44	6
w001	Week 1	2019-01-01	2019-01-06	CY	Cyprus	21	9	2357	1008	16	1
