gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m	male	FR	France	Greenpeace France		39435457457	Facebook	130	1	10480604	4701842	48347	11354
m	male	FR	France	European Parliament		178362315106	Facebook	87	1	10334075	4819549	57835	12743
m	male	FR	France	Parlement européen en France	Parlement européen en France	279757933824	Facebook	36	1	3629712	1414906	13963	3699
m	male	FR	France	Kialo		729627343834501	Facebook	367	1	2508984	1019707	16441	3876
m	male	FR	France	Primes écologique		152399322377561	Facebook	19	1	2473921	1022173	29116	6220
m	male	FR	France	La Prime Énergie		336155273400553	Facebook	27	1	2102116	836012	18833	4199
m	male	FR	France	Agence Isolation Pour Tous		568528630290119	Facebook	25	1	2055826	854479	25400	5884
m	male	FR	France	Médecins du Monde France		265420476920	Facebook	889	1	1995069	661440	30585	2026
m	male	FR	France	Les Energies du Soleil		1684031805239401	Facebook	14	1	1876477	835316	22917	6775
m	male	FR	France	Le HCR, l'Agence des Nations Unies pour les Réfugiés		112542522148670	Facebook	61	1	1774281	734429	7502	1608
m	male	FR	France	Route Auto		252868201731333	Facebook	9	1	1754989	830999	8190	1599
m	male	FR	France	Ministère de l'Intérieur		103146727990	Facebook	32	1	1553937	656411	8008	1876
m	male	FR	France	Aides énergétiques pour tous		789578834730248	Facebook	16	1	1490679	608816	17291	3869
m	male	FR	France	Unis pour les Droits Humains		1642871805813802	Facebook	20	1	1197050	490369	901	19
m	male	FR	France	Dungeon Defenders		107960282569653	Facebook	162	1	1182744	494152	3747	463
m	male	FR	France	Make.org	Make.org	122037308191612	Facebook	60	1	1084268	430333	9817	2086
m	male	FR	France	France Soleil		1928798227141536	Facebook	12	1	1073577	517347	14883	4995
m	male	FR	France	2 Min Ecologie		433170297221149	Facebook	68	1	1012283	344473	11410	2071
m	male	FR	France	Le Monde		14892757589	Facebook	34	1	985773	358737	2187	265
m	male	FR	France	Paris Première		140770432659757	Facebook	3	1	948443	474223	3985	780
m	male	FR	France	Mon Energie Verte		252140872017180	Facebook	65	1	889235	313368	11370	2283
m	male	FR	France	Economiser Energie		286272318578056	Facebook	11	1	878222	343093	10470	2036
m	male	FR	France	Mes économies d'énergie		124948231440251	Facebook	11	1	846695	326843	9235	1839
m	male	FR	France	European Commission		107898832590939	Facebook	5	1	837906	418953	4184	837
m	male	FR	France	BonneGueule		140324089470	Facebook	4	1	792647	387705	3874	763
