gender_code	gender_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	FR	France	661	188	16575197	7067030	113320	22429
m	male	FR	France	627	181	16069081	6834631	106533	21247
u	unknown	FR	France	597	172	264643	112142	1870	362
