location_code_filter	location_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
blekinge_county_SE	Blekinge County, Sweden	Rädda Barnen		72659261793	Facebook	516	1	228304	73033	1914	483
blekinge_county_SE	Blekinge County, Sweden	Plan International Sverige		382243262003	Facebook	343	1	179295	59852	1372	348
blekinge_county_SE	Blekinge County, Sweden	Vattenfall Sverige		608975645850217	Facebook	28	1	121807	55863	1417	432
blekinge_county_SE	Blekinge County, Sweden	Sverigedemokraterna	Sverigedemokraterna	676246449160270	Facebook	29	1	110168	46602	1234	327
blekinge_county_SE	Blekinge County, Sweden	Socialdemokraterna	Socialdemokraterna	8040892957	Facebook	127	1	95516	25861	986	273
blekinge_county_SE	Blekinge County, Sweden	Centerpartiet	Centerpartiet	12690894340	Facebook	131	1	91470	32953	1186	283
blekinge_county_SE	Blekinge County, Sweden	EU-kommissionen i Sverige		155824787799	Facebook	18	1	80045	38596	347	84
blekinge_county_SE	Blekinge County, Sweden	European Commission		107898832590939	Facebook	15	1	76788	34039	625	180
blekinge_county_SE	Blekinge County, Sweden	Håll Sverige Rent	Håll Sverige Rent	236879092476	Facebook	4	1	62833	16113	521	104
blekinge_county_SE	Blekinge County, Sweden	Liberalerna	Liberalerna	132266740623	Facebook	78	1	51411	17990	220	65
blekinge_county_SE	Blekinge County, Sweden	Moderaterna	Moderaterna	7719591155	Facebook	95	1	50366	12102	474	117
blekinge_county_SE	Blekinge County, Sweden	European Parliament		178362315106	Facebook	60	1	45959	19955	336	97
blekinge_county_SE	Blekinge County, Sweden	Greenpeace Sverige	Greenpeace Sverige	95735961890	Facebook	288	1	45266	12395	295	67
blekinge_county_SE	Blekinge County, Sweden	LO Sverige		163820136238	Facebook	7	1	41617	18498	478	110
blekinge_county_SE	Blekinge County, Sweden	Facebook Nordic	Facebook	334318366655425	Facebook	5	1	39752	18361	242	48
blekinge_county_SE	Blekinge County, Sweden	NOA Personlig Assistans		464515140276607	Facebook	1	1	38847	7769	359	71
blekinge_county_SE	Blekinge County, Sweden	Socialdemokraterna Blekinge	 Johansson Jan Magnus	154369674717313	Facebook	7	1	35856	11431	343	115
blekinge_county_SE	Blekinge County, Sweden	e.on		369122343101775	Facebook	28	1	30973	11276	334	98
blekinge_county_SE	Blekinge County, Sweden	Kristdemokraterna	Kristdemokraterna	115198178364	Facebook	46	1	30184	6810	215	53
blekinge_county_SE	Blekinge County, Sweden	Sverige för UNHCR		643137272398136	Facebook	85	1	30095	7520	129	32
blekinge_county_SE	Blekinge County, Sweden	Röda Korset		111630258867610	Facebook	63	1	29587	7618	123	37
blekinge_county_SE	Blekinge County, Sweden	Feministiskt initiativ	Feministiskt initiativ	112513375470294	Facebook	17	1	28909	12539	188	78
blekinge_county_SE	Blekinge County, Sweden	Jörgen Warborn EU-kandidat		56002955332	Facebook	34	1	27690	9307	257	59
blekinge_county_SE	Blekinge County, Sweden	Miljöpartiet de gröna	Miljöpartiet de gröna	34780126150	Facebook	7	1	26079	10383	209	47
blekinge_county_SE	Blekinge County, Sweden	Saco	Saco	133910158381	Facebook	33	1	25531	5226	149	35
