region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
brussels	Brussels	BE	Belgium	7846	1566	22943038	7839185	241302	39019
flemish_region	Flemish Region	BE	Belgium	9773	1731	205170399	79012587	1355600	240507
wallonia	Wallonia	BE	Belgium	6847	1532	38966279	14151154	280329	42769
