region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
andalusia	Andalusia	ES	Spain	10184	1379	56479682	19667553	396496	44923
aragon	Aragón	ES	Spain	12099	1021	17375758	3788265	556648	4528
balearic_islands	Balearic Islands	ES	Spain	7057	1068	9626647	2907337	63149	5273
cantabria	Cantabria	ES	Spain	6149	880	1747265	423832	21939	1563
castilla_y_leon	Castilla y Leon	ES	Spain	9599	1070	15026900	4615574	189255	10102
castilla_la_mancha	Castilla-La Mancha	ES	Spain	8172	1044	7056537	2269313	69073	4417
cataluna	Cataluña	ES	Spain	10010	1489	64265584	24259430	409297	59529
comunidad_valenciana	Comunidad Valenciana	ES	Spain	9691	1307	43141137	16095997	250329	38158
comunidad_de_madrid	Comunidad de Madrid	ES	Spain	9107	1355	29663941	11211752	190751	27116
extremadura	Extremadura	ES	Spain	6378	928	6317397	1889882	57086	2498
galicia	Galicia	ES	Spain	7880	1074	14463904	4583029	135272	9265
islas_canarias	Islas Canarias	ES	Spain	7812	1183	18081731	5894579	107038	9043
la_rioja	La Rioja	ES	Spain	5952	926	2361960	635836	24682	842
navarra	Navarra	ES	Spain	6477	873	2186341	675027	24509	2201
pais_vasco	País Vasco	ES	Spain	6171	1054	7096340	2349542	56217	5274
principality_of_asturias	Principality of Asturias	ES	Spain	6767	955	5116743	1869866	34766	3828
region_of_murcia	Region of Murcia	ES	Spain	7038	1061	4606879	1313036	36277	1965
