spend_code	spend_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_50	0 - 50	DK	Denmark	7615	1314	24399213	5735294	192292	22894
50_100	50 - 100	DK	Denmark	5143	1132	13732725	3563986	79213	26201
100_1k	100 - 1k	DK	Denmark	2162	514	52729430	16091056	494112	126737
1k_5k	1k - 5k	DK	Denmark	198	65	14855641	6768315	193686	55427
5k_10k	5k - 10k	DK	Denmark	35	19	2209029	1004509	42187	8461
10k_50k	10k - 50k	DK	Denmark	1	1	10888	5444	484	96
