platform_code_filter	platform_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	Facebook	Udo Bullmann		68936775929	Facebook	37	1	1159963	447000	6863	800
f	Facebook	SPÖ Kärnten	SPÖ Kärnten	10150145829810364	Facebook	33	1	1156967	393000	8567	1600
f	Facebook	National Education Union	National Education Union	241312696375349	Facebook	13	1	1155987	501000	12598	3471
f	Facebook	Erepublik		26897053321	Facebook	4	1	1154996	561000	5696	1100
f	Facebook	Mona Juul	Mona Juul	2079067062409423	Facebook	76	1	1152924	326000	10072	2075
f	Facebook	Karol Karski	Komitet Wyborczy Prawa i Sprawiedliwości 	612725748801524	Facebook	36	1	1151964	462000	2131	581
f	Facebook	Maciej Gdula	KW Wiosna Roberta Biedronia	831495030528894	Facebook	3	1	1149997	560000	1395	279
f	Facebook	Sylwia Spurek	KW Wiosna Roberta Biedronia 	1967695263556184	Facebook	4	1	1149996	530000	1511	302
f	Facebook	Fibrenew International		108329495874655	Facebook	4	1	1149996	460000	19134	9435
f	Facebook	Johan Danielsson	LO Sverige	636103536446815	Facebook	10	1	1149990	450000	10648	3241
f	Facebook	Podem Illes Balears	Podem Illes Balears	779897522101509	Facebook	28	1	1146972	295000	6372	900
f	Facebook	Caspar the Hat	Emily Doherty	261773154498428	Facebook	91	1	1145909	318000	10425	0
f	Facebook	Budapest 10-es Választókerület		757956501234552	Facebook	24	1	1144976	358000	2630	544
f	Facebook	Matt Carthy	Carthy Matt	580216935345125	Facebook	29	1	1144971	316000	4471	400
f	Facebook	Pamela Rendi-Wagner	SPÖ-Parlamentsklub	1673371229636129	Facebook	72	1	1141928	292000	7528	100
f	Facebook	Michal Wiezik - SPOLU za zelenú Európu	SPOLU - občianska demokracia	2631817786833672	Facebook	21	1	1137979	502000	4079	500
f	Facebook	Simon Clarke MP	Simon Clarke	228249960960213	Facebook	111	1	1135889	293000	15030	578
f	Facebook	Wydawnictwo AGORA		336438736394843	Facebook	14	1	1134986	526000	415	23
f	Facebook	Tim Farron	Westmorland and Lonsdale Liberal Democrats	118873691462974	Facebook	38	1	1134962	254000	4353	0
f	Facebook	Labour North	Labour North, Promoted by Fiona Stanton on behalf of Labour North	685018844928882	Facebook	42	1	1128958	392000	23442	6943
f	Facebook	Gregoriana Tudoran		1985293741779690	Facebook	25	1	1127975	321000	1612	273
f	Facebook	RefugiadosSOS		550220551831041	Facebook	616	1	1126384	133000	61784	200
f	Facebook	Care2		25852730092	Facebook	13	1	1124987	445000	12005	2314
f	Facebook	Marco Zanni - Candidato Lega Circoscrizione NordOvest al Parlamento Europe	Marco Zanni	1441172666130044	Facebook	20	1	1124980	437000	5680	1200
f	Facebook	USR Dolj	Uniunea Salvați România	109556372802910	Facebook	21	1	1124979	351000	2159	546
f	Facebook	MmosWorld		1262271977168621	Facebook	4	1	1114996	556000	759	151
f	Facebook	Socialdemokraterna i Stockholm	Socialdemokraterna i Stockholm	117056501654820	Facebook	31	1	1114969	351000	10804	3324
f	Facebook	Pompes à Chaleur		464568377211278	Facebook	40	1	1113960	442000	13060	2600
f	Facebook	En bättre framtid		1173808162671999	Facebook	43	1	1113957	425000	11664	3343
f	Facebook	DIE LINKE. NRW		150480805043795	Facebook	26	1	1111974	330000	7774	1300
f	Facebook	Schwarzkopf Professional		150101695010185	Facebook	5	1	1110995	525000	800	275
f	Facebook	Melba Culp		902971599738051	Facebook	24	1	1110976	381000	2470	89
f	Facebook	Redfish		349920542118450	Facebook	4	1	1109996	455000	1196	200
f	Facebook	Miriam Cates	The Conservative Party	349846382192653	Facebook	17	1	1109983	524000	3451	694
f	Facebook	International Animal Rescue	International Animal Rescue 	8539814909	Facebook	13	1	1105987	461000	6233	1504
f	Facebook	Frank Psaila		458318884361628	Facebook	85	1	1105915	292000	8042	89
f	Facebook	Europe Together		140105536131109	Facebook	3	1	1104997	551000	5597	1100
f	Facebook	WWF Scotland	WWF Scotland	143664152344192	Facebook	10	1	1104990	491000	7047	2430
f	Facebook	Sheffield City Region Mayor	Sheffield City Region Mayoral Combined Authority	2064459193832465	Facebook	13	1	1104987	351000	9473	1735
f	Facebook	Antonio Visconti		311170115667526	Facebook	2	1	1099998	550000	1498	600
f	Facebook	Van Hall Larenstein		234952503230870	Facebook	2	1	1099998	550000	5498	1100
f	Facebook	Industria		252084118203234	Facebook	2	1	1099998	550000	691	115
f	Facebook	Per l'Italia con l'Europa		316094962276913	Facebook	4	1	1099996	420000	1596	300
f	Facebook	ScienceDirect		1473969232915792	Facebook	4	1	1099996	420000	1196	200
f	Facebook	TOMS		290301287805503	Facebook	4	1	1099996	420000	6596	1600
f	Facebook	Uiu		907141939410106	Facebook	4	1	1099996	420000	1196	200
f	Facebook	Consiliul Național PSD	Partidul Social Democrat	428923027871330	Facebook	5	1	1099995	500000	3570	1407
f	Facebook	Oxford Academic (Oxford University Press)		188890111132385	Facebook	6	1	1099994	470000	14770	3204
f	Facebook	The Palestine Institute for Public Diplomacy		158233651450504	Facebook	8	1	1099992	550000	3197	623
f	Facebook	Dan Barna	Uniunea Salvați România - USR	207255636351408	Facebook	9	1	1099991	440000	2519	882
f	Facebook	Calin Popescu Tariceanu		227922987222524	Facebook	12	1	1099988	430000	2413	609
f	Facebook	Saine Abondance		2106701562887023	Facebook	24	1	1096976	450000	12376	3100
f	Facebook	Johan Van Overtveldt		275607285891320	Facebook	13	1	1095987	451000	8287	1800
f	Facebook	Uppsala kommun	Uppsala kommun	104760926229060	Facebook	54	1	1095946	248000	6810	1629
f	Facebook	Diakonia		42676805259	Facebook	26	1	1091974	382000	2488	805
f	Facebook	Another Europe Is Possible	Another Europe is Possible	1652149835054791	Facebook	25	1	1089975	257000	8418	1388
f	Facebook	Petra Krištúfková	Sme rodina	1061086993931165	Facebook	18	1	1085982	377000	3705	489
f	Facebook	foodwatch France		194934737335658	Facebook	14	1	1079986	379000	13186	2500
f	Facebook	Jan Zahradil		400970967000022	Facebook	15	1	1079985	352000	4332	983
f	Facebook	George Simion Unire		294035851052538	Facebook	36	1	1071964	343000	1337	147
f	Facebook	Ipswich Labour	The Labour Party. Promoted by John Cook on behalf of Ipswich Labour Party	342002108699	Facebook	123	1	1070877	330000	16868	694
f	Facebook	Hrvatska narodna stranka - liberalni demokrati (HNS)	Hrvatska narodna stranka - liberalni demokrati (HNS)	139606619434725	Facebook	17	1	1069983	340000	2264	178
f	Facebook	Rivista Il Borghese		232017336910584	Facebook	8	1	1065992	466000	2892	800
f	Facebook	Daniela Santanchè	Daniela Garnero Santanchè	56413702888	Facebook	25	1	1064975	318000	4075	400
f	Facebook	Μάκης Παπαδόπουλος - Ο Τόπος Της Ζωής Μας	Μάκης Παπαδόπουλος	1433780063507247	Facebook	49	1	1061951	329000	4851	0
f	Facebook	Santesano		316620582266150	Facebook	3	1	1059997	515000	10197	5000
f	Facebook	My Nottingham	My Nottingham	103293816400733	Facebook	4	1	1059996	415000	2541	1157
f	Facebook	Kaar Kaas Sonn		215255338679306	Facebook	4	1	1059996	415000	352	0
f	Facebook	Página Miguel Viegas		194651341130667	Facebook	13	1	1059987	425000	3687	600
f	Facebook	Arbeitgeberverband Gesamtmetall		169367889785454	Facebook	122	1	1058878	325000	13278	300
f	Facebook	SicheConviene		391770197992824	Facebook	2	1	1049998	510000	5498	1100
f	Facebook	EU Environment		305608429284	Facebook	2	1	1049998	510000	5098	1000
f	Facebook	Key		1411407032496659	Facebook	2	1	1049998	510000	1270	578
f	Facebook	Kinder in Gefahr - DVCK e.V.		556019341220640	Facebook	3	1	1049997	410000	6497	1600
f	Facebook	Stadtwerke Tübingen: Wir wirken mit.		170813019659671	Facebook	3	1	1049997	410000	2497	1100
f	Facebook	Carlo Calenda	Siamo Europei	131887960826264	Facebook	5	1	1049995	460000	6995	1400
f	Facebook	Impact Hub Amsterdam		138540482884259	Facebook	6	1	1049994	430000	1794	300
f	Facebook	Peter Gillo	Peter Gillo	578310722649724	Facebook	16	1	1049984	360000	7584	1500
f	Facebook	Dr. Molnár Csaba	Demokratikus Koalíció	306318386058001	Facebook	25	1	1049975	279000	2596	535
f	Facebook	Ζωή Κωνσταντοπούλου - Zoe Konstantopoulou	Πλεύση Ελευθερίας	1489639131352219	Facebook	25	1	1049975	252000	2464	0
f	Facebook	QuoteSearch.com	QuoteSearch	2235255886787452	Facebook	30	1	1049970	237000	8991	1388
f	Facebook	Valori.it		112777008752391	Facebook	96	1	1048904	275000	9504	0
f	Facebook	Coalition for Reform in Political Advertising UK	Alex Tait on behalf of The Coalition for Reform in Political Advertising 	275297063168071	Facebook	22	1	1046978	365000	7264	1504
f	Facebook	Social Media Ads	Alexander Dietrich	561953460655717	Facebook	42	1	1041958	253000	4158	0
f	Facebook	Francesco Galtieri	Francesco Galtieri	176134109106348	Facebook	11	1	1039989	490000	3889	700
f	Facebook	Enhedslisten	Enhedslisten	223040066022	Facebook	22	1	1033978	332000	6491	1928
f	Facebook	Γιώργος Σταύρος Κρεμλής - Υποψήφιος Ευρωβουλευτής		548959368535123	Facebook	68	1	1033932	249000	6568	0
f	Facebook	Prof. Dr. Niyazi Kızılyürek	Niyazi Kızılyürek	878208312216203	Facebook	22	1	1029978	404000	3393	300
f	Facebook	Oatly		214112085661044	Facebook	4	1	1019996	410000	6196	1500
f	Facebook	Daniel Herman		378072105614553	Facebook	10	1	1019990	397000	1149	392
f	Facebook	Jarosław Wałęsa	KKW Koalicja Europejska PO PSL SLD N Zieloni	433052760111334	Facebook	32	1	1010968	256000	3075	448
f	Facebook	Evitas.it		663358997180553	Facebook	3	1	1009997	405000	6097	1500
f	Facebook	DOMA DOBRE	Pribocký Jozef	115166009100692	Facebook	43	1	1009957	285000	6657	600
f	Facebook	Jaunā Vienotība	Partiju apvienība “Jaunā Vienotība”	164326166970895	Facebook	27	1	1006973	270000	3473	200
f	Facebook	European Youth Forum		80161254850	Facebook	2	1	1004998	501000	5098	1000
f	Facebook	Europaparlamentets kontor i Sverige		293678655099	Facebook	2	1	1004998	501000	5098	1000
f	Facebook	Les Antagonistes		398415124026017	Facebook	2	1	1004998	501000	10098	5000
f	Facebook	Shell		200969413280005	Facebook	3	1	1004997	401000	8987	1780
f	Facebook	You Vote EU Polska		1923072537771358	Facebook	3	1	1004997	401000	1097	200
f	Facebook	Ľubomír Šesták - volím č.8	Sestak Lubomir	713479689049720	Facebook	37	1	1004963	299000	3663	0
f	Facebook	Tretti		250791121791	Facebook	8	1	1001992	420000	2904	615
f	Facebook	γυρίζουμε		278308089460720	Facebook	7	1	1000993	420000	7293	1700
f	Facebook	The Freeing Energy Project		164660287630560	Facebook	12	1	1000988	380000	2125	267
f	Facebook	Parlamento Europeu - Gabinete em Portugal	Parlamento Europeu - Gabinete em Portugal	170555122972051	Facebook	1	1	999999	500000	999	500
f	Facebook	Παπαστράτος		1925659984382187	Facebook	1	1	999999	500000	999	500
f	Facebook	Facebook	Facebook	197589525931	Facebook	1	1	999999	500000	4999	1000
f	Facebook	Eclectica		1379977375431894	Facebook	1	1	999999	500000	4449	890
f	Facebook	Custom Resita Festival		2218037274884370	Facebook	1	1	999999	500000	1050	210
f	Facebook	Always France		183045748427091	Facebook	1	1	999999	500000	4999	1000
f	Facebook	Huawei Europe		1709278142683543	Facebook	1	1	999999	500000	499	100
f	Facebook	Oatly		592188124467085	Facebook	1	1	999999	500000	999	500
f	Facebook	Shell		444504516075907	Facebook	1	1	999999	500000	4999	1000
f	Facebook	Comité international de la Croix-Rouge		540364216018969	Facebook	1	1	999999	500000	499	100
f	Facebook	Mama Quilla		387951911757339	Facebook	1	1	999999	500000	4999	1000
f	Facebook	Frosch		223829854355699	Facebook	1	1	999999	500000	999	500
f	Facebook	Itthonról Otthonra		795559303924823	Facebook	1	1	999999	500000	619	309
f	Facebook	The Syria Campaign		607756062649744	Facebook	1	1	999999	500000	88	0
f	Facebook	SOS Racisme		166294396737151	Facebook	1	1	999999	500000	9999	5000
f	Facebook	Pologize Fashion		274227073497806	Facebook	1	1	999999	500000	8900	4450
f	Facebook	Women, War & Peace | PBS	Peace is Loud	208504065850908	Facebook	1	1	999999	500000	889	445
f	Facebook	ONU Environnement		155723201059	Facebook	1	1	999999	500000	4449	890
f	Facebook	Career Jobs Hunt Network		2486692284890622	Facebook	1	1	999999	500000	88	0
f	Facebook	Center for European Integration Studies (ZEI)		144159745724379	Facebook	1	1	999999	500000	999	500
f	Facebook	Knovva Academy		1619172795053683	Facebook	1	1	999999	500000	444	89
f	Facebook	Three UK		197259133622381	Facebook	1	1	999999	500000	5784	1157
f	Facebook	UNICEF Burkina Faso		1457264214526173	Facebook	1	1	999999	500000	444	89
f	Facebook	YouNoodle		102678788085	Facebook	1	1	999999	500000	444	89
f	Facebook	Fútbol Santander		116723261685431	Facebook	1	1	999999	500000	88	0
f	Facebook	Fundação Calouste Gulbenkian		49386033906	Facebook	1	1	999999	500000	499	100
f	Facebook	Manometal		165855190799208	Facebook	1	1	999999	500000	499	100
f	Facebook	ADAR		175390195814995	Facebook	1	1	999999	500000	2326	1163
f	Facebook	COP23		1812087282376505	Facebook	1	1	999999	500000	444	89
f	Facebook	ScribersHive		722350287934296	Facebook	1	1	999999	500000	114	0
f	Facebook	RT Online		303805550081059	Facebook	1	1	999999	500000	136	68
f	Facebook	FPÖ-Wien		146097669338683	Facebook	1	1	999999	500000	4999	1000
f	Facebook	UBS		218020061613734	Facebook	1	1	999999	500000	4999	1000
f	Facebook	OpnLttr		112818498877733	Facebook	1	1	999999	500000	577	115
f	Facebook	Revista QB		1908798559359662	Facebook	1	1	999999	500000	1125	225
f	Facebook	FHE Group		1241383025915322	Facebook	1	1	999999	500000	4999	1000
f	Facebook	Scholarships for International Students		143550215717842	Facebook	1	1	999999	500000	315	63
f	Facebook	Erdős Norbert		225260807491081	Facebook	1	1	999999	500000	4999	1000
f	Facebook	Departamentul pentru Muncă și Justiție Socială	Partidul Social Democrat	1975738806067717	Facebook	2	1	999998	400000	314	126
f	Facebook	Bart De Wever		24079407056	Facebook	2	1	999998	400000	9998	2000
f	Facebook	World Surf League		81269622057	Facebook	2	1	999998	400000	888	178
f	Facebook	Boris Kollar	Sme rodina	1464024763918594	Facebook	2	1	999998	400000	1998	1000
f	Facebook	Solar Impulse		187539851277198	Facebook	2	1	999998	400000	877	175
f	Facebook	UNICEF		68793499001	Facebook	2	1	999998	400000	176	0
f	Facebook	The Bambooster		230034544330013	Facebook	2	1	999998	400000	232	46
f	Facebook	VeganbottleGo		320828511985253	Facebook	2	1	999998	400000	1998	1000
f	Facebook	Sportello Amianto Nazionale		1354625791215832	Facebook	2	1	999998	400000	998	200
f	Facebook	Simple Politics		1052029294841900	Facebook	2	1	999998	400000	2312	1157
f	Facebook	ADF International		382186268590822	Facebook	2	1	999998	400000	1333	534
f	Facebook	Give A Vote		2186129244970085	Facebook	10	1	999990	330000	4990	1000
f	Facebook	Tony Blair Institute for Global Change	Tony Blair Institute for Global Change	131712588824	Facebook	16	1	999984	290000	5998	1041
f	Facebook	The News Dump	The News Dump	210909392847421	Facebook	144	1	999856	250000	19389	1041
f	Facebook	Roman Kriz	Kriz Roman	382745889213194	Facebook	128	1	993872	233000	3624	823
f	Facebook	Alternativ för Sverige	Alternativ för Sverige	270592853332987	Facebook	22	1	992978	443000	14741	4074
f	Facebook	JW3	JW3	6587671199	Facebook	17	1	990983	390000	12825	2777
f	Facebook	Privatinvestor Politik Spezial		414014872673187	Facebook	10	1	984990	423000	4490	1700
f	Facebook	KDU-ČSL	KDU-ČSL	251656685576	Facebook	54	1	983946	370000	2982	672
f	Facebook	USR Sector 5	Uniunea Salvați România	1460571894265803	Facebook	63	1	981937	329000	1898	147
f	Facebook	Transition Energétique		753069428230726	Facebook	11	1	979989	365000	10189	2600
f	Facebook	Dorje Shugden		124479407593558	Facebook	16	1	979984	428000	1409	0
f	Facebook	CD&V Limburg	CD&V Limburg	495564387205601	Facebook	23	1	979977	229000	7877	1400
f	Facebook	Reservix	Reservix GmbH	135158439833197	Facebook	45	1	977955	222000	4455	0
f	Facebook	Luciano Nobili	Luciano Nobili	406187203142799	Facebook	34	1	973966	227000	3366	0
f	Facebook	Linnéa Engström		1409490812643464	Facebook	42	1	972958	254000	7113	903
f	Facebook	Nicos Tornaritis - Νίκος Τορναρίτης	Nicos Tornaritis - Νίκος Τορναρίτης	115653995162093	Facebook	22	1	971978	230000	2178	0
f	Facebook	Βασίλης Μιχαλολιάκος	Βασίλης Μιχαλολιάκος	272375755124	Facebook	33	1	968967	199000	4067	200
f	Facebook	Partia Zieloni	KKW Koalicja Europejska PO PSL SLD .N Zieloni	48391402694	Facebook	22	1	965978	196000	2367	465
f	Facebook	Νίκος Χουντής-Nikos Chountis		462603193829493	Facebook	44	1	964956	262000	4356	0
f	Facebook	Hoxton Capital Management		353185345195139	Facebook	8	1	961992	415000	3346	925
f	Facebook	UNICEF Sverige		59324455950	Facebook	18	1	960982	414000	10333	3037
f	Facebook	David Stellini	David Stellini	1911257335785088	Facebook	10	1	959990	432000	2990	500
f	Facebook	Dr. Brenner Koloman	Országgyűlés Hivatala Jobbik Frakció	180924612473518	Facebook	19	1	959981	381000	2076	824
f	Facebook	Laut gegen Nazis		53848679944	Facebook	20	1	959980	195000	6780	1200
f	Facebook	Antanas Guoga	Lietuvos Centro Partijos rinkimų sąskaita	18276748821	Facebook	15	1	952985	370000	3485	500
f	Facebook	USR Diaspora	USR Diaspora	1793510380925494	Facebook	54	1	952946	286000	7311	661
f	Facebook	Più Europa	Più Europa	126662574668084	Facebook	4	1	949996	410000	2596	1100
f	Facebook	SiViaggia		762240900455909	Facebook	4	1	949996	410000	2496	800
f	Facebook	WWF Suomi		119054448115588	Facebook	7	1	949993	460000	3993	1100
f	Facebook	Stop Impôt		1538720933075616	Facebook	11	1	949989	400000	6589	2200
f	Facebook	Green Party of England and Wales	The Green Party of England and Wales	20995300784	Facebook	18	1	949982	320000	2524	115
f	Facebook	Il Primato Nazionale	Il Primato Nazionale	587689174620699	Facebook	19	1	949981	322000	2681	200
f	Facebook	Pledge for the Future	Pledge for the Future	266157764008126	Facebook	168	1	947832	257000	19709	115
f	Facebook	Rares Bogdan		204397909629079	Facebook	15	1	939985	380000	1236	231
f	Facebook	Παναγιώτης Ε. Νίκας	Παναγιώτης Ε. Νίκας	627249040690694	Facebook	57	1	937943	230000	6043	100
f	Facebook	Chroniques Du Golfe		2196850910357980	Facebook	38	1	935962	321000	3348	0
f	Facebook	Romana Tomc		1025408990823719	Facebook	22	1	934978	223000	2578	100
f	Facebook	Lietuvos valstiečių ir žaliųjų sąjunga	Lietuvos valstiečių ir žaliųjų sąjunga	190209177745566	Facebook	20	1	930980	387000	3580	400
f	Facebook	UNICEF Belgium	UNICEF Belgium	60589646095	Facebook	17	1	929983	369000	5683	1000
f	Facebook	Conner Rousseau	Conner Rousseau	942750852588816	Facebook	31	1	929969	203000	7969	1500
f	Facebook	Andrea Acconcia		428605070873992	Facebook	22	1	916978	348000	4178	500
f	Facebook	Òmnium Cultural		161916260510295	Facebook	12	1	915988	426000	4388	800
f	Facebook	Dariusz Rosati	CommSense	238903929634988	Facebook	37	1	915963	219000	2341	372
f	Facebook	Urmas Paet	Paet Urmas	223092011815453	Facebook	39	1	912961	199000	4261	100
f	Facebook	Campus protestant		2019076568379648	Facebook	13	1	911987	365000	4887	900
f	Facebook	Miséricorde pour l'Humanité France		596904657000107	Facebook	10	1	910990	342000	7023	1335
f	Facebook	Λευτέρης Χριστοφόρου - Lefteris Christoforou		832972046731724	Facebook	48	1	910952	204000	4752	0
f	Facebook	European Parliament in the UK	European Parliament in the UK	310175149000473	Facebook	9	1	909991	315000	4386	1157
f	Facebook	AfD	AfD	540404695989874	Facebook	13	1	909987	335000	4187	1000
f	Facebook	Héctor Illueca Ballester	Unidas Podemos	267663367485459	Facebook	18	1	909982	215000	4982	800
f	Facebook	Agence Française pour la Transition Energétique		1981871332106127	Facebook	18	1	905982	370000	3782	500
f	Facebook	Charles Goerens		441313569220539	Facebook	30	1	902970	234000	3770	200
f	Facebook	Kospel S.A.		105979422814402	Facebook	3	1	899997	400000	3488	697
f	Facebook	Novák Előd		112879632128020	Facebook	5	1	899995	370000	1857	835
f	Facebook	National Geographic		106750996025532	Facebook	5	1	899995	450000	2495	500
f	Facebook	Joris Vandenbroucke	Vandenbroucke Joris Jeroen J	984867054996076	Facebook	15	1	895985	371000	4285	700
f	Facebook	Jávor Benedek		131797633528377	Facebook	17	1	885983	306000	2681	416
f	Facebook	Òmnium International		2177632682563843	Facebook	39	1	882961	359000	7861	1000
f	Facebook	UNRWA		105171192862790	Facebook	13	1	879987	362000	2925	445
f	Facebook	Saša Poljanec-Borić	Hrvatska socijalno liberalna stranka	1914254365351413	Facebook	19	1	876981	241000	2742	267
f	Facebook	Aresel		292847028010932	Facebook	8	1	874992	341000	1592	200
f	Facebook	Daniele Viotti		138574576313444	Facebook	38	1	872962	186000	3762	0
f	Facebook	ARTE in italiano		1820709954654528	Facebook	10	1	871990	337000	1669	189
f	Facebook	Toroczkai László		151665991681369	Facebook	12	1	871988	387000	981	290
f	Facebook	Sneider Tamás	Országgyűlés Hivatala Jobbik Frakció	329107800543535	Facebook	22	1	871978	333000	1935	693
f	Facebook	Daniel Buda	Buda Daniel	220579784732993	Facebook	41	1	870959	225000	852	0
f	Facebook	WWF-France	WWF-France	145392792632	Facebook	8	1	869992	340000	2492	700
f	Facebook	Stoke-on-Trent Labour	The Labour Party	2279966602282911	Facebook	19	1	869981	180000	7731	1388
f	Facebook	Ovidiu-Iosif Gal, candidat independent pentru Parlamentul European		354404288474557	Facebook	7	1	865993	366000	1493	200
f	Facebook	Бареков и Байрактаров без цензура - ТВ предаване		405986069871245	Facebook	10	1	865990	306000	1682	445
f	Facebook	L'Agence pour l'Énergie		465425373946253	Facebook	7	1	864993	336000	7693	1800
f	Facebook	Sara Skyttedal	Sara Skyttedal	249195615122371	Facebook	31	1	864969	248000	5738	1981
f	Facebook	Røde Kors		65929129383	Facebook	27	1	862973	211000	9409	2919
f	Facebook	Nomada Stowarzyszenie		114318528622863	Facebook	10	1	860990	382000	416	46
f	Facebook	Marco Antonio Orsini		395865050792874	Facebook	12	1	859988	355000	1057	0
f	Facebook	Coconut Bowls		451945511677873	Facebook	68	1	856932	227000	4195	0
f	Facebook	César Sánchez Pérez	Andres De España Serrano	296979917059627	Facebook	8	1	854992	411000	2792	500
f	Facebook	VOA - Глас на Америка		176413438620	Facebook	10	1	854990	351000	881	0
f	Facebook	Vasile Cristian Lungu		167669676772029	Facebook	8	1	851992	410000	2876	756
f	Facebook	GEW Baden-Württemberg	GEW Baden-Württemberg	168179163200769	Facebook	4	1	849996	360000	2096	700
f	Facebook	African Union USA		507866149701811	Facebook	5	1	849995	410000	1508	267
f	Facebook	Z. Kárpát Dániel	Országgyűlés Hivatala Jobbik Frakció	208726209161904	Facebook	7	1	849993	410000	1547	588
f	Facebook	Bananamia		185686561464778	Facebook	9	1	849991	410000	891	0
f	Facebook	The Fetzer Institute		115153903038	Facebook	11	1	849989	350000	4529	890
f	Facebook	Progress	Progress Ltd	160136337364839	Facebook	41	1	846959	192000	7937	810
f	Facebook	Βασίλης Σωτηρόπουλος	Vasileios Sotiropoulos	428087111291406	Facebook	34	1	845966	199000	3366	0
f	Facebook	Labour East	The Labour Party	407402162736656	Facebook	19	1	843981	330000	20575	5670
f	Facebook	Greg Stanton	Manchester Withington Liberal Democrats	275496989514175	Facebook	30	1	843970	216000	7602	1041
f	Facebook	USR Vaslui	Uniunea Salvați România	526411640878009	Facebook	38	1	842962	189000	1210	105
f	Facebook	Theresa May	The Conservative Party	1348528641830572	Facebook	74	1	842926	268000	10907	925
f	Facebook	Krzysztof Jurgiel	Overs sp. z o.o.	465990636788016	Facebook	16	1	840984	351000	1252	348
f	Facebook	ÖDP Nordrhein-Westfalen	Ökologisch-Demokratische Partei (ÖDP) NRW	138480036196810	Facebook	26	1	840974	305000	3374	200
f	Facebook	Mundo Sin Fronteras		764047283950662	Facebook	475	1	840525	109000	47025	0
f	Facebook	SMER - SD	SMER - SD	102146246492040	Facebook	20	1	839980	180000	1980	0
f	Facebook	Said till Europaparlamentet		1509050235995572	Facebook	33	1	837967	227000	7347	1722
f	Facebook	Danske Medier	Danske Medier	300107073389986	Facebook	47	1	835953	255000	3689	964
f	Facebook	Aldi Careers UK		793837030669793	Facebook	14	1	833986	329000	4033	925
f	Facebook	DEMOCRACY Deutschland	DEMOCRACY Deutschland e.V. 	1453504428281386	Facebook	9	1	829991	305000	2991	800
f	Facebook	Trades Union Congress (TUC)	Trades Union Congress	124295177616347	Facebook	13	1	827987	351000	4267	1602
f	Facebook	Taavi Rõivas	Roivas Taavi	1033457073332454	Facebook	26	1	825974	315000	4574	500
f	Facebook	Manchester For Europe	Manchester for Europe	1936534083277140	Facebook	26	1	825974	323000	5871	1041
f	Facebook	Proud of Our Pride		400548670511219	Facebook	52	1	820948	190000	4582	0
f	Facebook	Michal Šipoš - kandidát do Európskeho parlamentu		156395481064391	Facebook	12	1	819988	320000	4888	1200
f	Facebook	Günther Sidl	BSA Niederösterreich	806694216374998	Facebook	19	1	819981	342000	3581	700
f	Facebook	Politictee Correct		292246704741314	Facebook	8	1	815992	406000	4388	1504
f	Facebook	GLAS Građansko-liberalni savez	GLAS Građansko-liberalni savez	231052047413325	Facebook	10	1	815990	266000	1237	89
f	Facebook	Veganuary		170911309781648	Facebook	21	1	811979	264000	2405	0
f	Facebook	Naser Khader		1995019340791443	Facebook	14	1	810986	255000	8781	2155
f	Facebook	Le racisme, vous valez mieux que ça		1858720887787052	Facebook	5	1	809995	325000	2595	800
f	Facebook	Comme j'aime		146933438675224	Facebook	5	1	809995	325000	11095	2200
f	Facebook	IF Metall		108492218918	Facebook	7	1	809993	295000	6250	1305
f	Facebook	Ijabs Ivars		345347539390006	Facebook	9	1	809991	345000	2491	400
f	Facebook	Sergio Berlato	Sergio Berlato	227284747464295	Facebook	11	1	809989	315000	3589	900
f	Facebook	Dr. Tóth Bertalan	MSZP	1425355697692924	Facebook	11	1	809989	285000	2197	727
f	Facebook	Conseil Solaire		1329380840472696	Facebook	16	1	808984	311000	6684	2100
f	Facebook	L'OCCITANE en Provence		161197393938517	Facebook	5	1	804995	321000	2695	1100
f	Facebook	Peter Pollák	OBYČAJNÍ ĽUDIA a nezávislé osobnosti	307556876112136	Facebook	14	1	801986	250000	2986	400
f	Facebook	Jan Olbrycht	Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N Zieloni	153098244704447	Facebook	45	1	801955	214000	1966	232
f	Facebook	Folkekirkens Nødhjælp		276770505228	Facebook	86	1	801914	201000	5531	1272
f	Facebook	DIE LINKE. Berlin	DiG Berlin	156304484388194	Facebook	5	1	800995	320000	1695	300
f	Facebook	Bartosz Arłukowicz	KKW Koalicja Europejska PO PSL SLD .N Zieloni	152299864806918	Facebook	99	1	800901	255000	2768	186
f	Facebook	Manchester City Council	Manchester City Council	71409503111	Facebook	3	1	799997	350000	7518	1851
f	Facebook	AtlasInfo		10150133693605727	Facebook	3	1	799997	350000	297	0
f	Facebook	Veriff		959442754113350	Facebook	3	1	799997	350000	1332	267
f	Facebook	The Body Shop		120693511308364	Facebook	3	1	799997	350000	1997	700
f	Facebook	More In Common		199254923808679	Facebook	3	1	799997	350000	23140	8100
f	Facebook	Departamentul pentru Mediul de Afaceri, Comerţ şi Antreprenoriat al PSD	Partidul Social Democrat	1238111743018265	Facebook	4	1	799996	350000	524	168
f	Facebook	Eco-systèmes		180995598634858	Facebook	4	1	799996	400000	3996	2000
f	Facebook	Alex and the jewel		1703830116536718	Facebook	15	1	796985	321000	2285	200
