advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	rd6	Last 6 days	91	1	14345194	6283191	28189	6083
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	rd6	Last 6 days	355	1	14083883	5887688	58400	10932
FDP	FDP	21289227249	Facebook	rd6	Last 6 days	1323	1	13606569	4013753	144998	6024
România în primul rând	Future Innovation	770704223323599	Facebook	rd6	Last 6 days	52	1	11828255	5368234	12795	2904
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	rd6	Last 6 days	103	1	11455468	4746814	36423	8650
European Greens	European Greens	141366725876424	Facebook	rd6	Last 6 days	41	1	10261190	4602000	68082	16800
CDU	CDU	78502295414	Facebook	rd6	Last 6 days	3170	1	9661957	2318750	86757	2075
sp.a	sp.a	57253967150	Facebook	rd6	Last 6 days	204	1	9209561	3071779	42912	6900
European Parliament		178362315106	Facebook	rd6	Last 6 days	35	1	8481662	3931545	48970	12288
ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	rd6	Last 6 days	51	1	7976950	3289000	11283	1600
SPÖ	SPÖ	77393060080	Facebook	rd6	Last 6 days	559	1	7527556	2444083	60049	8103
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	rd6	Last 6 days	32	1	7525295	3306504	15135	3903
Parlement européen en France	Parlement européen en France	279757933824	Facebook	rd6	Last 6 days	72	1	7359927	2880000	29527	7800
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	rd6	Last 6 days	756	1	7118467	2401853	102555	11907
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	rd6	Last 6 days	335	1	6958970	2147724	47292	7607
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	rd6	Last 6 days	20	1	6918499	3250626	11138	4522
Partito Democratico		77034286895	Facebook	rd6	Last 6 days	79	1	6778805	2958726	22945	4438
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	rd6	Last 6 days	55	1	6331079	2719242	13104	3411
Fidesz	Fidesz	9844779306	Facebook	rd6	Last 6 days	31	1	5166636	2486666	17849	8873
CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	rd6	Last 6 days	96	1	4761481	2226914	21969	3965
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	rd6	Last 6 days	138	1	4752862	1774000	22661	2299
SPD	SPD	47930567748	Facebook	rd6	Last 6 days	1685	1	4735926	849121	177091	2747
Open Vld	Open Vld	53668151866	Facebook	rd6	Last 6 days	217	1	4661167	1792691	36897	6541
Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	rd6	Last 6 days	25	1	4598574	2031928	3433	1293
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	rd6	Last 6 days	379	1	4496125	1571113	76067	10154
