advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	rd5	Last 5 days	90	1	12362144	5414776	23185	5055
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	rd5	Last 5 days	306	1	12195338	5164485	48059	9067
FDP	FDP	21289227249	Facebook	rd5	Last 5 days	1230	1	11528418	3385127	126142	4970
European Greens	European Greens	141366725876424	Facebook	rd5	Last 5 days	41	1	10248652	4599500	68054	16800
România în primul rând	Future Innovation	770704223323599	Facebook	rd5	Last 5 days	48	1	9736416	4436190	10596	2358
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	rd5	Last 5 days	103	1	9659313	4002006	30941	7320
sp.a	sp.a	57253967150	Facebook	rd5	Last 5 days	201	1	8134667	2704004	37530	5975
Parlement européen en France	Parlement européen en France	279757933824	Facebook	rd5	Last 5 days	72	1	7359927	2880000	29527	7800
ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	rd5	Last 5 days	51	1	7076955	2917333	10038	1400
European Parliament		178362315106	Facebook	rd5	Last 5 days	35	1	6548103	3006030	35792	8825
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	rd5	Last 5 days	335	1	6421636	1945456	42686	6743
SPÖ	SPÖ	77393060080	Facebook	rd5	Last 5 days	554	1	6416889	2090513	50493	6944
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	rd5	Last 5 days	756	1	6145360	2054711	89884	10192
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	rd5	Last 5 days	27	1	5816505	2570356	11766	3040
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	rd5	Last 5 days	19	1	5653965	2656334	8946	3645
Partito Democratico		77034286895	Facebook	rd5	Last 5 days	79	1	5625115	2454160	19006	3676
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	rd5	Last 5 days	50	1	5152227	2198866	10672	2717
CDU	CDU	78502295414	Facebook	rd5	Last 5 days	3170	1	4830978	1159375	43378	1037
Fidesz	Fidesz	9844779306	Facebook	rd5	Last 5 days	27	1	4399974	2135000	15166	7583
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	rd5	Last 5 days	138	1	4192864	1520000	20014	1726
CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	rd5	Last 5 days	96	1	4009567	1874095	18407	3321
Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	rd5	Last 5 days	25	1	3958546	1744349	2987	1116
PACMA - Partido Animalista	PACMA - Partido Animalista	72181181684	Facebook	rd5	Last 5 days	15	1	3866819	1707166	5737	1638
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	rd5	Last 5 days	100	1	3842866	1360321	7315	1996
DIE LINKE	DIE LINKE	47694585682	Facebook	rd5	Last 5 days	201	1	3811522	1344944	19205	917
Open Vld	Open Vld	53668151866	Facebook	rd5	Last 5 days	192	1	3680818	1406909	26659	4918
SPD	SPD	47930567748	Facebook	rd5	Last 5 days	1100	1	3551262	664814	117722	2381
Venstre, Danmarks Liberale Parti		21465928829	Facebook	rd5	Last 5 days	338	1	3383309	1344484	24335	6446
Facebook Brussels	Facebook	287739491272583	Facebook	rd5	Last 5 days	16	1	3362049	1444002	33214	8341
Socialdemokraterna	Socialdemokraterna	8040892957	Facebook	rd5	Last 5 days	127	1	3182618	870517	34111	9792
Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	rd5	Last 5 days	55	1	3128945	1161999	10176	2233
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	rd5	Last 5 days	23	1	3074192	1358503	25368	6658
LMP - Lehet Más a Politika	LMP - Lehet Más a Politika	47198507012	Facebook	rd5	Last 5 days	42	1	3068787	1327738	3344	876
INBOX	New Digital Media	369693523475596	Facebook	rd5	Last 5 days	24	1	2936643	1318999	3343	266
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	rd5	Last 5 days	5	1	2857138	1278571	13281	2957
DéFI	DéFI	173518112695794	Facebook	rd5	Last 5 days	135	1	2852937	606840	17820	1922
Campact e.V.	Campact e.V.	82734241364	Facebook	rd5	Last 5 days	25	1	2796223	1170912	17363	3891
Greenpeace Deutschland		22541752487	Facebook	rd5	Last 5 days	245	1	2771036	794450	17658	2161
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	rd5	Last 5 days	231	1	2758029	1049094	46080	6552
Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	rd5	Last 5 days	1226	1	2720306	603614	53997	1494
Centerpartiet	Centerpartiet	12690894340	Facebook	rd5	Last 5 days	122	1	2697701	967650	32256	7901
ČSSD	ČSSD	111041662264882	Facebook	rd5	Last 5 days	854	1	2581146	473000	11675	2300
Dipartimento per le politiche giovanili e il servizio civile universale – Presidenza del Consiglio dei Ministri	Dipartimento per le politiche giovanili e il servizio civile universale – Presidenza del Consiglio dei Ministri	353868374653514	Facebook	rd5	Last 5 days	43	1	2534731	1004255	5071	777
John Crombez	sp.a	264131406977201	Facebook	rd5	Last 5 days	20	1	2508003	1185909	8728	1614
IKEA	IKEA	112961202185776	Facebook	rd5	Last 5 days	61	1	2464384	833222	11762	1511
Romania #nuepsd	Future Innovation	293215748279337	Facebook	rd5	Last 5 days	4	1	2458330	1187500	953	345
Groen	Groen	84920854319	Facebook	rd5	Last 5 days	125	1	2443542	832201	12343	1672
SDP Hrvatske	SDP Hrvatske	129634970518	Facebook	rd5	Last 5 days	56	1	2423777	1007550	3383	295
Partei der Humanisten	Partei der Humanisten	499613946840551	Facebook	rd5	Last 5 days	190	1	2415822	751666	21222	1416
ALDE - Partidul Alianta Liberalilor si Democratilor	EvolveDreamSoft	1445317929104549	Facebook	rd5	Last 5 days	21	1	2359980	1012999	3273	1239
Prawo i Sprawiedliwość	Komitet Wyborczy Prawo i Sprawiedliwość	157458232131	Facebook	rd5	Last 5 days	4	1	2204996	1101000	2581	581
Esquerra Barcelona	Esquerra Barcelona	374070875952519	Facebook	rd5	Last 5 days	25	1	2138314	938666	8850	2240
Kyriakos Mitsotakis		34848567724	Facebook	rd5	Last 5 days	12	1	2133324	950000	4591	1200
Andreas Schieder	SPÖ	290881691011354	Facebook	rd5	Last 5 days	59	1	2132530	710166	17344	2952
Česká pirátská strana	Česká pirátská strana	109323929038	Facebook	rd5	Last 5 days	48	1	2127810	882714	7912	2197
Lietuvos socialdemokratų partija - LSDP	Lietuvos socialdemokratų partija - LSDP	202360056491831	Facebook	rd5	Last 5 days	42	1	2111609	851691	4646	715
Sverigedemokraterna	Sverigedemokraterna	676246449160270	Facebook	rd5	Last 5 days	9	1	2099992	870000	29170	8612
Greenpeace Italia	Greenpeace Italia	35346524498	Facebook	rd5	Last 5 days	38	1	2099539	838284	3709	705
Stadt Wien	Stadt Wien	110971788921077	Facebook	rd5	Last 5 days	50	1	2052468	715000	10406	1687
Ανεξάρτητοι 'Ελληνες	Start Business Hellas	343233902394715	Facebook	rd5	Last 5 days	27	1	2051964	905920	6336	1102
SPOLU - občianska demokracia	SPOLU - občianska demokracia	1057020590987528	Facebook	rd5	Last 5 days	91	1	2051289	625539	15783	1999
RMDSZ	RMDSZ	102601499822802	Facebook	rd5	Last 5 days	66	1	2050134	579620	3250	618
Dobrev Klára	Demokratikus Koalíció	1880809845328535	Facebook	rd5	Last 5 days	20	1	2040403	842083	3896	1626
Facebook Nordic	Facebook	334318366655425	Facebook	rd5	Last 5 days	9	1	2036104	949305	13914	4401
PSOE Aragón	PSOE Aragón	170970449608409	Facebook	rd5	Last 5 days	2323	1	2006374	162086	146167	99
The Brexit Party	The Brexit Party	230416667843105	Facebook	rd5	Last 5 days	36	1	1985964	910500	31579	8649
Die Grünen	Die Grünen	21759893033	Facebook	rd5	Last 5 days	48	1	1961667	597070	15787	2841
Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	rd5	Last 5 days	117	1	1960590	607454	28331	7368
Vlaams Belang	Vlaams Belang	56605856504	Facebook	rd5	Last 5 days	9	1	1856242	844791	11774	2356
Facebook	Facebook	726281677519881	Facebook	rd5	Last 5 days	5	1	1822725	911363	9134	1818
Κίνημα Αλλαγής	Κίνημα Αλλαγής	504891253213373	Facebook	rd5	Last 5 days	5	1	1795531	873392	2237	619
Partit Nazzjonalista	Partit Nazzjonalista	159249234115841	Facebook	rd5	Last 5 days	8	1	1754437	777222	8203	1922
Moderaterna	Moderaterna	7719591155	Facebook	rd5	Last 5 days	69	1	1629105	365633	16109	4001
Sign for my Future		1345513882259768	Facebook	rd5	Last 5 days	32	1	1610968	607000	13768	2980
Harald Vilimsky		547597092025909	Facebook	rd5	Last 5 days	13	1	1580989	722500	11905	3233
Liberalerna	Liberalerna	132266740623	Facebook	rd5	Last 5 days	90	1	1535964	502829	8712	2431
