advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	rm3	Last 3 months	1656	1	249158343	111420999	1279323	320639
COALICION ELECTORAL UNIDAS PODEMOS		AR21167248102129664	Google	rm3	Last 3 months	251	1	193399999	19230000	1157599	22599
Future Innovation SRL		AR474748779908562944	Google	rm3	Last 3 months	43	1	183040000	18300000	695950	12049
AMERISOFT SRL		AR573801583431647232	Google	rm3	Last 3 months	216	1	161730000	16089999	17550	750
Ciudadanos - Partido de la Ciudadanía		AR309397624253841408	Google	rm3	Last 3 months	42	1	141810000	14180000	729050	41899
Kansallinen Kokoomus r.p.		AR210958348219056128	Google	rm3	Last 3 months	89	1	128239999	12779999	648249	12150
Podemos	Unidas Podemos	269212336568846	Facebook	rm3	Last 3 months	331	1	104971669	46949000	622568	161999
Ciudadanos	Ciudadanos	74078667754	Facebook	rm3	Last 3 months	6245	1	91000755	27832999	886755	68300
Partido Popular	Partido Popular	72249031214	Facebook	rm3	Last 3 months	3644	1	81745355	28176999	586556	61100
Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	rm3	Last 3 months	850	1	68979999	6270000	95399	3050
Freiheitliche Partei Österreich		AR333020356698701824	Google	rm3	Last 3 months	51	1	58290000	5799999	486299	37499
Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	rm3	Last 3 months	126	1	56519999	5590000	170000	4050
COALICION CANARIA		AR489541609348661248	Google	rm3	Last 3 months	3716	1	56060000	1989999	221599	1149
Kialo		729627343834501	Facebook	rm3	Last 3 months	555	1	53176444	20859000	284231	66516
SPD	SPD	47930567748	Facebook	rm3	Last 3 months	8829	1	51438170	14724999	1098371	60100
Liberaalipuolue - Vapaus valita r.p.		AR52536314842578944	Google	rm3	Last 3 months	176	1	42620000	4230000	8799	0
Nieuw-Vlaamse Alliantie		AR417822664892088320	Google	rm3	Last 3 months	83	1	41600000	4099999	431999	7950
sp.a	sp.a	57253967150	Facebook	rm3	Last 3 months	422	1	41120246	16378333	195880	42300
People's Vote UK	People's Vote	748608695327755	Facebook	rm3	Last 3 months	1035	1	39394124	14499000	513374	106924
CDU	CDU	78502295414	Facebook	rm3	Last 3 months	3170	1	38647830	9275000	347030	8300
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	rm3	Last 3 months	92	1	36072908	16150000	76648	22250
Britain's Future	Britain's Future	1625300137516491	Facebook	rm3	Last 3 months	2330	1	34630427	10146772	477948	65537
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	rm3	Last 3 months	184	1	33894815	15393000	95286	21325
Lietuvos Respublikos liberalų sąjūdis		AR132631338879549440	Google	rm3	Last 3 months	120	1	33150000	3239999	10050	449
FDP	FDP	21289227249	Facebook	rm3	Last 3 months	2139	1	30702861	9289000	266860	14599
