advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	rd4	Last 4 days	306	1	10441243	4460327	39909	7577
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	rd4	Last 4 days	85	1	10429094	4571361	18443	4078
FDP	FDP	21289227249	Facebook	rd4	Last 4 days	1230	1	9752381	2803302	116140	3976
European Greens	European Greens	141366725876424	Facebook	rd4	Last 4 days	41	1	8524920	3820800	56251	13920
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	rd4	Last 4 days	101	1	7733160	3201198	24661	5830
România în primul rând	Future Innovation	770704223323599	Facebook	rd4	Last 4 days	46	1	7728744	3529980	8370	1839
sp.a	sp.a	57253967150	Facebook	rd4	Last 4 days	201	1	6941175	2289828	31744	5004
ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	rd4	Last 4 days	49	1	6176959	2545666	8793	1200
Parlement européen en France	Parlement européen en France	279757933824	Facebook	rd4	Last 4 days	72	1	5887942	2304000	23622	6240
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	rd4	Last 4 days	237	1	5827105	1731989	37344	5780
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	rd4	Last 4 days	27	1	5407709	2384208	10918	2744
SPÖ	SPÖ	77393060080	Facebook	rd4	Last 4 days	547	1	5310389	1740077	40943	5785
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	rd4	Last 4 days	756	1	5172253	1707568	77213	8478
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	rd4	Last 4 days	19	1	4489431	2102042	7063	2893
Partito Democratico		77034286895	Facebook	rd4	Last 4 days	78	1	4471426	1949595	15068	2914
European Parliament		178362315106	Facebook	rd4	Last 4 days	31	1	4134545	1860515	20014	4662
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	rd4	Last 4 days	47	1	4038376	1716490	8376	2067
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	rd4	Last 4 days	135	1	3632867	1266000	17367	1153
Fidesz	Fidesz	9844779306	Facebook	rd4	Last 4 days	21	1	3499980	1685000	11761	5880
DIE LINKE	DIE LINKE	47694585682	Facebook	rd4	Last 4 days	199	1	3272906	1151447	16888	744
CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	rd4	Last 4 days	96	1	3257653	1521276	14845	2677
PACMA - Partido Animalista	PACMA - Partido Animalista	72181181684	Facebook	rd4	Last 4 days	15	1	3235654	1425333	4771	1336
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	rd4	Last 4 days	86	1	3145811	1144845	5464	1510
Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	rd4	Last 4 days	55	1	3128945	1161999	10176	2233
Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	rd4	Last 4 days	24	1	3111654	1383437	2242	860
