advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Massimiliano Santini	Massimiliano Ghelfi	389585871653842	Facebook	10k_50k	10k - 50k	IT	Italy	32	1	1599968	320000	5968	700
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	10k_50k	10k - 50k	IT	Italy	29	1	1449970	289999	10870	2000
Nicola Clerici europee 2019 M5S	Nicola Clerici	2340174086227422	Facebook	10k_50k	10k - 50k	IT	Italy	23	1	1149846	229973	7076	1199
Alberto Cirio	RedAbissi	1391061901114543	Facebook	10k_50k	10k - 50k	IT	Italy	20	1	999980	200000	6380	1100
Paola Testori	Paola Testori	658895384568072	Facebook	10k_50k	10k - 50k	IT	Italy	20	1	999980	200000	5980	1000
Deputati PD	Deputati PD	104652392900508	Facebook	10k_50k	10k - 50k	IT	Italy	19	1	949981	190000	1881	0
Nicola Danti	Nicola Danti	241424056063716	Facebook	10k_50k	10k - 50k	IT	Italy	19	1	949981	190000	5481	900
Carmine Pacente	Carmelo Iannicelli	218066501942820	Facebook	10k_50k	10k - 50k	IT	Italy	19	1	949980	189999	1880	0
Caterina Avanza	Partito Democratico - Caterina Avanza	623847078064207	Facebook	10k_50k	10k - 50k	IT	Italy	18	1	899981	179999	8281	1899
Matteo Gazzini	Matteo Gazzini	204493693449796	Facebook	10k_50k	10k - 50k	IT	Italy	17	1	849797	169962	3682	500
Renate Holzeisen	Team Köllensperger	840785932926956	Facebook	10k_50k	10k - 50k	IT	Italy	17	1	849421	169887	2480	199
Michela Giuffrida	Michela Giuffrida	656848937718109	Facebook	10k_50k	10k - 50k	IT	Italy	16	1	799984	160000	3184	399
Fratelli d'Italia	Fratelli d'Italia	355710427861591	Facebook	10k_50k	10k - 50k	IT	Italy	16	1	799983	159999	5583	999
Videodrome	Videodrome	1773694896182795	Facebook	10k_50k	10k - 50k	IT	Italy	16	1	799983	159999	1583	0
Annalisa Corrado	ANNALISA CORRADO (mandataria elettorale Serena Drigo)	152120842162775	Facebook	10k_50k	10k - 50k	IT	Italy	16	1	799983	159999	2383	199
Luciano Nobili	Luciano Nobili	406187203142799	Facebook	10k_50k	10k - 50k	IT	Italy	15	1	749979	149998	1484	0
Simona Bonafè	Simona Bonafè	145437958954905	Facebook	10k_50k	10k - 50k	IT	Italy	14	1	699986	140000	4586	800
Federica Picchi	Federica Picchi	362494797700891	Facebook	10k_50k	10k - 50k	IT	Italy	13	1	649987	129999	2887	400
Lorenzo Cesa	Lorenzo Cesa	538632706513878	Facebook	10k_50k	10k - 50k	IT	Italy	13	1	649987	130000	2087	200
Paolo De Castro	Paolo De Castro	441907505922632	Facebook	10k_50k	10k - 50k	IT	Italy	12	1	599988	120000	1588	100
Andrea Cozzolino	Andrea Cozzolino	1449151341981719	Facebook	10k_50k	10k - 50k	IT	Italy	12	1	599988	120000	3588	600
Greenpeace Italia	Greenpeace Italia	35346524498	Facebook	10k_50k	10k - 50k	IT	Italy	12	1	599988	120000	1188	0
Patrizia Toia	Patrizia Ferma Francesca Toia	519219611453854	Facebook	10k_50k	10k - 50k	IT	Italy	12	1	599988	120000	1588	100
Giancarlo Cerrelli	Giancarlo Cerrelli 	721617177928574	Facebook	10k_50k	10k - 50k	IT	Italy	11	1	549989	110000	1489	100
Massimo Paolucci	Massimo Paolucci	417241311803541	Facebook	10k_50k	10k - 50k	IT	Italy	11	1	549988	109999	1088	0
