advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Europos Komisijos atstovybė Lietuvoje		76783564232	Facebook	50_100	50 - 100	LT	Lithuania	4	1	211468	105734	556	110
Kialo		729627343834501	Facebook	50_100	50 - 100	LT	Lithuania	300	1	167247	56724	1037	205
Aušra Maldeikienė		1650670061877646	Facebook	50_100	50 - 100	LT	Lithuania	13	1	88112	30176	586	110
Prof. Dr. Stanislovas Tomas, Advokatas		1049345465226776	Facebook	50_100	50 - 100	LT	Lithuania	4	1	45361	21527	194	36
Greens/EFA in the European Parliament		150527751674751	Facebook	50_100	50 - 100	LT	Lithuania	29	1	44192	19705	54	10
Algimantas    Matulevičius		264954716868937	Facebook	50_100	50 - 100	LT	Lithuania	51	1	19122	4497	169	0
Minfo		163564217762927	Facebook	50_100	50 - 100	LT	Lithuania	16	1	14110	4187	284	0
Lietuvos Emigrantų Sąjunga		423692800995137	Facebook	50_100	50 - 100	LT	Lithuania	12	1	10079	2481	213	0
Gitanas Nausėda	Gitanas Nausėda	684534791927883	Facebook	50_100	50 - 100	LT	Lithuania	75	1	8811	2474	23	0
Mindaugas Puidokas	Puidokas Mindaugas	1739968129576961	Facebook	50_100	50 - 100	LT	Lithuania	99	1	7429	1640	30	0
Lietuvos socialdemokratų partija - LSDP	Lietuvos socialdemokratų partija - LSDP	202360056491831	Facebook	50_100	50 - 100	LT	Lithuania	34	1	6362	2521	10	0
Прибыльные известия		563621860696849	Facebook	50_100	50 - 100	LT	Lithuania	4	1	5897	1230	47	9
Už Ingridą		2214495192154107	Facebook	50_100	50 - 100	LT	Lithuania	275	1	5651	1201	84	0
M.G.Maksimalietis		287613331259579	Facebook	50_100	50 - 100	LT	Lithuania	8	1	5580	1085	142	0
Save the Refugees		1931458237163388	Facebook	50_100	50 - 100	LT	Lithuania	1	1	5180	2072	4	0
Vytenis Andriukaitis	Vytenis Andriukaitis	1651554231738028	Facebook	50_100	50 - 100	LT	Lithuania	37	1	4581	1851	11	0
Liberalai	Liberalai	81004804444	Facebook	50_100	50 - 100	LT	Lithuania	92	1	4571	1091	34	0
Martynas Nagevičius / LRLS Sostinės liberalai		1146633232128220	Facebook	50_100	50 - 100	LT	Lithuania	57	1	4320	961	17	0
Lietuvos valstiečių ir žaliųjų sąjunga	Lietuvos valstiečių ir žaliųjų sąjunga	190209177745566	Facebook	50_100	50 - 100	LT	Lithuania	34	1	3554	1111	10	0
Wholesome Culture		1664959567149320	Facebook	50_100	50 - 100	LT	Lithuania	3	1	3358	1343	2	0
BBC News Russian		190992343324	Facebook	50_100	50 - 100	LT	Lithuania	1	1	2920	584	6	0
eToro		193863317737	Facebook	50_100	50 - 100	LT	Lithuania	15	1	2399	1101	6	1
Antanas Guoga	Lietuvos Centro Partijos rinkimų sąskaita	18276748821	Facebook	50_100	50 - 100	LT	Lithuania	18	1	2380	762	5	0
Investors' Forum		1330823023658838	Facebook	50_100	50 - 100	LT	Lithuania	3	1	2267	453	9	0
Linksmas lagaminas Vaikų Šventės		293938050813587	Facebook	50_100	50 - 100	LT	Lithuania	1	1	1889	377	3	0
Neregėta Lietuva		2040075636034252	Facebook	50_100	50 - 100	LT	Lithuania	1	1	1889	377	3	0
Darbo partija	Darbo partija	264116120225	Facebook	50_100	50 - 100	LT	Lithuania	18	1	1842	479	5	0
Karolina Štelmokaitė	LVŽS	763068560724258	Facebook	50_100	50 - 100	LT	Lithuania	18	1	1434	314	5	0
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	50_100	50 - 100	LT	Lithuania	23	1	1276	305	4	0
European Parliament		178362315106	Facebook	50_100	50 - 100	LT	Lithuania	21	1	1251	453	4	0
Create.Refresh	Create.Refresh	1736881926615141	Facebook	50_100	50 - 100	LT	Lithuania	2	1	1223	244	2	0
Solar Impulse		187539851277198	Facebook	50_100	50 - 100	LT	Lithuania	2	1	1222	488	1	0
Laima Mogenienė	LVŽS partija (EP rinkimų sąskaita)	334338600540343	Facebook	50_100	50 - 100	LT	Lithuania	48	1	1197	292	17	0
Orbex		1415953441956155	Facebook	50_100	50 - 100	LT	Lithuania	7	1	1170	234	10	1
LIKE APP		272972103180159	Facebook	50_100	50 - 100	LT	Lithuania	1	1	1137	455	1	0
Bronis Ropė		216419471860983	Facebook	50_100	50 - 100	LT	Lithuania	10	1	1111	220	3	0
Arvydas Juozaitis	Arvydas Juozaitis	458551247900215	Facebook	50_100	50 - 100	LT	Lithuania	9	1	1095	217	2	0
Tomas Tomilinas - naujienos		530620843630609	Facebook	50_100	50 - 100	LT	Lithuania	17	1	1095	395	5	0
Tėvynės sąjunga - Lietuvos krikščionys demokratai (TS-LKD)	TS-LKD	198988713464683	Facebook	50_100	50 - 100	LT	Lithuania	18	1	1073	220	5	0
Už Vytenį Andriukaitį		1545031192307207	Facebook	50_100	50 - 100	LT	Lithuania	4	1	944	302	13	0
Coconut Bowls		451945511677873	Facebook	50_100	50 - 100	LT	Lithuania	67	1	911	256	5	0
Matt Wilson		247888188644456	Facebook	50_100	50 - 100	LT	Lithuania	7	1	902	358	14	0
DRH Lindersvold		512374155442078	Facebook	50_100	50 - 100	LT	Lithuania	1	1	776	155	1	0
Lietuvos Naujienų Agentūra - LNA		642423342820570	Facebook	50_100	50 - 100	LT	Lithuania	1	1	775	155	17	0
MAXIMALIST		607211949304752	Facebook	50_100	50 - 100	LT	Lithuania	1	1	775	155	17	0
Gazeta Wyborcza		63563473556	Facebook	50_100	50 - 100	LT	Lithuania	4	1	704	140	1	0
World Bank		153371894688575	Facebook	50_100	50 - 100	LT	Lithuania	28	1	701	339	2	0
Guardian Weekly		64525551258	Facebook	50_100	50 - 100	LT	Lithuania	4	1	632	126	1	0
Lietuvos žinios		295643800462487	Facebook	50_100	50 - 100	LT	Lithuania	1	1	622	311	0	0
NewsMavens		145218379355757	Facebook	50_100	50 - 100	LT	Lithuania	3	1	579	259	0	0
Coastal Studies		11070113987	Facebook	50_100	50 - 100	LT	Lithuania	2	1	575	115	1	0
Asociacija „Savarankiškas gyvenimas“		554958651367292	Facebook	50_100	50 - 100	LT	Lithuania	2	1	566	226	6	0
Viktoras Uspaskich	Darbo partija	160851767470	Facebook	50_100	50 - 100	LT	Lithuania	8	1	543	108	2	0
Vilija Blinkevičiūtė	Lietuvos socialdemokratų partija - LSDP	1551002341778947	Facebook	50_100	50 - 100	LT	Lithuania	6	1	501	99	1	0
East Meet East		565982140109779	Facebook	50_100	50 - 100	LT	Lithuania	1	1	490	245	1	0
Ami Horowitz		42597808880	Facebook	50_100	50 - 100	LT	Lithuania	3	1	398	80	3	0
European Action Week Against Racism		1224138274394269	Facebook	50_100	50 - 100	LT	Lithuania	1	1	394	78	1	0
AGIA - autogamintojų ir importuotojų asociacija		229568474485104	Facebook	50_100	50 - 100	LT	Lithuania	1	1	377	188	3	0
Autogidas.lt		77506876306	Facebook	50_100	50 - 100	LT	Lithuania	1	1	377	188	3	0
Laisvos visuomenės institutas		943920815656380	Facebook	50_100	50 - 100	LT	Lithuania	1	1	377	188	3	0
European Commission		107898832590939	Facebook	50_100	50 - 100	LT	Lithuania	6	1	364	80	1	0
Tuxy		870667836405958	Facebook	50_100	50 - 100	LT	Lithuania	1	1	354	177	1	0
Robertas Šarknickas	LVŽS	880209082011396	Facebook	50_100	50 - 100	LT	Lithuania	6	1	351	77	1	0
I Love Crowdfunding Projects		112683756154005	Facebook	50_100	50 - 100	LT	Lithuania	5	1	344	100	2	0
Saulius Skvernelis	Saulius Skvernelis	814777171988967	Facebook	50_100	50 - 100	LT	Lithuania	3	1	342	77	0	0
Kęstutis Mažeika		781577665286911	Facebook	50_100	50 - 100	LT	Lithuania	2	1	326	158	0	0
Lietuvos žaliųjų partija - #NEvalstiečiai		300771660032648	Facebook	50_100	50 - 100	LT	Lithuania	3	1	325	65	0	0
Get The Trolls Out		858018134275978	Facebook	50_100	50 - 100	LT	Lithuania	1	1	324	162	1	0
Chug Bottles		1781974005205686	Facebook	50_100	50 - 100	LT	Lithuania	1	1	324	162	0	0
Hoagard		331529506998997	Facebook	50_100	50 - 100	LT	Lithuania	3	1	290	58	0	0
On Your Sleeve	ON YOUR SLEEVE	247943179229148	Facebook	50_100	50 - 100	LT	Lithuania	13	1	226	70	0	0
Tatjana Babrauskienė	Babrauskiene Tatjana	1101509610035530	Facebook	50_100	50 - 100	LT	Lithuania	5	1	220	52	1	0
Mark Laguë Fine Art		292045894985614	Facebook	50_100	50 - 100	LT	Lithuania	1	1	205	41	1	0
Григорий Явлинский		143402529086246	Facebook	50_100	50 - 100	LT	Lithuania	1	1	204	40	0	0
Greenpeace Polska		32104614789	Facebook	50_100	50 - 100	LT	Lithuania	4	1	202	80	0	0
Index in English		1969401936694372	Facebook	50_100	50 - 100	LT	Lithuania	2	1	199	39	0	0
Lietuvos pramonės profesinių sąjungų federacija		289046591210590	Facebook	50_100	50 - 100	LT	Lithuania	1	1	188	37	3	0
Visa for Europe / Avrupaya Vize		2207809252817635	Facebook	50_100	50 - 100	LT	Lithuania	1	1	188	37	3	0
Atvira Širdis		642814939256054	Facebook	50_100	50 - 100	LT	Lithuania	1	1	188	37	3	0
Klimas		438529703003566	Facebook	50_100	50 - 100	LT	Lithuania	1	1	188	37	3	0
TGS BALTIC		385491438561265	Facebook	50_100	50 - 100	LT	Lithuania	1	1	188	37	3	0
Europos Parlamento biuras Lietuvoje	Europos Parlamento biuras Lietuvoje	188014250186	Facebook	50_100	50 - 100	LT	Lithuania	3	1	186	37	0	0
Newcrush		365822836908807	Facebook	50_100	50 - 100	LT	Lithuania	2	1	186	46	0	0
Dean Graziosi		17457692073	Facebook	50_100	50 - 100	LT	Lithuania	1	1	183	91	0	0
FontBundles.net		1653056048283270	Facebook	50_100	50 - 100	LT	Lithuania	1	1	181	36	0	0
Dovilas Petkus	Katelynas Martynas	666697733748899	Facebook	50_100	50 - 100	LT	Lithuania	2	1	171	34	0	0
NOFIR - bringing value to marine waste		467976939969473	Facebook	50_100	50 - 100	LT	Lithuania	2	1	162	81	0	0
Subpod		839183619577851	Facebook	50_100	50 - 100	LT	Lithuania	4	1	162	32	0	0
TNS Forum		1350664425010518	Facebook	50_100	50 - 100	LT	Lithuania	2	1	158	31	0	0
Zimmylifestyle.com		235024056945953	Facebook	50_100	50 - 100	LT	Lithuania	1	1	157	78	0	0
15min		40711908859	Facebook	50_100	50 - 100	LT	Lithuania	1	1	155	31	0	0
Laikykitės ten		1627943310850393	Facebook	50_100	50 - 100	LT	Lithuania	1	1	155	31	0	0
SoliTek Lietuva		1472498606141305	Facebook	50_100	50 - 100	LT	Lithuania	1	1	155	31	0	0
SEB Lietuvoje		167427916707061	Facebook	50_100	50 - 100	LT	Lithuania	1	1	155	31	0	0
Odontologijos klinika GIDENTA		103619649675086	Facebook	50_100	50 - 100	LT	Lithuania	1	1	155	31	0	0
NATO 70 egzaminas		2240521622862234	Facebook	50_100	50 - 100	LT	Lithuania	1	1	155	31	0	0
Locked N' Loaded		2121608601493086	Facebook	50_100	50 - 100	LT	Lithuania	1	1	155	31	0	0
Socialinės apsaugos ir darbo ministerija		183786048462	Facebook	50_100	50 - 100	LT	Lithuania	1	1	155	31	0	0
prof. dr. Vytautas Radžvilas		62378591336	Facebook	50_100	50 - 100	LT	Lithuania	1	1	155	31	0	0
Solet Technics		1816645448570572	Facebook	50_100	50 - 100	LT	Lithuania	1	1	155	31	0	0
Lietuvių tautininkų ir respublikonų sąjunga		108177835942929	Facebook	50_100	50 - 100	LT	Lithuania	1	1	155	31	0	0
Pilietinė žiniasklaida		547507861936974	Facebook	50_100	50 - 100	LT	Lithuania	1	1	155	31	0	0
Animal Matters	Animal Matters	1439364926329185	Facebook	50_100	50 - 100	LT	Lithuania	7	1	140	45	0	0
Stronger Together		583590448741201	Facebook	50_100	50 - 100	LT	Lithuania	1	1	137	27	1	0
RoboMarkets - Global		588252871551498	Facebook	50_100	50 - 100	LT	Lithuania	7	1	128	15	7	0
Tunis Forum on Gender Equality		362993680952642	Facebook	50_100	50 - 100	LT	Lithuania	1	1	117	58	0	0
The British Journal of Photography	Ecotricity Group Limited	40055265495	Facebook	50_100	50 - 100	LT	Lithuania	1	1	117	23	0	0
Miapetra Kumpula-Natri	Euroopassa Suomen tähden  / Miapetra Kumpula-Natri	922311201130062	Facebook	50_100	50 - 100	LT	Lithuania	1	1	115	23	1	0
Humble Household		1746853745395190	Facebook	50_100	50 - 100	LT	Lithuania	5	1	115	25	0	0
Petras Auštrevičius		1482024028702535	Facebook	50_100	50 - 100	LT	Lithuania	9	1	102	18	2	0
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	50_100	50 - 100	LT	Lithuania	24	1	101	26	0	0
Perseus Apparel		1112003955624720	Facebook	50_100	50 - 100	LT	Lithuania	11	1	95	20	0	0
Mint		1586969654915532	Facebook	50_100	50 - 100	LT	Lithuania	1	1	93	18	0	0
Dr. Hassan Mohsen Elhais		290561631132324	Facebook	50_100	50 - 100	LT	Lithuania	1	1	91	45	0	0
TRT World		1559901027613381	Facebook	50_100	50 - 100	LT	Lithuania	4	1	90	40	0	0
Pirate Parties International		152709151422154	Facebook	50_100	50 - 100	LT	Lithuania	1	1	90	45	0	0
MasterClass		687589164666184	Facebook	50_100	50 - 100	LT	Lithuania	6	1	86	28	0	0
Soviet Visuals		1160495674016675	Facebook	50_100	50 - 100	LT	Lithuania	12	1	86	19	0	0
Jaunųjų konservatorių lyga	Vaitkevicius	269533485196	Facebook	50_100	50 - 100	LT	Lithuania	7	1	84	15	2	0
FT Content Solutions		1220981994590364	Facebook	50_100	50 - 100	LT	Lithuania	3	1	82	17	0	0
Легион информационной обороны		759570777707924	Facebook	50_100	50 - 100	LT	Lithuania	1	1	81	16	0	0
Veganuary		170911309781648	Facebook	50_100	50 - 100	LT	Lithuania	8	1	79	21	0	0
Lisa's Law Solicitors	Lisa's Law Solicitors	739722549392872	Facebook	50_100	50 - 100	LT	Lithuania	5	1	79	27	0	0
Melba Culp		902971599738051	Facebook	50_100	50 - 100	LT	Lithuania	21	1	79	34	0	0
No plastic world		247951075881161	Facebook	50_100	50 - 100	LT	Lithuania	2	1	75	0	6	0
Centre of Excellence		761616163858631	Facebook	50_100	50 - 100	LT	Lithuania	5	1	73	21	0	0
SV4IE		2246467545588430	Facebook	50_100	50 - 100	LT	Lithuania	1	1	71	35	0	0
COP23		1812087282376505	Facebook	50_100	50 - 100	LT	Lithuania	1	1	69	34	0	0
Brut UK		1629990253744016	Facebook	50_100	50 - 100	LT	Lithuania	2	1	68	13	0	0
Milaap		315603771494	Facebook	50_100	50 - 100	LT	Lithuania	13	1	67	16	0	0
YOGA BURN		146316959083110	Facebook	50_100	50 - 100	LT	Lithuania	8	1	67	13	0	0
Mackwoods Tea		892865974105443	Facebook	50_100	50 - 100	LT	Lithuania	2	1	66	13	0	0
Evropski pokret u Srbiji		116621731726496	Facebook	50_100	50 - 100	LT	Lithuania	1	1	63	31	0	0
ZAFUL		916028728426822	Facebook	50_100	50 - 100	LT	Lithuania	1	1	61	30	0	0
Wasabi -Learn Japanese Online-		1520460718232403	Facebook	50_100	50 - 100	LT	Lithuania	5	1	61	12	0	0
OTS Solicitors		940549775965601	Facebook	50_100	50 - 100	LT	Lithuania	1	1	52	26	0	0
Giving Brush		1945237355733646	Facebook	50_100	50 - 100	LT	Lithuania	10	1	51	24	0	0
Petroleum Economist		119472418123001	Facebook	50_100	50 - 100	LT	Lithuania	1	1	50	10	0	0
The Munk Debates		259282224084288	Facebook	50_100	50 - 100	LT	Lithuania	1	1	50	10	0	0
Break The Machine Ltd		455248978191768	Facebook	50_100	50 - 100	LT	Lithuania	1	1	47	23	0	0
Riddle		382170295326783	Facebook	50_100	50 - 100	LT	Lithuania	1	1	47	23	0	0
Tom Lantos Institute		201089673289502	Facebook	50_100	50 - 100	LT	Lithuania	1	1	47	9	0	0
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	50_100	50 - 100	LT	Lithuania	27	1	46	19	0	0
LDiena.lt - Lietuvos Diena - naujienos, nuomonės, komentarai		367187017379224	Facebook	50_100	50 - 100	LT	Lithuania	2	1	46	18	0	0
ScribersHive		722350287934296	Facebook	50_100	50 - 100	LT	Lithuania	1	1	45	22	0	0
Feminist Apparel		147698828729567	Facebook	50_100	50 - 100	LT	Lithuania	8	1	44	9	0	0
Raben Group		246227514204	Facebook	50_100	50 - 100	LT	Lithuania	1	1	43	8	0	0
Last Stop Brexit		820489154977103	Facebook	50_100	50 - 100	LT	Lithuania	1	1	41	8	0	0
Matthew Hussey		525275707491504	Facebook	50_100	50 - 100	LT	Lithuania	4	1	41	8	0	0
Mabox Cosmetics		201346000581479	Facebook	50_100	50 - 100	LT	Lithuania	4	1	40	5	1	0
HP Large Format Media		169820440552379	Facebook	50_100	50 - 100	LT	Lithuania	1	1	39	7	0	0
Knovva Academy		1619172795053683	Facebook	50_100	50 - 100	LT	Lithuania	1	1	39	19	0	0
Mano Europa		447107772102512	Facebook	50_100	50 - 100	LT	Lithuania	1	1	37	0	3	0
Planet Pure LT		314491845927781	Facebook	50_100	50 - 100	LT	Lithuania	1	1	37	0	3	0
Lašas		2166808826729941	Facebook	50_100	50 - 100	LT	Lithuania	1	1	37	0	3	0
Nula		257091368278945	Facebook	50_100	50 - 100	LT	Lithuania	4	1	37	6	1	0
Mailman	Jamie Stanley	107431219296437	Facebook	50_100	50 - 100	LT	Lithuania	1	1	37	18	0	0
Alpine Garden Society		239451772739772	Facebook	50_100	50 - 100	LT	Lithuania	1	1	36	18	0	0
European Greens		141366725876424	Facebook	50_100	50 - 100	LT	Lithuania	8	1	35	9	0	0
Arte		656089814494677	Facebook	50_100	50 - 100	LT	Lithuania	4	1	35	8	0	0
Dream 2 Drive		1122458617876090	Facebook	50_100	50 - 100	LT	Lithuania	3	1	34	6	0	0
Basmah		137973986840264	Facebook	50_100	50 - 100	LT	Lithuania	20	1	33	6	0	0
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	50_100	50 - 100	LT	Lithuania	16	1	32	7	0	0
Tomas Vytautas Raskevičius	Raskevicius Tomas Vytautas	790530451326497	Facebook	50_100	50 - 100	LT	Lithuania	1	1	31	15	0	0
Baltosios pirštinės		362446500510769	Facebook	50_100	50 - 100	LT	Lithuania	1	1	31	15	0	0
Zuokas		150259975018869	Facebook	50_100	50 - 100	LT	Lithuania	1	1	31	15	0	0
Dirbančių Neįgaliųjų Asociacija		276196292879415	Facebook	50_100	50 - 100	LT	Lithuania	1	1	31	15	0	0
Tėvyne Mūsų		1524944987615159	Facebook	50_100	50 - 100	LT	Lithuania	1	1	31	15	0	0
Finlow VVS A/S		198770727303156	Facebook	50_100	50 - 100	LT	Lithuania	4	1	29	13	0	0
Selenacup		695110977328384	Facebook	50_100	50 - 100	LT	Lithuania	2	1	28	12	0	0
Schwarzkopf Professional		150101695010185	Facebook	50_100	50 - 100	LT	Lithuania	2	1	28	5	0	0
CanadaVisa.com - Campbell Cohen Canadian Immigration Law Firm		104102576882	Facebook	50_100	50 - 100	LT	Lithuania	1	1	27	10	0	0
Stanford Graduate School of Business		208357009185713	Facebook	50_100	50 - 100	LT	Lithuania	3	1	26	5	0	0
Esri		211211155280	Facebook	50_100	50 - 100	LT	Lithuania	3	1	25	5	0	0
Dvi Tylos		1652505418335722	Facebook	50_100	50 - 100	LT	Lithuania	4	1	24	3	1	0
Wasabi Technologies Inc.		1909620995946675	Facebook	50_100	50 - 100	LT	Lithuania	1	1	24	12	0	0
Master Magnets Ltd		315842291798657	Facebook	50_100	50 - 100	LT	Lithuania	1	1	23	4	0	0
THTC - The Hemp Trading Company		30239959348	Facebook	50_100	50 - 100	LT	Lithuania	8	1	22	6	0	0
Sumatran Orangutan Society (SOS)	Sumatran Orangutan Society	352804059518	Facebook	50_100	50 - 100	LT	Lithuania	1	1	22	4	0	0
United States Holocaust Memorial Museum	the United States Holocaust Memorial Museum 	34362997676	Facebook	50_100	50 - 100	LT	Lithuania	5	1	22	4	0	0
The Freeing Energy Project		164660287630560	Facebook	50_100	50 - 100	LT	Lithuania	9	1	22	10	0	0
OZY		1393911800825140	Facebook	50_100	50 - 100	LT	Lithuania	1	1	21	4	0	0
Krzysztof Jurgiel	Overs sp. z o.o.	465990636788016	Facebook	50_100	50 - 100	LT	Lithuania	1	1	20	4	0	0
NATO Strategic Communications Centre of Excellence		1456516717932002	Facebook	50_100	50 - 100	LT	Lithuania	1	1	20	10	0	0
Traxsource		67579939495	Facebook	50_100	50 - 100	LT	Lithuania	2	1	20	4	0	0
Modius Health		1350510308330159	Facebook	50_100	50 - 100	LT	Lithuania	2	1	19	8	0	0
Gul Ahmed		312754697664	Facebook	50_100	50 - 100	LT	Lithuania	1	1	19	7	0	0
АллатРа ТВ		468944153190776	Facebook	50_100	50 - 100	LT	Lithuania	30	1	18	8	0	0
Arvydas Nekrošius		222524731253670	Facebook	50_100	50 - 100	LT	Lithuania	2	1	18	3	0	0
Helping Hands for Underprivileged Schools		354530518737402	Facebook	50_100	50 - 100	LT	Lithuania	1	1	17	3	0	0
Gadgets Hype		373386893086224	Facebook	50_100	50 - 100	LT	Lithuania	1	1	16	3	0	0
Voices for Refugees - أصوات لأجل اللاجئين		1601274913421469	Facebook	50_100	50 - 100	LT	Lithuania	9	1	16	4	0	0
The big capitalist game		2034988140101939	Facebook	50_100	50 - 100	LT	Lithuania	6	1	16	3	0	0
Atlantic Forum		616121875501729	Facebook	50_100	50 - 100	LT	Lithuania	2	1	16	3	0	0
SolarWinds MSP		679260062113046	Facebook	50_100	50 - 100	LT	Lithuania	3	1	16	7	0	0
Beddr		710673582448543	Facebook	50_100	50 - 100	LT	Lithuania	1	1	16	3	0	0
Trending Today		311683089314196	Facebook	50_100	50 - 100	LT	Lithuania	8	1	16	8	0	0
Oliveras Alyvuogės		155071645154536	Facebook	50_100	50 - 100	LT	Lithuania	1	1	15	3	0	0
Liv. Li paintings	Lisauskaite Liveta	2336613579907237	Facebook	50_100	50 - 100	LT	Lithuania	1	1	15	3	0	0
Straw Of Steel		2304645696263363	Facebook	50_100	50 - 100	LT	Lithuania	4	1	15	3	0	0
Naglis Puteikis		619973094764250	Facebook	50_100	50 - 100	LT	Lithuania	1	1	15	3	0	0
Lietuvos Centro Partija (LCP)		102161476501915	Facebook	50_100	50 - 100	LT	Lithuania	1	1	15	3	0	0
Young Europe is Voting		2185639191504586	Facebook	50_100	50 - 100	LT	Lithuania	1	1	15	3	0	0
Arklių slėnis		2121474751449549	Facebook	50_100	50 - 100	LT	Lithuania	1	1	15	3	0	0
Стражи		310613372788542	Facebook	50_100	50 - 100	LT	Lithuania	1	1	15	7	0	0
Misija: nulis		307585056434136	Facebook	50_100	50 - 100	LT	Lithuania	1	1	15	3	0	0
Charge it on		590414267985513	Facebook	50_100	50 - 100	LT	Lithuania	1	1	15	3	0	0
TS - LKD Telšių skyrius		410919959105550	Facebook	50_100	50 - 100	LT	Lithuania	1	1	15	3	0	0
Grožio Evoliucija		264510677731068	Facebook	50_100	50 - 100	LT	Lithuania	1	1	15	3	0	0
Scholarships for International Students		143550215717842	Facebook	50_100	50 - 100	LT	Lithuania	1	1	15	7	0	0
European Commission - Development & Cooperation - EuropeAid		287842647957979	Facebook	50_100	50 - 100	LT	Lithuania	6	1	14	3	0	0
EEA and Norway Grants		70937137362	Facebook	50_100	50 - 100	LT	Lithuania	1	1	14	5	0	0
Razvlekalovo		1676086822474842	Facebook	50_100	50 - 100	LT	Lithuania	1	1	14	7	0	0
Türi - Tori Downriver Race		1559110207746526	Facebook	50_100	50 - 100	LT	Lithuania	1	1	14	7	0	0
Égard Watch Company		285409498185123	Facebook	50_100	50 - 100	LT	Lithuania	6	1	14	2	0	0
Alberto Alemanno		179635265973968	Facebook	50_100	50 - 100	LT	Lithuania	1	1	13	6	0	0
Gary Vaynerchuk		51535068349	Facebook	50_100	50 - 100	LT	Lithuania	1	1	13	2	0	0
OWTE Oil Limited		813090985707060	Facebook	50_100	50 - 100	LT	Lithuania	2	1	13	2	0	0
Busech Shopping		297339700960830	Facebook	50_100	50 - 100	LT	Lithuania	5	1	12	4	0	0
Not enough		1807843692790617	Facebook	50_100	50 - 100	LT	Lithuania	3	1	12	2	0	0
USR Diaspora	Uniunea Salvați România - USR	1793510380925494	Facebook	50_100	50 - 100	LT	Lithuania	1	1	11	5	0	0
Sustainability Times		214303005827359	Facebook	50_100	50 - 100	LT	Lithuania	2	1	11	5	0	0
China Xinhua News		338109312883186	Facebook	50_100	50 - 100	LT	Lithuania	2	1	11	5	0	0
Australian Academy of Science		346705712073633	Facebook	50_100	50 - 100	LT	Lithuania	1	1	11	4	0	0
Bond		153637704655631	Facebook	50_100	50 - 100	LT	Lithuania	1	1	11	2	0	0
Открытые медиа. Инфометр		1246107138782307	Facebook	50_100	50 - 100	LT	Lithuania	1	1	11	4	0	0
Vadim Rotari		516538278845787	Facebook	50_100	50 - 100	LT	Lithuania	2	1	11	2	0	0
Evarvest		727603137362203	Facebook	50_100	50 - 100	LT	Lithuania	1	1	10	2	0	0
Глобальный еврейский онлайн центр Jewish.Ru		117612978065	Facebook	50_100	50 - 100	LT	Lithuania	2	1	10	2	0	0
Flora & Fauna		303798486465804	Facebook	50_100	50 - 100	LT	Lithuania	4	1	10	2	0	0
Ambassador of Islam		2121543634600149	Facebook	50_100	50 - 100	LT	Lithuania	1	1	10	2	0	0
Foreign Policy Council "Ukrainian Prism"		1500886830220861	Facebook	50_100	50 - 100	LT	Lithuania	1	1	10	2	0	0
Apps for life		735756143429544	Facebook	50_100	50 - 100	LT	Lithuania	1	1	10	2	0	0
Urszula Pasławska	KWW Koalicja Europejska PO PSL SLD .N Zieloni	149179815186721	Facebook	50_100	50 - 100	LT	Lithuania	3	1	9	1	0	0
Professor  Alberto Testa	Alberto Testa	1899667790263172	Facebook	50_100	50 - 100	LT	Lithuania	1	1	9	1	0	0
ALDE Group – Liberals and Democrats in the European Parliament	ALDE Group in the European Parliament. 	123910440019	Facebook	50_100	50 - 100	LT	Lithuania	4	1	9	2	0	0
The Good Lobby		1420129598280317	Facebook	50_100	50 - 100	LT	Lithuania	10	1	9	3	0	0
Banque mondiale		155174084508744	Facebook	50_100	50 - 100	LT	Lithuania	17	1	9	3	0	0
Wowfanco		756360421384215	Facebook	50_100	50 - 100	LT	Lithuania	3	1	9	1	0	0
Europeana.eu		10261403667	Facebook	50_100	50 - 100	LT	Lithuania	1	1	9	4	0	0
Commonlee		493432274485420	Facebook	50_100	50 - 100	LT	Lithuania	8	1	9	1	0	0
Nikkei Asian Review		204862942932993	Facebook	50_100	50 - 100	LT	Lithuania	1	1	9	1	0	0
GearBest		624353394279966	Facebook	50_100	50 - 100	LT	Lithuania	1	1	9	1	0	0
Delphinus		20411877802	Facebook	50_100	50 - 100	LT	Lithuania	4	1	9	4	0	0
World Food Programme		28312410177	Facebook	50_100	50 - 100	LT	Lithuania	1	1	8	1	0	0
