advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	rd4	Last 4 days	185	1	31384472	14030977	178346	45300
CDU	CDU	78502295414	Facebook	rd4	Last 4 days	3170	1	20201886	5020666	209220	0
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	rd4	Last 4 days	275	1	9450089	3690072	46319	8027
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	rd4	Last 4 days	14	1	7071416	3170714	27444	6821
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	rd4	Last 4 days	76	1	5574465	2510543	15974	3490
România în primul rând	Future Innovation	770704223323599	Facebook	rd4	Last 4 days	27	1	5261435	2422727	5653	1397
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	rd4	Last 4 days	26	1	5251956	2281676	10932	2701
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	rd4	Last 4 days	34	1	4274444	1870358	11572	2925
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	rd4	Last 4 days	354	1	3998378	1110215	55342	8745
Fidesz	Fidesz	9844779306	Facebook	rd4	Last 4 days	24	1	3699980	1758333	12638	6242
Partito Democratico		77034286895	Facebook	rd4	Last 4 days	71	1	3672060	1426634	14507	2181
sp.a	sp.a	57253967150	Facebook	rd4	Last 4 days	75	1	3647127	1604976	19345	3982
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	rd4	Last 4 days	15	1	3442847	1607857	9893	4381
CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	rd4	Last 4 days	80	1	3177064	649571	8007	57
Vlaams Belang	Vlaams Belang	56605856504	Facebook	rd4	Last 4 days	11	1	2553836	1096923	9259	3953
Partidul Naţional Liberal		181375448581167	Facebook	rd4	Last 4 days	22	1	2447602	1090238	5316	1582
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	rd4	Last 4 days	26	1	2304309	1008666	4530	1997
Change UK - The Independent Group	The Independent Group (TIG) Ltd, company number 11770529, a registered company in England and Wales.	395151614382309	Facebook	rd4	Last 4 days	63	1	2297608	927000	27550	7552
Kyriakos Mitsotakis		34848567724	Facebook	rd4	Last 4 days	12	1	2249988	900000	4388	800
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	rd4	Last 4 days	191	1	2226645	761672	14723	2084
SPÖ	SPÖ	77393060080	Facebook	rd4	Last 4 days	311	1	2204261	732795	15982	1440
Uniunea Salvați România - USR	Uniunea Salvați România - USR	1058116737612843	Facebook	rd4	Last 4 days	21	1	2030755	863051	7512	1823
Vote For Your Future	Vote For Your Future	2026046207505845	Facebook	rd4	Last 4 days	9	1	2000990	889999	13297	2545
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	rd4	Last 4 days	16	1	1944376	819714	15232	4200
GRUNDIG		1508163162762486	Facebook	rd4	Last 4 days	14	1	1879985	862000	3555	744
VB - nos gens d'abord	Vlaams Belang	816130908786112	Facebook	rd4	Last 4 days	54	1	1755520	666890	16280	4301
Facebook Brussels	Facebook	287739491272583	Facebook	rd4	Last 4 days	16	1	1677985	657000	17065	4080
Romania #nuepsd	Future Innovation	293215748279337	Facebook	rd4	Last 4 days	2	1	1666665	833333	910	245
Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	rd4	Last 4 days	14	1	1666024	698126	946	215
Platforma Obywatelska	KKW Koalicja Europejska PO PSL SLD .N Zieloni	102931488739	Facebook	rd4	Last 4 days	413	1	1662919	596140	5951	1028
Facebook	Facebook	726281677519881	Facebook	rd4	Last 4 days	5	1	1607996	644000	16075	3200
Avaaz	Avaaz	8340223883	Facebook	rd4	Last 4 days	13	1	1556988	671000	10662	2343
Håll Sverige Rent	Håll Sverige Rent	236879092476	Facebook	rd4	Last 4 days	11	1	1529755	649285	13663	2918
Nemzeti Televízió	Alfahír Hírportál	164061553749320	Facebook	rd4	Last 4 days	25	1	1474625	629571	3328	1249
Centerpartiet	Centerpartiet	12690894340	Facebook	rd4	Last 4 days	86	1	1453393	457333	13809	3446
Greenpeace Italia	Greenpeace Italia	35346524498	Facebook	rd4	Last 4 days	36	1	1420066	549739	3155	495
Giorgos Patoulis	Georgios Patoulis	668804566601196	Facebook	rd4	Last 4 days	30	1	1363972	484600	7592	1050
Greenpeace Deutschland		22541752487	Facebook	rd4	Last 4 days	213	1	1325039	410735	13178	758
Lietuvos socialdemokratų partija - LSDP	Lietuvos socialdemokratų partija - LSDP	202360056491831	Facebook	rd4	Last 4 days	40	1	1313296	510000	4596	226
Andreas Schieder	SPÖ	290881691011354	Facebook	rd4	Last 4 days	56	1	1296680	560563	12573	2440
Partei der Humanisten	Partei der Humanisten	499613946840551	Facebook	rd4	Last 4 days	143	1	1294856	442000	15757	399
SPD	SPD	47930567748	Facebook	rd4	Last 4 days	88	1	1288581	386833	13981	1613
PSOE Aragón	PSOE Aragón	170970449608409	Facebook	rd4	Last 4 days	1695	1	1280221	71541	101956	0
