region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
andalusia	Andalusia	ES	Spain	9765	1288	54751382	19082148	387460	44194
aragon	Aragón	ES	Spain	10831	969	14998286	3354671	465737	4323
balearic_islands	Balearic Islands	ES	Spain	6700	1011	9103943	2721998	56817	4868
cantabria	Cantabria	ES	Spain	5859	839	1179585	297110	15922	520
castilla_y_leon	Castilla y Leon	ES	Spain	9172	1013	13992910	4244544	181052	9479
castilla_la_mancha	Castilla-La Mancha	ES	Spain	7840	987	6360779	1994650	65880	4107
cataluna	Cataluña	ES	Spain	9374	1391	58663935	22574209	373744	56725
comunidad_valenciana	Comunidad Valenciana	ES	Spain	9268	1235	41529640	15659191	241251	37755
comunidad_de_madrid	Comunidad de Madrid	ES	Spain	8675	1266	28949341	11168252	183268	27260
extremadura	Extremadura	ES	Spain	6051	882	5425689	1645663	55509	2392
galicia	Galicia	ES	Spain	7568	1017	14109242	4492013	133920	9240
islas_canarias	Islas Canarias	ES	Spain	7414	1115	16001576	5136574	96989	8221
la_rioja	La Rioja	ES	Spain	5606	872	2245972	604441	23065	842
navarra	Navarra	ES	Spain	6097	823	1535552	468194	17273	1600
pais_vasco	País Vasco	ES	Spain	5755	995	5255216	1679376	43663	3263
principality_of_asturias	Principality of Asturias	ES	Spain	6440	902	3883688	1276262	27975	2523
region_of_murcia	Region of Murcia	ES	Spain	6708	999	4067539	1182473	30093	1457
