country_code_filter	country_name_filter	gender_code	gender_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
EL	Greece	f	female	7450	1361	77664306	28740208	298623	29614
EL	Greece	m	male	7202	1342	134084079	48899023	505890	46678
EL	Greece	u	unknown	6508	1274	1191412	436718	4574	464
