region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
central_finland	Central Finland	FI	Finland	2400	478	671593	160032	11065	785
central_ostrobothnia	Central Ostrobothnia	FI	Finland	1864	376	96825	19772	1942	18
etela_savo	Etelä-Savo	FI	Finland	2011	408	284430	74675	4017	244
kainuu	Kainuu	FI	Finland	1640	336	48798	9837	1951	32
kymenlaakso	Kymenlaakso	FI	Finland	2116	434	251436	65355	3484	282
lapland_finland	Lapland (Finland)	FI	Finland	2253	471	621277	154770	9617	509
north_karelia	North Karelia	FI	Finland	2085	405	124858	33129	2581	102
northern_ostrobothnia	Northern Ostrobothnia	FI	Finland	2471	492	1439589	425163	17842	1515
ostrobothnia_region	Ostrobothnia (region)	FI	Finland	2486	500	1071132	266169	16058	598
pirkanmaa	Pirkanmaa	FI	Finland	2790	584	1617154	457917	24612	2410
pohjois_savo	Pohjois-Savo	FI	Finland	2194	443	332222	92718	5568	333
paijat_hame	Päijät-Häme	FI	Finland	2205	466	373300	87432	4497	369
satakunta	Satakunta	FI	Finland	2178	453	449430	113007	7542	474
south_karelia	South Karelia	FI	Finland	2019	398	226734	52289	2944	274
southern_ostrobothnia	Southern Ostrobothnia	FI	Finland	2030	425	221700	59989	6149	136
southwest_finland	Southwest Finland	FI	Finland	3383	669	1812208	518989	35031	2525
tavastia_proper	Tavastia Proper	FI	Finland	2179	460	209286	51927	3904	188
uusimaa	Uusimaa	FI	Finland	4227	867	12536947	3831247	167331	21629
aland_islands	Åland Islands	FI	Finland	1774	361	296116	72161	2249	145
