country_code_filter	country_name_filter	region_code	region_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SK	Slovakia	bratislava_region	Bratislava Region	5476	657	5539809	1739517	44591	4618
SK	Slovakia	presov	Presov	4539	552	3450268	1129278	20033	2184
SK	Slovakia	kosice_region	Košice Region	5299	578	3444655	1087114	23121	1587
SK	Slovakia	zilina_region	Žilina Region	4370	520	2453344	716520	17661	1488
SK	Slovakia	nitra_region	Nitra Region	5082	577	2171998	676462	25446	945
SK	Slovakia	banska_bystrica_region	Banská Bystrica Region	5068	557	2034655	648959	15992	1082
SK	Slovakia	trnava_region	Trnava Region	5121	558	1809237	592106	19762	924
SK	Slovakia	trencin_region	Trenčín Region	4456	523	1287754	413903	9228	655
