gender_code	gender_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	SK	Slovakia	4555	236	29777676	9494749	351804	27162
m	male	SK	Slovakia	4456	234	30547914	9982559	334979	28511
u	unknown	SK	Slovakia	2530	230	195841	64785	1792	217
