week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w019	Week 19	2019-05-06	2019-05-12	SK	Slovakia	2503	179	31624752	10705607	236638	24792
w018	Week 18	2019-04-29	2019-05-05	SK	Slovakia	2681	200	25685262	8858116	174307	14770
w017	Week 17	2019-04-22	2019-04-28	SK	Slovakia	2114	178	12860703	4371675	86199	8602
w016	Week 16	2019-04-15	2019-04-21	SK	Slovakia	868	203	5486814	1792588	29932	3054
w015	Week 15	2019-04-08	2019-04-14	SK	Slovakia	888	272	4398300	1468192	21100	1845
w014	Week 14	2019-04-01	2019-04-07	SK	Slovakia	738	271	3880314	1168049	20660	1860
w013	Week 13	2019-03-25	2019-03-31	SK	Slovakia	489	195	2724496	949632	17340	1939
w012	Week 12	2019-03-18	2019-03-24	SK	Slovakia	448	173	3791194	1443887	18061	1893
w011	Week 11	2019-03-11	2019-03-17	SK	Slovakia	279	112	2063990	781978	9479	1012
w010	Week 10	2019-03-04	2019-03-10	SK	Slovakia	296	91	1883719	724299	9660	1020
w009	Week 9	2019-02-25	2019-03-03	SK	Slovakia	171	58	917049	265862	5460	258
w008	Week 8	2019-02-18	2019-02-24	SK	Slovakia	116	49	516251	183666	2129	171
w007	Week 7	2019-02-11	2019-02-17	SK	Slovakia	94	37	397589	143303	1808	126
w006	Week 6	2019-02-04	2019-02-10	SK	Slovakia	83	33	519483	179848	1972	166
w005	Week 5	2019-01-28	2019-02-03	SK	Slovakia	88	31	511959	149654	1658	116
w004	Week 4	2019-01-21	2019-01-27	SK	Slovakia	55	22	198511	69150	851	90
w003	Week 3	2019-01-14	2019-01-20	SK	Slovakia	67	23	217328	97469	1475	144
w002	Week 2	2019-01-07	2019-01-13	SK	Slovakia	54	26	315610	142656	1222	75
w001	Week 1	2019-01-01	2019-01-06	SK	Slovakia	29	15	156860	53265	275	29
