country_code_filter	country_name_filter	spend_code	spend_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
EE	Estonia	0_50	0 - 50	1588	465	7240635	1746072	46716	5
EE	Estonia	50_100	50 - 100	1800	455	421893	171447	1108	182
EE	Estonia	100_1k	100 - 1k	738	203	8851730	3903217	37710	9789
EE	Estonia	1k_5k	1k - 5k	81	28	860938	372546	11245	2293
EE	Estonia	5k_10k	5k - 10k	7	5	4494	2210	137	33
EE	Estonia	10k_50k	10k - 50k	1	1	3706	1853	164	32
