spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_1k	0 - 1k	EE	Estonia	Sotsiaaldemokraatlik Erakond	Sotsiaaldemokraatlik Erakond	123310201026539	Facebook	30	1	2034966	764998	6269	1099
0_1k	0 - 1k	EE	Estonia	Inimõiguste Instituut / Estonian Institute of Human Rights		144333745668266	Facebook	8	1	1900918	869969	4091	1099
0_1k	0 - 1k	EE	Estonia	Igor Gräzin	Igor Gräzin	339367456669277	Facebook	29	1	1747970	687999	6070	799
0_1k	0 - 1k	EE	Estonia	Anti Poolamets - EKRE kandidaat Europarlamenti	Anti Poolamets	1532805486974348	Facebook	91	1	1399468	345928	9396	100
0_1k	0 - 1k	EE	Estonia	Isamaa erakond	Isamaa erakond	321163977576	Facebook	10	1	1360988	584999	5189	1599
0_1k	0 - 1k	EE	Estonia	European Parliament		178362315106	Facebook	20	1	977882	411776	6189	2001
0_1k	0 - 1k	EE	Estonia	Urmas Paet	Paet Urmas	223092011815453	Facebook	40	1	921960	201000	4359	99
0_1k	0 - 1k	EE	Estonia	Taavi Rõivas	Roivas Taavi	1033457073332454	Facebook	28	1	827965	314998	4771	499
0_1k	0 - 1k	EE	Estonia	Veriff		959442754113350	Facebook	3	1	799997	350000	1332	267
0_1k	0 - 1k	EE	Estonia	Raimond Kaljulaid	Raimond Kaljulaid	1084372461606422	Facebook	41	1	595680	150947	6852	700
0_1k	0 - 1k	EE	Estonia	Toitumisnõustaja Erik Orgu		592673214085550	Facebook	7	1	351993	130000	1493	200
0_1k	0 - 1k	EE	Estonia	Jaak Madison	Madison Jaak	536519246456733	Facebook	11	1	330988	71999	1888	199
0_1k	0 - 1k	EE	Estonia	Kialo		729627343834501	Facebook	353	1	294969	108014	1755	431
0_1k	0 - 1k	EE	Estonia	Triin Saag	Saag Triin	2012394932389774	Facebook	32	1	249967	71999	3167	0
0_1k	0 - 1k	EE	Estonia	Раймонд Кальюлайд	Raimond Kaljulaid	1535510530084119	Facebook	38	1	221506	46917	4549	199
0_1k	0 - 1k	EE	Estonia	European Greens	European Greens	141366725876424	Facebook	8	1	206888	72876	727	110
0_1k	0 - 1k	EE	Estonia	Keskerakond	Keskerakond	161252453921396	Facebook	10	1	199990	49000	990	0
0_1k	0 - 1k	EE	Estonia	Yoko Alender		709212302463805	Facebook	34	1	155966	47000	3366	0
0_1k	0 - 1k	EE	Estonia	Marina Kaljurand	Marina Kaljurand	651496914998204	Facebook	9	1	139972	30996	890	0
0_1k	0 - 1k	EE	Estonia	Riho Terras		2217643278496367	Facebook	3	1	109997	25000	697	100
0_1k	0 - 1k	EE	Estonia	Социал-демократическая партия	Sotsiaaldemokraatlik Erakond	383403508369488	Facebook	3	1	109997	25000	697	100
0_1k	0 - 1k	EE	Estonia	Rimi Eesti		217485440760	Facebook	1	1	99999	50000	498	99
0_1k	0 - 1k	EE	Estonia	Ablo		299078570887332	Facebook	8	1	72991	13999	791	0
0_1k	0 - 1k	EE	Estonia	Eiki Nestor	Sotsiaaldemokraatlik Erakond	1472281069715651	Facebook	7	1	67992	12999	692	0
0_1k	0 - 1k	EE	Estonia	EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	23	1	64491	20928	902	2
