country_code_filter	country_name_filter	week_code	week_label	first_day	last_day	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
IE	Ireland	w020	Week 20	2019-05-13	2019-05-13	342	114	940591	304922	5718	598
IE	Ireland	w019	Week 19	2019-05-06	2019-05-12	740	165	10157425	3423039	62165	9040
IE	Ireland	w018	Week 18	2019-04-29	2019-05-05	784	203	9418048	3456833	63316	9302
IE	Ireland	w017	Week 17	2019-04-22	2019-04-28	740	208	6296014	2432159	32112	4254
IE	Ireland	w016	Week 16	2019-04-15	2019-04-21	712	228	4369490	1775670	23547	3562
IE	Ireland	w015	Week 15	2019-04-08	2019-04-14	900	342	3025512	1183372	19728	2990
IE	Ireland	w014	Week 14	2019-04-01	2019-04-07	725	312	2234108	866265	19888	3115
IE	Ireland	w013	Week 13	2019-03-25	2019-03-31	634	276	2567360	829234	16667	1862
IE	Ireland	w012	Week 12	2019-03-18	2019-03-24	657	243	2424473	809371	19987	2022
IE	Ireland	w011	Week 11	2019-03-11	2019-03-17	316	157	1289156	489842	9816	1520
IE	Ireland	w010	Week 10	2019-03-04	2019-03-10	305	137	1119422	431181	6861	961
IE	Ireland	w009	Week 9	2019-02-25	2019-03-03	179	92	359412	85008	2646	124
IE	Ireland	w008	Week 8	2019-02-18	2019-02-24	144	65	197178	60054	1522	95
IE	Ireland	w007	Week 7	2019-02-11	2019-02-17	110	59	160147	45814	1934	201
IE	Ireland	w006	Week 6	2019-02-04	2019-02-10	102	54	211494	82322	2380	181
IE	Ireland	w005	Week 5	2019-01-28	2019-02-03	119	48	105026	28174	1063	36
IE	Ireland	w004	Week 4	2019-01-21	2019-01-27	90	37	36855	8752	733	20
IE	Ireland	w003	Week 3	2019-01-14	2019-01-20	103	42	141008	39143	1006	49
IE	Ireland	w002	Week 2	2019-01-07	2019-01-13	65	35	85509	23444	514	19
IE	Ireland	w001	Week 1	2019-01-01	2019-01-06	51	24	41446	17978	355	40
