country_code_filter	country_name_filter	audience_code	audience_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SI	Slovenia	m18_24	male (18-24)	2237	556	3151126	1183646	15862	2136
SI	Slovenia	m25_34	male (25-34)	2476	621	3053481	1107937	16143	2052
SI	Slovenia	f18_24	female (18-24)	2345	568	2726252	1058152	12867	1920
SI	Slovenia	m35_44	male (35-44)	2394	606	2350810	812583	12129	1445
SI	Slovenia	f25_34	female (25-34)	2620	631	2165258	846452	11240	1640
SI	Slovenia	f35_44	female (35-44)	2521	614	1684791	640804	8762	1251
SI	Slovenia	m45_54	male (45-54)	2287	581	1585335	518736	8404	796
SI	Slovenia	f45_54	female (45-54)	2424	588	1175001	421940	6261	711
SI	Slovenia	m55_64	male (55-64)	1811	543	960990	286931	5686	249
SI	Slovenia	f55_64	female (55-64)	1899	550	943385	303040	6091	298
SI	Slovenia	f65_	female (65+)	1687	488	577290	186744	4203	182
SI	Slovenia	m65_	male (65+)	1636	487	555818	171235	3699	153
SI	Slovenia	f13_17	female (13-17)	297	114	138754	51513	469	8
SI	Slovenia	m13_17	male (13-17)	287	109	86616	32683	320	9
SI	Slovenia	u35_44	unknown (35-44)	2169	545	64658	23588	340	44
SI	Slovenia	u25_34	unknown (25-34)	2202	547	60028	22247	318	40
SI	Slovenia	u45_54	unknown (45-54)	1919	492	18177	6270	105	11
SI	Slovenia	u18_24	unknown (18-24)	1692	440	13593	5165	67	10
SI	Slovenia	u65_	unknown (65+)	1238	409	6074	1922	36	1
SI	Slovenia	u55_64	unknown (55-64)	1322	434	5271	1598	35	1
SI	Slovenia	u13_17	unknown (13-17)	193	89	464	176	1	0
