country_code_filter	country_name_filter	region_code	region_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
EL	Greece	attica_region	Attica (region)	5990	1138	52292221	18862728	227429	20726
EL	Greece	central_macedonia	Central Macedonia	4990	973	13648155	4610480	63263	3307
EL	Greece	eastern_macedonia_and_thrace	Eastern Macedonia and Thrace	4012	783	4709283	1507383	20322	679
EL	Greece	southern_aegean	Southern Aegean	3997	799	4392203	1303250	13327	636
EL	Greece	crete	Crete	4147	815	4357099	1475876	15628	593
EL	Greece	western_greece	Western Greece	4201	811	3679637	1086046	22538	418
EL	Greece	thessaly	Thessaly	4192	827	2753626	934968	14202	438
EL	Greece	epirus_region	Epirus (region)	3936	777	2563710	666536	12177	375
EL	Greece	peloponnese_region	Peloponnese (region)	4040	790	2421795	638034	14901	200
EL	Greece	central_greece_region	Central Greece (region)	4335	825	1083529	322714	7929	194
EL	Greece	western_macedonia	Western Macedonia	3609	701	564574	189611	3235	161
EL	Greece	northern_aegean	Northern Aegean	3660	724	368807	113751	2461	47
EL	Greece	ionian_islands_region	Ionian Islands (region)	3796	768	261340	69375	962	23
