platform_code_filter	platform_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
g	Google	Teknologia ja tulevaisuus ry		AR340766690994290688	Google	14	1	320000	20000	700	0
g	Google	Yhteinen hyvä ry		AR296997332115783680	Google	28	1	280000	0	1400	0
g	Google	Future Innovation SRL		AR474748779908562944	Google	4	1	220000	20000	200	0
g	Google	MPhilms		AR260140327963197440	Google	3	1	210000	20000	150	0
g	Google	Vapaus ry		AR124593908880506880	Google	20	1	200000	0	1000	0
g	Google	Párbeszéd Magyarországért		AR567356246269624320	Google	10	1	190000	10000	500	0
g	Google	European People’s Party		AR308399267695820800	Google	18	1	180000	0	900	0
g	Google	Saku Petteri Räty		AR196651502918434816	Google	17	1	170000	0	850	0
g	Google	KW Prawo i Sprawiedliwość		AR32708546780987392	Google	16	1	160000	0	800	0
g	Google	Partido Socialista Obrero Español de Castilla y León		AR476313110076981248	Google	7	1	160000	10000	350	0
g	Google	Perussuomalaiset r.p., Sannfinländarna r.p.		AR535217521389731840	Google	15	1	150000	0	750	0
g	Google	Avante Comunicación SL		AR486291452976955392	Google	14	1	140000	0	700	0
g	Google	Tampereen Vihreät ry		AR4096230569279488	Google	13	1	130000	0	650	0
g	Google	Coalición electoral Barcelona és Capital - Primàries		AR338953321442181120	Google	3	1	120000	10000	150	0
g	Google	Alternative für Deutschland		AR380456861733748736	Google	3	1	120000	10000	150	0
g	Google	Suomen Keskusta r.p.		AR441112520191639552	Google	12	1	120000	0	600	0
g	Google	AfD-Kreisverband Braunschweig		AR201649882778304512	Google	11	1	110000	0	550	0
g	Google	NEA DEMOKRATIA		AR351183464155840512	Google	2	1	110000	10000	100	0
g	Google	Let's do it media SRL		AR494327508586463232	Google	2	1	110000	10000	100	0
g	Google	Janika Takatalo		AR113027046556303360	Google	10	1	100000	0	500	0
g	Google	Antikorupcija-platforma za borbu protiv korupcije		AR441827202749693952	Google	1	1	100000	10000	50	0
g	Google	Kresťanská únia		AR358916054556082176	Google	9	1	90000	0	450	0
g	Google	SPD Berlin		AR257142234632159232	Google	8	1	80000	0	400	0
g	Google	Maailman Paras Pääkaupunki ry		AR221113437613195264	Google	7	1	70000	0	350	0
g	Google	Österreichischer Wirtschaftsbund (ÖWB)		AR248881328894771200	Google	7	1	70000	0	350	0
g	Google	Socialdemokratiet		AR237678679797268480	Google	6	1	60000	0	300	0
g	Google	Studio Montrucchio Capello snc		AR159631771044937728	Google	5	1	50000	0	250	0
g	Google	Partito Democratico		AR254356072167374848	Google	5	1	50000	0	250	0
g	Google	Fondation Populaire		AR320938922932699136	Google	5	1	50000	0	250	0
g	Google	Nacionālā apvienība "Visu Latvijai!" - "Tēvzemei un Brīvībai/LNNK"		AR420861715031261184	Google	5	1	50000	0	250	0
g	Google	Petteri Rädyn tukiyhdistys ry		AR427131130332839936	Google	5	1	50000	0	250	0
g	Google	SPÖ-Landesorganisation Burgenland		AR345765070854160384	Google	4	1	40000	0	200	0
g	Google	Venstre Egedalkreds		AR439052860034908160	Google	4	1	40000	0	200	0
g	Google	SPD		AR456734381399080960	Google	4	1	40000	0	200	0
g	Google	Morten Dahlin		AR273707476816232448	Google	3	1	30000	0	150	0
g	Google	DOPRAVA		AR56197688563073024	Google	3	1	30000	0	150	0
g	Google	Partido Animalista PACMA		AR145115193901318144	Google	2	1	20000	0	100	0
g	Google	ADDO DIGITAL IKE		AR15516582969081856	Google	2	1	20000	0	100	0
g	Google	Dansk Folkeparti - Århus Lokalforening		AR167070242084749312	Google	2	1	20000	0	100	0
g	Google	Euroopassa Suomen Tähden ry		AR176823734856843264	Google	2	1	20000	0	100	0
g	Google	Jukka Kopra		AR232680299937398784	Google	2	1	20000	0	100	0
g	Google	COALICIO COMPROMIS:BLOC-INICIATIVA-VERDS		AR564955737508282368	Google	2	1	20000	0	100	0
g	Google	Ioannis Vardakastanis		AR122780539328397312	Google	1	1	10000	0	50	0
g	Google	Uusmaalaisten puolesta ry		AR139371345157816320	Google	1	1	10000	0	50	0
g	Google	GroenLinks		AR148211418645135360	Google	1	1	10000	0	50	0
g	Google	Partidul Uniunea Salvati Romania		AR150822483883196416	Google	1	1	10000	0	50	0
g	Google	Tėvynės Sąjunga – Lietuvos krikščionys demokratai		AR186518403756851200	Google	1	1	10000	0	50	0
g	Google	Alternativet		AR198061076825243648	Google	1	1	10000	0	50	0
g	Google	Volt Nederland		AR24721694316822528	Google	1	1	10000	0	50	0
g	Google	Hämeen Uusi Suunta ry		AR330633591832707072	Google	1	1	10000	0	50	0
g	Google	Kristdemokraterna		AR332197922001125376	Google	1	1	10000	0	50	0
g	Google	OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO)		AR392996516970627072	Google	1	1	10000	0	50	0
g	Google	Pirkanmaan Kokoomus ry		AR571246318408695808	Google	1	1	10000	0	50	0
