impression_code_filter	impression_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
1k_5k	1k - 5k	Ciudadanos	Ciudadanos	74078667754	Facebook	2088	1	10437912	2088000	206712	0
1k_5k	1k - 5k	Britain's Future	Britain's Future	1625300137516491	Facebook	1684	1	8418316	1684000	208196	3818
1k_5k	1k - 5k	COALICION CANARIA		AR489541609348661248	Google	4654	1	8132516	0	40662	0
1k_5k	1k - 5k	SPD	SPD	47930567748	Facebook	1625	1	8123375	1625000	161275	100
1k_5k	1k - 5k	Partido Popular	Partido Popular	72249031214	Facebook	1267	1	6333733	1267000	125433	0
1k_5k	1k - 5k	CDU	CDU	78502295414	Facebook	1240	1	6198760	1240000	123560	200
1k_5k	1k - 5k	People's Vote UK	People's Vote	748608695327755	Facebook	1154	1	5768846	1154000	145164	3240
1k_5k	1k - 5k	Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N  ZIELONI		AR489880258930016256	Google	1897	1	3314865	0	16574	0
1k_5k	1k - 5k	Friends of the Earth	Friends of the Earth	110861655604080	Facebook	638	1	3189362	638000	74016	231
1k_5k	1k - 5k	Liberal Democrats	the Liberal Democrats	5883973269	Facebook	593	1	2964407	593000	67935	0
1k_5k	1k - 5k	ČSSD	ČSSD	111041662264882	Facebook	530	1	2649470	530000	12139	3124
1k_5k	1k - 5k	mmb media agentur d.o.o.		AR524572049809604608	Google	1379	1	2409699	0	12048	0
1k_5k	1k - 5k	Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	449	1	2244551	449000	44851	100
1k_5k	1k - 5k	European Parliament		178362315106	Facebook	399	1	1994601	399000	39501	0
1k_5k	1k - 5k	Conservatives	The Conservative Party	8807334278	Facebook	375	1	1874625	375000	47589	1157
1k_5k	1k - 5k	FDP	FDP	21289227249	Facebook	354	1	1769646	354000	35046	0
1k_5k	1k - 5k	Médecins du Monde France		265420476920	Facebook	308	1	1539692	308000	30481	0
1k_5k	1k - 5k	Roberta Metsola		406824526101449	Facebook	289	1	1444711	289000	28611	0
1k_5k	1k - 5k	HLAS		AR312619193323225088	Google	790	1	1380465	0	6902	0
1k_5k	1k - 5k	Magyar Közösség Pártja	Magyar Közösség Pártja	259594940734093	Facebook	244	1	1219756	244000	24156	0
1k_5k	1k - 5k	Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	696	1	1216207	0	6081	0
1k_5k	1k - 5k	PSOE Aragón	PSOE Aragón	170970449608409	Facebook	236	1	1179764	236000	23364	0
1k_5k	1k - 5k	Best For Britain	Best for Britain	1863944713844924	Facebook	227	1	1134773	227000	26468	115
1k_5k	1k - 5k	Initiative Neue Soziale Marktwirtschaft (INSM)	Initiative Neue Soziale Marktwirtschaft (INSM)	121678260974	Facebook	205	1	1024795	205000	20295	0
1k_5k	1k - 5k	Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	189	1	944811	189000	22115	115
1k_5k	1k - 5k	Greenpeace Österreich	Greenpeace Österreich	32984679070	Facebook	186	1	929814	186000	18414	0
1k_5k	1k - 5k	Katarina Barley	SPD	1522202731410785	Facebook	173	1	864827	173000	17127	0
1k_5k	1k - 5k	Liberal Alliance	Liberal Alliance	106952222676974	Facebook	172	1	859828	172000	6216	1057
1k_5k	1k - 5k	SPÖ	SPÖ	77393060080	Facebook	165	1	824835	165000	16335	0
1k_5k	1k - 5k	Primavera Sound	Influence Digital Ltd	156656398155	Facebook	161	1	804839	161000	18444	0
1k_5k	1k - 5k	Andy Street	The Conservative Party	625464517632792	Facebook	153	1	764847	153000	17527	0
1k_5k	1k - 5k	Greenpeace Deutschland		22541752487	Facebook	137	1	684863	137000	13563	0
1k_5k	1k - 5k	CDU Christlich Demokratische Union		AR68737343799951360	Google	381	1	665768	0	3328	0
1k_5k	1k - 5k	Right To Vote	Right to Vote	408236463256774	Facebook	129	1	644871	129000	14778	0
1k_5k	1k - 5k	Rädda Barnen		72659261793	Facebook	129	1	644871	129000	5183	1203
1k_5k	1k - 5k	The Labour Party	The Labour Party	25749647410	Facebook	121	1	604879	121000	13861	0
1k_5k	1k - 5k	Gazeta Wyborcza		63563473556	Facebook	120	1	599880	120000	2763	0
1k_5k	1k - 5k	BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	117	1	584883	117000	11583	0
1k_5k	1k - 5k	Jorge Azcón	Partido Popular Ayuntamiento de Zaragoza	1005758609559650	Facebook	117	1	584883	117000	11583	0
1k_5k	1k - 5k	Michal Šimečka • Progresívne Slovensko		194278021265803	Facebook	114	1	569886	114000	11286	0
1k_5k	1k - 5k	Greenpeace Sverige	Greenpeace Sverige	95735961890	Facebook	114	1	569886	114000	3925	796
1k_5k	1k - 5k	Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	112	1	559888	112000	6318	1245
1k_5k	1k - 5k	Platforma Obywatelska	KKW Koalicja Europejska PO PSL SLD .N Zieloni	102931488739	Facebook	112	1	559888	112000	2579	0
1k_5k	1k - 5k	38 Degrees	38 Degrees	200006375787	Facebook	109	1	544891	109000	12487	0
1k_5k	1k - 5k	Open Vld		AR369049153717665792	Google	311	1	543449	0	2717	0
1k_5k	1k - 5k	Verband der Chemischen Industrie e.V.	Chemie Wirtschaftsförderungs GmbH	921326477983554	Facebook	105	1	524895	105000	10395	0
1k_5k	1k - 5k	Ida Schauman	Schauman Ida Emilia Axelsdotter	1449434138617787	Facebook	103	1	514897	103000	10197	0
1k_5k	1k - 5k	Pledge for the Future	Pledge for the Future	266157764008126	Facebook	102	1	509898	102000	11685	0
1k_5k	1k - 5k	FDP Bremen	FDP Bremen	152934608113175	Facebook	99	1	494901	99000	9801	0
1k_5k	1k - 5k	Property & Business Info		562032903912680	Facebook	99	1	494901	99000	11804	115
1k_5k	1k - 5k	Volt Deutschland	Volt Deutschland	134209407129787	Facebook	97	1	484903	97000	9603	0
1k_5k	1k - 5k	Plan International Sverige		382243262003	Facebook	97	1	484903	97000	3704	703
1k_5k	1k - 5k	Loving Europe 2	Terence Brotheridge	999682533550783	Facebook	96	1	479904	96000	10997	0
1k_5k	1k - 5k	McCabe 4 Mayor	John Mccabe	564061654107377	Facebook	95	1	474905	95000	10883	0
1k_5k	1k - 5k	Global Justice Now	Global Justice Now	6707857033	Facebook	94	1	469906	94000	10768	0
1k_5k	1k - 5k	Esquerra Republicana de Catalunya	Esquerra Republicana de Catalunya	150234575797	Facebook	93	1	464907	93000	9207	0
1k_5k	1k - 5k	DIE GRÜNEN – DIE GRÜNE ALTERNATIVE		AR330966468978016256	Google	265	1	463067	0	2315	0
1k_5k	1k - 5k	Grüner Fisher Investments	Grüner Fisher Investments	138832469593845	Facebook	86	1	429914	86000	20114	2900
1k_5k	1k - 5k	DIE LINKE	DIE LINKE	47694585682	Facebook	85	1	424915	85000	8415	0
1k_5k	1k - 5k	Mediabrands Digital OÜ		AR530356305605427200	Google	242	1	422876	0	2114	0
1k_5k	1k - 5k	CENTERPARTIETS RIKSORGANISATION		AR484881879070146560	Google	240	1	419382	0	2096	0
1k_5k	1k - 5k	Det Konservative Folkeparti		AR40969452518375424	Google	236	1	412392	0	2061	0
1k_5k	1k - 5k	Morten Dahlin	Morten Dahlin	577345799101307	Facebook	82	1	409918	82000	1986	187
1k_5k	1k - 5k	Francis Zammit Dimech	Francis Zammit Dimech	117406495021568	Facebook	79	1	394921	79000	7821	0
1k_5k	1k - 5k	Claudia Gamon	NEOS	447992848717452	Facebook	77	1	384923	77000	7623	0
1k_5k	1k - 5k	Gelijke kansen - Egalité des chances		1757055917947545	Facebook	77	1	384923	77000	7623	0
1k_5k	1k - 5k	Centerpartiet	Centerpartiet	12690894340	Facebook	76	1	379924	76000	3993	1129
1k_5k	1k - 5k	Open Vld	Open Vld	53668151866	Facebook	75	1	374925	75000	7425	0
1k_5k	1k - 5k	Barcelona en Comú	Barcelona en Comú	247118052078814	Facebook	75	1	374925	75000	7425	0
1k_5k	1k - 5k	EVOLVEDREAMSOFT SRL		AR495298652231696384	Google	214	1	373948	0	1869	0
1k_5k	1k - 5k	Brecht Warnez	Warnez Brecht Luc T	998887823550443	Facebook	74	1	369926	74000	7326	0
1k_5k	1k - 5k	Michael Briguglio	Michael Briguglio	1040577706078198	Facebook	74	1	369926	74000	7326	0
1k_5k	1k - 5k	Δημήτρης Καιρίδης-Dimitris Kairidis	Dimitrios Kairidis	165710610795923	Facebook	73	1	364927	73000	7227	0
1k_5k	1k - 5k	Partei der Humanisten	Partei der Humanisten	499613946840551	Facebook	73	1	364927	73000	7227	0
1k_5k	1k - 5k	Danke, Freihandel.	VDMA	226651401514704	Facebook	71	1	354929	71000	7029	0
1k_5k	1k - 5k	Valdis Dombrovskis	Valdis Dombrovskis	984665731564266	Facebook	71	1	354929	71000	7029	0
1k_5k	1k - 5k	Vladimír Bilčík SPOLU - občianska demokracia	SPOLU - občianska demokracia	1501859650125625	Facebook	70	1	349930	70000	6930	0
1k_5k	1k - 5k	WeWorld Onlus		299584710061488	Facebook	69	1	344931	69000	6831	0
1k_5k	1k - 5k	Renew	Renew  Party	1923371311278106	Facebook	68	1	339932	68000	8253	115
1k_5k	1k - 5k	SPOLU - občianska demokracia	SPOLU - občianska demokracia	1057020590987528	Facebook	67	1	334933	67000	6633	0
1k_5k	1k - 5k	Fundación Anesvad	Jose Manuel Bran Garcia	131231529742	Facebook	67	1	334933	67000	6633	0
1k_5k	1k - 5k	Dungeon Defenders		107960282569653	Facebook	67	1	334933	67000	5904	0
1k_5k	1k - 5k	Flamesite s.r.o.		AR522320249995919360	Google	191	1	333758	0	1668	0
1k_5k	1k - 5k	Lukas Mandl	Verein VSM - Vorzugsstimmen für Mandl	436914289678818	Facebook	66	1	329934	66000	6534	0
1k_5k	1k - 5k	Karoline Edtstadler	Salzburger Volkspartei	1580540041983231	Facebook	64	1	319936	64000	6336	0
1k_5k	1k - 5k	Gestion et Action Libérale		AR201311233196949504	Google	182	1	318031	0	1590	0
1k_5k	1k - 5k	East Midlands Labour	East Midlands Labour Party	1104066886293096	Facebook	63	1	314937	63000	7217	0
1k_5k	1k - 5k	Marc Lejeune - 3ème au CDH à la Région	Marc Jean-Marie P Lejeune	1115141181990895	Facebook	62	1	309938	62000	6138	0
1k_5k	1k - 5k	NÁRODNÁ KOALÍCIA	NÁRODNÁ KOALÍCIA	145677979100505	Facebook	62	1	309938	62000	6138	0
1k_5k	1k - 5k	PSOE	PSOE	189318235003	Facebook	58	1	289942	58000	5742	0
1k_5k	1k - 5k	Sosialidemokraatit SDP		108945982480217	Facebook	58	1	289942	58000	5742	0
1k_5k	1k - 5k	Socialni demokrati (SD)	Socialni demokrati (SD)	12676777580	Facebook	57	1	284943	57000	5643	0
1k_5k	1k - 5k	Emma Wiesner		653072158104424	Facebook	56	1	279944	56000	3050	889
1k_5k	1k - 5k	Kathrine Olldag	Olldag Kathrine	810476755802044	Facebook	56	1	279944	56000	3313	642
1k_5k	1k - 5k	HLAS	První prezidentská	320144481956623	Facebook	56	1	279944	56000	969	209
1k_5k	1k - 5k	Bündnis 90/Die Grünen Baden-Württemberg		AR17917091730423808	Google	160	1	279588	0	1397	0
1k_5k	1k - 5k	Bartosz Arłukowicz	KKW Koalicja Europejska PO PSL SLD .N Zieloni	152299864806918	Facebook	55	1	274945	55000	1266	0
1k_5k	1k - 5k	I Love EU	Terence Brotheridge	396013737832767	Facebook	55	1	274945	55000	6300	0
1k_5k	1k - 5k	Sloboda a Solidarita		AR242125929453715456	Google	156	1	272598	0	1362	0
1k_5k	1k - 5k	Αντωνιάδου Αθηνά	Αθηνα Αντωνιαδου	2058682324431724	Facebook	54	1	269946	54000	5346	0
1k_5k	1k - 5k	Πέτρος Κόκκαλης - Petros Kokkalis	Πέτρος Κόκκαλης - Petros Kokkalis	234040963454964	Facebook	53	1	264947	53000	5247	0
1k_5k	1k - 5k	Roman Kriz	Kriz Roman	382745889213194	Facebook	53	1	264947	53000	992	229
1k_5k	1k - 5k	Patryk Jaki		199877710116314	Facebook	53	1	264947	53000	1313	23
1k_5k	1k - 5k	RefugiadosSOS		550220551831041	Facebook	53	1	264947	53000	5247	0
1k_5k	1k - 5k	Simon Clarke MP	Simon Clarke	228249960960213	Facebook	52	1	259948	52000	5957	0
1k_5k	1k - 5k	Subventions énergétiques 2019	Primes Energetiques	1815507421886752	Facebook	51	1	254949	51000	5049	0
1k_5k	1k - 5k	Eurovoľby	Richard Sulik	2376963545647566	Facebook	51	1	254949	51000	5049	0
1k_5k	1k - 5k	Our West Lancashire	Our West Lancashire	1517535045204083	Facebook	51	1	254949	51000	5842	0
1k_5k	1k - 5k	TOP 09		AR268709096956362752	Google	145	1	253376	0	1266	0
1k_5k	1k - 5k	Eddie Hughes MP	Eddie Hughes & Walsall Conservatives	1544601488897440	Facebook	50	1	249950	50000	5728	0
1k_5k	1k - 5k	Ipswich Labour	The Labour Party. Promoted by John Cook on behalf of Ipswich Labour Party	342002108699	Facebook	50	1	249950	50000	5728	0
1k_5k	1k - 5k	Δημιουργία Ξανά	Δημιουργία Ξανά	226397774096827	Facebook	49	1	244951	49000	4851	0
1k_5k	1k - 5k	Kathleen Van Brempt	Kathleen Van Brempt	206193139504506	Facebook	49	1	244951	49000	4851	0
1k_5k	1k - 5k	FDP Fraktion Bundestag	Fraktion der Freien Demokraten	341486659645594	Facebook	49	1	244951	49000	4851	0
1k_5k	1k - 5k	Mundo Sin Fronteras		764047283950662	Facebook	49	1	244951	49000	4851	0
1k_5k	1k - 5k	Zora Jaurová • Progresívne Slovensko		267456060571592	Facebook	48	1	239952	48000	4752	0
1k_5k	1k - 5k	Frank Psaila		458318884361628	Facebook	48	1	239952	48000	4414	0
1k_5k	1k - 5k	Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	48	1	239952	48000	792	151
1k_5k	1k - 5k	Tom Watson	The Labour Party. Promoted by Tom Watson on behalf of Tom Watson	470873686267967	Facebook	48	1	239952	48000	5498	0
1k_5k	1k - 5k	Liberalai	Liberalai	81004804444	Facebook	48	1	239952	48000	4741	0
1k_5k	1k - 5k	SP	SP	128393027527	Facebook	48	1	239952	48000	4752	0
1k_5k	1k - 5k	Lietuvos Respublikos liberalų sąjūdis		AR132631338879549440	Google	136	1	237649	0	1188	0
1k_5k	1k - 5k	Groen	Groen	84920854319	Facebook	47	1	234953	47000	4653	0
1k_5k	1k - 5k	Evropski parlament Slovenija	Evropski parlament Slovenija	183314631692914	Facebook	47	1	234953	47000	4653	0
1k_5k	1k - 5k	NT Live	NT Live	107334993856	Facebook	47	1	234953	47000	5384	0
1k_5k	1k - 5k	Niels Fuglsang		264009771074617	Facebook	46	1	229954	46000	1145	133
1k_5k	1k - 5k	Slough Conservatives	Slough Conservative Association	1562008267209505	Facebook	46	1	229954	46000	5269	0
1k_5k	1k - 5k	Miroslav Žiak		396331590493376	Facebook	45	1	224955	45000	4455	0
1k_5k	1k - 5k	sp.a	sp.a	57253967150	Facebook	45	1	224955	45000	4455	0
1k_5k	1k - 5k	Wirtschaftsbund Österreich	Wirtschaftsbund Österreich	385183128166442	Facebook	45	1	224955	45000	4455	0
1k_5k	1k - 5k	Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	44	1	219956	44000	4356	0
1k_5k	1k - 5k	Othmar Karas	Volkspartei	395638503864459	Facebook	43	1	214957	43000	4257	0
1k_5k	1k - 5k	Mikkel Näkkäläjärvi		617733068345315	Facebook	43	1	214957	43000	4257	0
1k_5k	1k - 5k	Oxfam Italia		150200761667597	Facebook	43	1	214957	43000	4257	0
1k_5k	1k - 5k	Moderaterna	Moderaterna	7719591155	Facebook	42	1	209958	42000	2542	870
1k_5k	1k - 5k	Mona Juul	Mona Juul	2079067062409423	Facebook	42	1	209958	42000	2605	548
1k_5k	1k - 5k	Europa-Parlamentet i Danmark	Europa-Parlamentet i Danmark	128700897207990	Facebook	42	1	209958	42000	1756	107
1k_5k	1k - 5k	Wirtschaftskammer		125946327466544	Facebook	42	1	209958	42000	4158	0
1k_5k	1k - 5k	Peter Mertens	PVDA	236485149843971	Facebook	42	1	209958	42000	4158	0
