region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
blagoevgrad_province	Blagoevgrad Province	BG	Bulgaria	1718	506	129079	37720	1002	14
burgas_province	Burgas Province	BG	Bulgaria	1830	523	253687	66413	831	21
haskovo_province	Haskovo Province	BG	Bulgaria	1570	451	32531	11121	198	6
kyustendil_province	Kyustendil Province	BG	Bulgaria	1393	389	8149	2859	48	1
lovech_province	Lovech Province	BG	Bulgaria	1352	384	12116	3649	119	1
montana_province	Montana Province	BG	Bulgaria	1369	375	11783	3558	122	1
pazardzhik_province	Pazardzhik Province	BG	Bulgaria	1552	438	74064	20186	256	8
pernik_province	Pernik Province	BG	Bulgaria	1445	406	14214	4851	46	5
pleven_province	Pleven Province	BG	Bulgaria	1599	468	38601	14402	127	9
plovdiv_province	Plovdiv Province	BG	Bulgaria	1991	551	432098	143906	1168	80
ruse_province	Ruse Province	BG	Bulgaria	1647	468	95478	30817	1001	9
sliven_province	Sliven Province	BG	Bulgaria	1452	422	18014	6687	86	4
smolyan_province	Smolyan Province	BG	Bulgaria	1379	386	5279	1992	13	1
sofia_city_province	Sofia City Province	BG	Bulgaria	2568	674	5460899	1766223	25403	2358
sofia_province	Sofia Province	BG	Bulgaria	1482	411	19239	7132	56	7
stara_zagora_province	Stara Zagora Province	BG	Bulgaria	1693	474	65654	24477	289	17
varna_province	Varna Province	BG	Bulgaria	1945	542	330344	96997	1235	44
veliko_tarnovo_province	Veliko Tarnovo Province	BG	Bulgaria	1645	467	52109	22000	265	7
vidin_province	Vidin Province	BG	Bulgaria	1307	365	3989	1455	14	0
vratsa_province	Vratsa Province	BG	Bulgaria	1402	406	38561	16159	326	3
yambol_province	Yambol Province	BG	Bulgaria	1366	384	74553	16458	426	2
