advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	100_1k	100 - 1k	LV	Latvia	18	1	1717707	807195	4531	1218
Eiropas Parlaments Latvijā	Eiropas Parlaments Latvijā	380325297593	Facebook	100_1k	100 - 1k	LV	Latvia	8	1	1099992	470000	4492	1199
European Greens		141366725876424	Facebook	100_1k	100 - 1k	LV	Latvia	14	1	913368	387262	2131	445
Roberts Zīle	Nacionālā apvienība "Visu Latvijai!" - "Tēvzemei un Brīvībai/LNNK"	508959865842254	Facebook	100_1k	100 - 1k	LV	Latvia	7	1	849993	410000	3493	700
Ijabs Ivars		345347539390006	Facebook	100_1k	100 - 1k	LV	Latvia	5	1	797465	398735	2488	498
Jaunā konservatīvā partija	Jaunā konservatīvā partija	595950207185585	Facebook	100_1k	100 - 1k	LV	Latvia	6	1	699981	319993	2993	599
Attīstībai / Par	partiju apvienība "Attīstībai/Par!"	634097313600056	Facebook	100_1k	100 - 1k	LV	Latvia	5	1	649982	309993	2494	499
Jaunā Vienotība	Partiju apvienība “Jaunā Vienotība”	164326166970895	Facebook	100_1k	100 - 1k	LV	Latvia	5	1	599988	269996	2494	499
Русский союз Латвии	Latvijas Krievu savienība	545693602214498	Facebook	100_1k	100 - 1k	LV	Latvia	3	1	349997	160000	1497	300
Mamikins.lv	Andrejs Mamikins	587293021433280	Facebook	100_1k	100 - 1k	LV	Latvia	3	1	349996	159999	1496	299
PROGRESĪVIE		184096511636333	Facebook	100_1k	100 - 1k	LV	Latvia	3	1	349525	159765	1246	249
Andis Kudors	Jaunā konservatīvā partija	378991322688846	Facebook	100_1k	100 - 1k	LV	Latvia	5	1	299995	89999	2495	499
Kialo		729627343834501	Facebook	100_1k	100 - 1k	LV	Latvia	256	1	250073	106027	1535	424
Ansis Pūpols	Ansis Pūpols	534110743707105	Facebook	100_1k	100 - 1k	LV	Latvia	2	1	199998	99999	998	200
Inese Ikstena Eiropas Parlamenta deputāta kandidāte		2214339072152669	Facebook	100_1k	100 - 1k	LV	Latvia	3	1	199985	69994	1496	299
Dmitrijs Golubevs	Dmitrijs Golubevs	603479506715383	Facebook	100_1k	100 - 1k	LV	Latvia	2	1	149998	59999	998	200
Jānis Grasbergs	Jānis Grasbergs	329580341010027	Facebook	100_1k	100 - 1k	LV	Latvia	1	1	99999	50000	498	100
VoteWatch Europe		355087424564148	Facebook	100_1k	100 - 1k	LV	Latvia	6	1	59128	25490	136	47
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	100_1k	100 - 1k	LV	Latvia	27	1	52488	24415	82	29
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	100_1k	100 - 1k	LV	Latvia	17	1	50424	20991	69	17
Gatis Eglītis	Jaunā konservatīvā partija	203733280310341	Facebook	100_1k	100 - 1k	LV	Latvia	1	1	49999	10000	499	100
Inese Vaidere	Vaidere Inese	779811265442970	Facebook	100_1k	100 - 1k	LV	Latvia	1	1	49999	10000	499	100
Finanšu ministrija	Latvijas Republikas Finanšu ministrija	524714174238878	Facebook	100_1k	100 - 1k	LV	Latvia	1	1	49998	10000	499	100
Aleksejs Loskutovs	Aleksejs Loskutovs	541229793055345	Facebook	100_1k	100 - 1k	LV	Latvia	1	1	49419	9884	493	98
Greens/EFA in the European Parliament		150527751674751	Facebook	100_1k	100 - 1k	LV	Latvia	10	1	43141	18807	49	14
