country_code_filter	country_name_filter	gender_code	gender_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
PL	Poland	f	female	8233	1744	89571925	32654814	256381	49331
PL	Poland	m	male	7854	1696	89727353	33031701	262766	51174
PL	Poland	u	unknown	6798	1564	536041	192685	1907	364
