gender_code	gender_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	EL	Greece	7499	1374	78782827	29201758	305864	30533
m	male	EL	Greece	7247	1355	135716713	49627396	517121	48134
u	unknown	EL	Greece	6548	1287	1204722	443183	4739	488
