day_code_filter	day_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d118	2019-04-28	CY	Cyprus	Κίνημα Σοσιαλδημοκρατών ΕΔΕΚ	EDEK	489124984493054	Facebook	3	1	54998	11000	198	0
d118	2019-04-28	CY	Cyprus	Prof. Dr. Niyazi Kızılyürek	Niyazi Kızılyürek	878208312216203	Facebook	4	1	42697	19206	140	23
d118	2019-04-28	CY	Cyprus	Λευτέρης Χριστοφόρου - Lefteris Christoforou		832972046731724	Facebook	5	1	37159	8331	148	0
d118	2019-04-28	CY	Cyprus	Costas Mavrides - Κώστας Μαυρίδης	Costas Mavrides - Κώστας Μαυρίδης	197874087030899	Facebook	1	1	16657	3331	32	0
d118	2019-04-28	CY	Cyprus	Τζώρτζια Κωνσταντίνου-Παναγιώτου / Georgia Constantinou-Panayiotou		270213387069072	Facebook	7	1	13357	2757	31	0
d118	2019-04-28	CY	Cyprus	Κόμμα Δικαιοσύνης - ΟΑΔ	Michael Minas	404386316397983	Facebook	2	1	5260	1052	10	0
d118	2019-04-28	CY	Cyprus	Cecilia Malmström		258966159416	Facebook	1	1	3171	1268	6	3
d118	2019-04-28	CY	Cyprus	VoteWatch Europe		355087424564148	Facebook	5	1	2841	1203	5	1
d118	2019-04-28	CY	Cyprus	AKEL Türkçe	ΑΚΕΛ - AKEL	811609932267686	Facebook	1	1	2630	526	5	0
d118	2019-04-28	CY	Cyprus	Παναγιώτης Σεντώνας - Panayiotis Sentonas		436419753766608	Facebook	3	1	2173	577	12	0
d118	2019-04-28	CY	Cyprus	Guardian Weekly		64525551258	Facebook	4	1	523	214	0	0
d118	2019-04-28	CY	Cyprus	Παρατηρητήριο  Ισότητας  Κύπρου		381640725588880	Facebook	1	1	454	90	9	0
d118	2019-04-28	CY	Cyprus	ETUC		129041250601685	Facebook	1	1	322	161	0	0
d118	2019-04-28	CY	Cyprus	Tuunes		992176580926495	Facebook	6	1	188	43	0	0
d118	2019-04-28	CY	Cyprus	Άρθρα Κείμενα Εκπομπές Μιχάλη Παρασκευά		884248208260775	Facebook	1	1	166	0	16	0
d118	2019-04-28	CY	Cyprus	TaxEduportal		828411763950694	Facebook	1	1	96	19	0	0
d118	2019-04-28	CY	Cyprus	Μιχάλης Μηνά-Υποψήφιος Ευρωβουλευτής 2019-  Πρόεδρος Κόμμα Δικαιοσύνης		1405721126369385	Facebook	1	1	47	0	4	0
d118	2019-04-28	CY	Cyprus	I Love Crowdfunding Projects		112683756154005	Facebook	4	1	28	5	0	0
d118	2019-04-28	CY	Cyprus	Arte		656089814494677	Facebook	3	1	28	5	0	0
d118	2019-04-28	CY	Cyprus	Miapetra Kumpula-Natri	Euroopassa Suomen tähden  / Miapetra Kumpula-Natri	922311201130062	Facebook	1	1	16	3	0	0
d118	2019-04-28	CY	Cyprus	Soviet Visuals		1160495674016675	Facebook	4	1	14	2	0	0
d118	2019-04-28	CY	Cyprus	SV4IE		2246467545588430	Facebook	1	1	13	6	0	0
d118	2019-04-28	CY	Cyprus	S&P Global		112495188784373	Facebook	11	1	13	2	0	0
d118	2019-04-28	CY	Cyprus	Voices for Refugees - أصوات لأجل اللاجئين		1601274913421469	Facebook	15	1	10	2	0	0
d118	2019-04-28	CY	Cyprus	مفوضية اللاجئين		188842724507690	Facebook	12	1	8	1	0	0
