spend_code	spend_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_50	0 - 50	RO	Romania	5516	1279	42154876	11381409	92136	753
50_100	50 - 100	RO	Romania	3253	913	37540270	13407140	54944	10775
100_1k	100 - 1k	RO	Romania	2351	504	190281033	82750744	330096	88501
1k_5k	1k - 5k	RO	Romania	422	69	85660551	39676142	243651	59075
5k_10k	5k - 10k	RO	Romania	9	8	1531436	765718	16759	3381
10k_50k	10k - 50k	RO	Romania	4	3	1421730	710865	15900	3180
