age_code	age_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
13_17	13-17	CY	Cyprus	230	77	238476	90459	524	27
18_24	18-24	CY	Cyprus	1685	420	4735908	1670502	18441	2108
25_34	25-34	CY	Cyprus	1832	458	5595380	1938950	24555	2572
35_44	35-44	CY	Cyprus	1796	451	4724436	1579377	20978	1923
45_54	45-54	CY	Cyprus	1738	437	3841605	1223543	17093	1244
55_64	55-64	CY	Cyprus	1596	403	3118960	899977	13156	545
65_	65+	CY	Cyprus	1456	362	1853744	536013	7953	323
