recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-17	2019-05-17	CY	Cyprus	217	40	1208979	379190	5883	303
rd2	Last 2 days	2019-05-16	2019-05-17	CY	Cyprus	260	47	2643330	819736	13379	707
rd3	Last 3 days	2019-05-15	2019-05-17	CY	Cyprus	287	48	3802218	1186842	18461	1087
rd4	Last 4 days	2019-05-14	2019-05-17	CY	Cyprus	323	49	4795272	1484594	22244	1400
rd5	Last 5 days	2019-05-13	2019-05-17	CY	Cyprus	341	52	5502955	1712142	24701	1689
rd6	Last 6 days	2019-05-12	2019-05-17	CY	Cyprus	369	56	6370451	1980943	27499	1977
rw1	Last week	2019-05-11	2019-05-17	CY	Cyprus	397	60	7135843	2219975	30139	2264
rw2	Last 2 weeks	2019-05-04	2019-05-17	CY	Cyprus	570	74	14241305	4564682	62664	5784
rw3	Last 3 weeks	2019-04-27	2019-05-17	CY	Cyprus	690	102	16152757	5088513	68952	6021
rw4	Last 4 weeks	2019-04-20	2019-05-17	CY	Cyprus	770	122	17501704	5480657	74667	6193
rm1	Last month	2019-04-18	2019-05-17	CY	Cyprus	793	134	17713410	5545425	75537	6201
rm2	Last 2 months	2019-03-19	2019-05-17	CY	Cyprus	1528	355	25189770	8173236	108666	9654
rm3	Last 3 months	2019-02-17	2019-05-17	CY	Cyprus	1763	411	28237658	9199200	119845	10445
rm6	Last 6 months	2019-01-01	2019-05-17	CY	Cyprus	1860	434	28372765	9247852	120339	10530
