country_code_filter	country_name_filter	week_code	week_label	first_day	last_day	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
HR	Croatia	w020	Week 20	2019-05-13	2019-05-13	253	80	1166212	375310	4250	192
HR	Croatia	w019	Week 19	2019-05-06	2019-05-12	519	119	12041034	3971729	34794	2692
HR	Croatia	w018	Week 18	2019-04-29	2019-05-05	497	128	9816610	3847744	30364	3806
HR	Croatia	w017	Week 17	2019-04-22	2019-04-28	409	120	5332751	2149955	20414	3118
HR	Croatia	w016	Week 16	2019-04-15	2019-04-21	390	149	1186148	388174	4801	261
HR	Croatia	w015	Week 15	2019-04-08	2019-04-14	547	219	2267842	860529	7772	726
HR	Croatia	w014	Week 14	2019-04-01	2019-04-07	460	222	1624314	614289	6266	907
HR	Croatia	w013	Week 13	2019-03-25	2019-03-31	337	172	965487	371215	3402	302
HR	Croatia	w012	Week 12	2019-03-18	2019-03-24	314	161	1861034	667993	6291	399
HR	Croatia	w011	Week 11	2019-03-11	2019-03-17	190	92	962707	382421	3619	558
HR	Croatia	w010	Week 10	2019-03-04	2019-03-10	239	83	1010421	414250	3662	277
HR	Croatia	w009	Week 9	2019-02-25	2019-03-03	125	56	359671	89160	2554	268
HR	Croatia	w008	Week 8	2019-02-18	2019-02-24	104	52	215122	80492	1073	118
HR	Croatia	w007	Week 7	2019-02-11	2019-02-17	82	44	267243	78111	1639	74
HR	Croatia	w006	Week 6	2019-02-04	2019-02-10	67	34	152180	63890	1213	95
HR	Croatia	w005	Week 5	2019-01-28	2019-02-03	68	23	71341	16911	307	6
HR	Croatia	w004	Week 4	2019-01-21	2019-01-27	56	21	13837	4688	100	3
HR	Croatia	w003	Week 3	2019-01-14	2019-01-20	64	24	102338	40949	509	62
HR	Croatia	w002	Week 2	2019-01-07	2019-01-13	44	19	13576	4313	86	1
HR	Croatia	w001	Week 1	2019-01-01	2019-01-06	36	14	17123	6053	100	8
