gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	FI	Finland	Sosialidemokraatit SDP		108945982480217	Facebook	310	1	12268785	4787277	77343	17184
f	female	FI	Finland	European Parliament		178362315106	Facebook	82	1	5592951	2598492	41370	15742
f	female	FI	Finland	Vihreät - De Gröna		33722070600	Facebook	33	1	1443929	578190	6283	1548
f	female	FI	Finland	Oatly		585888148224935	Facebook	5	1	942369	374000	4712	1132
f	female	FI	Finland	WWF Suomi		119054448115588	Facebook	7	1	732252	354253	3057	834
f	female	FI	Finland	Kokoomus	Kokoomus	201285237101	Facebook	318	1	660925	127254	21636	654
f	female	FI	Finland	Keskusta	Suomen Keskusta	55312855747	Facebook	33	1	643010	156646	2852	310
f	female	FI	Finland	Sirpa Pietikäinen	Sirpa Pietikäinen	140188405326	Facebook	14	1	575821	150963	9875	2204
f	female	FI	Finland	Kaisa Penny		259256970891807	Facebook	40	1	553090	191943	4139	273
f	female	FI	Finland	K-Supermarket		380462231997295	Facebook	6	1	422271	181342	8073	1813
f	female	FI	Finland	Ida Schauman	Schauman Ida Emilia Axelsdotter	1449434138617787	Facebook	286	1	381726	51508	18695	0
f	female	FI	Finland	Miapetra Kumpula-Natri		922311201130062	Facebook	32	1	341281	104745	3599	711
f	female	FI	Finland	Greenpeace Suomi	Greenpeace Suomi	9227859351	Facebook	22	1	320930	74355	3359	452
f	female	FI	Finland	Veli Paasimaa eduskuntaan		2500363800014955	Facebook	5	1	277683	110198	2882	548
f	female	FI	Finland	Finlands svenska socialdemokrater - FSD		174819292560785	Facebook	9	1	264800	57539	1453	202
f	female	FI	Finland	Viite - Tieteen ja teknologian vihreät		73631194779	Facebook	6	1	253555	98801	499	48
f	female	FI	Finland	Svenska folkpartiet i Finland - RKP	Svenska folkpartiet i Finland - RKP	191883307265	Facebook	39	1	229890	87284	2484	48
f	female	FI	Finland	Camilla Gunell till EU 2019		360575481205047	Facebook	16	1	217106	47126	1742	213
f	female	FI	Finland	Mikkel Näkkäläjärvi		617733068345315	Facebook	72	1	210622	50076	3586	40
f	female	FI	Finland	Neste		1083597725003936	Facebook	1	1	209993	83997	2099	419
f	female	FI	Finland	Hanna Holopainen		149856248393583	Facebook	14	1	206536	49709	2276	267
f	female	FI	Finland	XAMK - Kaakkois-Suomen ammattikorkeakoulu		1713318895550712	Facebook	29	1	202654	73799	1829	44
f	female	FI	Finland	Trendi & Lily		75905184635	Facebook	1	1	199889	99945	498	99
f	female	FI	Finland	Amanda Pasanen		1590714481237792	Facebook	6	1	179384	56838	2200	818
f	female	FI	Finland	Antton Rönnholm	Rekilä Piia Annikki	575908612596562	Facebook	24	1	177344	53366	1866	211
