gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m	male	FI	Finland	Sosialidemokraatit SDP		108945982480217	Facebook	306	1	9724904	3755645	65380	14352
m	male	FI	Finland	European Parliament		178362315106	Facebook	81	1	4847092	2223087	41914	14476
m	male	FI	Finland	Kokoomus	Kokoomus	201285237101	Facebook	301	1	667976	134597	17081	729
m	male	FI	Finland	Vihreät - De Gröna		33722070600	Facebook	32	1	624063	227740	2732	427
m	male	FI	Finland	Perussuomalaiset	Perussuomalaiset	181106108341	Facebook	14	1	615148	229708	5456	1328
m	male	FI	Finland	Keskusta	Suomen Keskusta	55312855747	Facebook	33	1	613811	150566	2681	281
m	male	FI	Finland	Miapetra Kumpula-Natri		922311201130062	Facebook	32	1	385638	123129	4274	803
m	male	FI	Finland	Piia Kurki	Piia Kurki	270567833058986	Facebook	28	1	346884	88911	3510	367
m	male	FI	Finland	Kialo		729627343834501	Facebook	336	1	342136	135196	2533	710
m	male	FI	Finland	Oatly		585888148224935	Facebook	5	1	340007	139042	1895	447
m	male	FI	Finland	Eurovaaliehdokas Kari Kallonen	Kallonen Kari Markku	2130226653737235	Facebook	32	1	320650	70342	3730	375
m	male	FI	Finland	Neste		1083597725003936	Facebook	1	1	282801	113120	2827	565
m	male	FI	Finland	Mikkel Näkkäläjärvi		617733068345315	Facebook	73	1	261588	60178	3917	57
m	male	FI	Finland	Viite - Tieteen ja teknologian vihreät		73631194779	Facebook	6	1	255562	100002	464	48
m	male	FI	Finland	Veli Paasimaa eduskuntaan		2500363800014955	Facebook	6	1	225682	88563	2554	440
m	male	FI	Finland	Ida Schauman	Schauman Ida Emilia Axelsdotter	1449434138617787	Facebook	225	1	220158	33073	9549	0
m	male	FI	Finland	K-Supermarket		380462231997295	Facebook	6	1	219175	94986	4258	949
m	male	FI	Finland	Antton Rönnholm	Rekilä Piia Annikki	575908612596562	Facebook	24	1	217877	69121	2348	277
m	male	FI	Finland	WWF Suomi		119054448115588	Facebook	7	1	202500	98293	870	244
m	male	FI	Finland	Euroopan komissio Suomessa - Europeiska kommissionen i Finland	Euroopan komissio Suomessa - Europeiska kommissionen i Finland	139489762782508	Facebook	7	1	198359	58524	640	49
m	male	FI	Finland	XAMK - Kaakkois-Suomen ammattikorkeakoulu		1713318895550712	Facebook	29	1	191144	74039	1406	54
m	male	FI	Finland	Kaisa Penny		259256970891807	Facebook	18	1	187499	58741	1369	121
m	male	FI	Finland	Olli Kotro Euroopan parlamenttiin 2019	Kauko Niko Aleksanteri	2211654885785838	Facebook	28	1	186750	48111	2439	75
m	male	FI	Finland	Petri Sarvamaa	Petri Sarvamaa	164624737027350	Facebook	13	1	185443	40392	1516	218
m	male	FI	Finland	Harri Salonen		610646839145678	Facebook	30	1	176839	45117	2452	0
m	male	FI	Finland	Camilla Gunell till EU 2019		360575481205047	Facebook	17	1	176387	36921	1505	181
m	male	FI	Finland	Vasemmistoliitto		60390955171	Facebook	41	1	173821	35380	4439	275
m	male	FI	Finland	Paula Aikio-Tallgren EU-vaaliehdokas	Pohjoisen asian osaajat ry	510346432432044	Facebook	35	1	167214	42691	2508	91
m	male	FI	Finland	Svenska folkpartiet i Finland - RKP	Svenska folkpartiet i Finland - RKP	191883307265	Facebook	39	1	156633	57700	1720	49
m	male	FI	Finland	Eero Lehti		148066211906308	Facebook	2	1	149997	59999	1097	499
m	male	FI	Finland	Aura Salla		357502994332188	Facebook	16	1	144860	33919	1732	171
m	male	FI	Finland	Elsi Katainen		190042298268350	Facebook	33	1	138166	30887	1892	0
m	male	FI	Finland	Mikko Kiesiläinen		993610757425045	Facebook	3	1	132316	50857	3051	916
m	male	FI	Finland	Kansanedustaja Mika Niikko		140130819391744	Facebook	9	1	130129	36334	1454	174
m	male	FI	Finland	Tiina Haapala kansanedustajaehdokas		388230268408380	Facebook	7	1	126287	26462	1783	524
m	male	FI	Finland	Pekka Shemeikka	Nokela Matti Juhani Philip	591986911282315	Facebook	8	1	123657	30170	1042	138
m	male	FI	Finland	European GNSS Agency		128217567344601	Facebook	1	1	121460	60730	606	303
m	male	FI	Finland	Tuomas Tikkanen	Tikkanen Juho Tuomas	2139907472900957	Facebook	20	1	114523	48133	1664	102
m	male	FI	Finland	Liike Nyt		194677504471503	Facebook	7	1	113421	25291	1238	224
m	male	FI	Finland	Eurooppalainen Suomi ry	Eurooppalainen Suomi ry	163903613685550	Facebook	9	1	113163	25294	1107	184
m	male	FI	Finland	Henrik Wickström	Wickström 2019	448116415229902	Facebook	38	1	106909	24732	1765	38
m	male	FI	Finland	Mikael Ropo	Ropo Mikael Leo Olavi	286521901512868	Facebook	13	1	106309	23257	924	36
m	male	FI	Finland	Ykkösketjuun		2118628725055114	Facebook	3	1	103837	45672	622	124
m	male	FI	Finland	Timo Huhtamäki		2161903010535300	Facebook	6	1	103123	43457	914	283
m	male	FI	Finland	Työehtoshoppailu		1602354766564898	Facebook	1	1	102102	51051	2552	510
m	male	FI	Finland	Svensk Ungdom - RKP-nuoret		172659206933	Facebook	13	1	101989	27039	563	0
m	male	FI	Finland	Sameli Sivonen		466817883509788	Facebook	15	1	100097	24475	1366	190
m	male	FI	Finland	Telia Finland		103645656349867	Facebook	1	1	99759	49880	248	49
m	male	FI	Finland	Finlands svenska socialdemokrater - FSD		174819292560785	Facebook	8	1	98106	20915	592	90
m	male	FI	Finland	Jaana Ylitalo - Neuvottelijasi Euroopassa	Jaana Ylitalon eurovaalitukiryhmä	1201709293325428	Facebook	7	1	96289	20687	847	121
m	male	FI	Finland	Matias Turkkila eduskuntaan 2019		1214838375280127	Facebook	3	1	91652	35760	1323	612
m	male	FI	Finland	Teuvo Hakkarainen		198979100169761	Facebook	4	1	90395	20475	312	0
m	male	FI	Finland	Greenpeace Suomi	Greenpeace Suomi	9227859351	Facebook	22	1	88994	20735	995	129
m	male	FI	Finland	Tanja Vahvelainen kansanedustajaehdokas		653005468206971	Facebook	42	1	87948	19563	2714	0
m	male	FI	Finland	Ozan Yanar		730847103593100	Facebook	5	1	87754	31188	1106	340
m	male	FI	Finland	Janne Kaisanlahti		309381625805373	Facebook	26	1	85053	17842	1539	50
m	male	FI	Finland	Janne Parkkila - Vasemmistoliitto	Janne Parkkilan tukiyhdistys ry	354424931606915	Facebook	8	1	84724	18078	1201	199
m	male	FI	Finland	Kulta Katriina		1680771958806411	Facebook	1	1	83474	41737	208	41
m	male	FI	Finland	SLC		126812894035597	Facebook	8	1	81884	19646	702	76
m	male	FI	Finland	Lapsiasiavaltuutettu		576746312441238	Facebook	1	1	79988	39994	199	39
m	male	FI	Finland	Amanda Pasanen		1590714481237792	Facebook	6	1	77175	26437	943	363
m	male	FI	Finland	Henna Virkkunen	Henna Virkkunen	120537424633927	Facebook	25	1	75215	22381	1284	0
m	male	FI	Finland	Francis McCarron		392720440768048	Facebook	3	1	70884	14177	191	0
m	male	FI	Finland	Niko Eskelinen poliitikko	Eskelinen Niko Olavi	1337176579662419	Facebook	22	1	70542	15842	1601	0
m	male	FI	Finland	Neutra		464041104108489	Facebook	2	1	69986	13997	138	0
m	male	FI	Finland	Iiris Suomela		300395886827434	Facebook	4	1	69826	26597	728	259
m	male	FI	Finland	Matilda af Hällström	af Hällström Matilda Linnea Alice	430195364409025	Facebook	9	1	66428	13102	496	0
m	male	FI	Finland	Stina Wahlsten		247410845719596	Facebook	26	1	65391	11779	1165	0
m	male	FI	Finland	Eveliina Heinäluoma		1089057291173658	Facebook	2	1	65085	26856	419	84
m	male	FI	Finland	Leena Zittling - Eurovaaliehdokas 2019 - KOK		804330503290879	Facebook	6	1	63120	25269	573	75
m	male	FI	Finland	Neste Bensis		386964478028420	Facebook	1	1	61778	30889	308	61
m	male	FI	Finland	Johanna Karjula		460881870610568	Facebook	5	1	60733	13400	463	55
m	male	FI	Finland	Simo Grönroos	Gronroos Simo Juhani	445988248775782	Facebook	12	1	56814	20367	883	0
m	male	FI	Finland	Liban Sheikh		302959147221497	Facebook	11	1	54000	12203	590	33
m	male	FI	Finland	Udo Bullmann		68936775929	Facebook	1	1	53767	26884	268	53
m	male	FI	Finland	Janika Takatalo	Takatalo Janika Emmi Kristiina	1380023342235751	Facebook	19	1	52999	16112	1099	20
m	male	FI	Finland	Teuvo Hatva - eurovaaliehdokas	Maury Aino Maija	948715928850182	Facebook	7	1	52360	14524	672	62
m	male	FI	Finland	Hanna Holopainen		149856248393583	Facebook	2	1	51362	10272	468	89
m	male	FI	Finland	Jarno Strengell eduskuntavaaliehdokas 14.4.2019		307784380044908	Facebook	14	1	50874	11534	789	42
m	male	FI	Finland	Mai Kivelä		696021337144506	Facebook	5	1	50743	10148	736	257
m	male	FI	Finland	Lauri Kaira		619118744885450	Facebook	7	1	50740	9905	662	89
m	male	FI	Finland	Atte Kaleva		293156734202539	Facebook	4	1	49221	11836	261	0
m	male	FI	Finland	Tankesmedjan Agenda - Ajatushautomo Agenda		176678846392107	Facebook	2	1	48065	9613	479	96
m	male	FI	Finland	Yannick Lahti		1779172592405294	Facebook	15	1	47793	15438	923	0
m	male	FI	Finland	Husu Hussein		646912728706959	Facebook	4	1	47762	9432	601	79
