audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m18_24	male (18-24)	LT	Lithuania	2235	573	5445285	2049669	21097	3124
m25_34	male (25-34)	LT	Lithuania	2521	637	5115821	1855714	21033	2918
f18_24	female (18-24)	LT	Lithuania	2346	576	4848375	1885918	18342	2647
f45_54	female (45-54)	LT	Lithuania	2581	602	4586668	1771410	15466	1930
f35_44	female (35-44)	LT	Lithuania	2672	627	4483391	1774712	14850	2197
m35_44	male (35-44)	LT	Lithuania	2512	622	3945833	1534215	13527	1976
f55_64	female (55-64)	LT	Lithuania	1955	559	3942630	1426053	14457	1149
f25_34	female (25-34)	LT	Lithuania	2676	641	3564947	1321136	15480	2092
m45_54	male (45-54)	LT	Lithuania	2411	590	2494513	933053	8975	1087
f65_	female (65+)	LT	Lithuania	1723	496	1798929	623709	7624	514
m55_64	male (55-64)	LT	Lithuania	1840	550	1290363	453440	4653	352
m65_	male (65+)	LT	Lithuania	1638	490	589439	206635	2320	169
f13_17	female (13-17)	LT	Lithuania	262	97	147695	60750	395	45
m13_17	male (13-17)	LT	Lithuania	244	91	133300	53120	454	60
u35_44	unknown (35-44)	LT	Lithuania	2204	548	55096	20509	223	31
u25_34	unknown (25-34)	LT	Lithuania	2107	544	33832	12080	159	22
u45_54	unknown (45-54)	LT	Lithuania	1908	499	14524	5279	65	8
u18_24	unknown (18-24)	LT	Lithuania	1625	435	10772	4019	51	7
u55_64	unknown (55-64)	LT	Lithuania	1312	442	6526	2286	25	2
u65_	unknown (65+)	LT	Lithuania	1175	400	5077	1830	18	1
u13_17	unknown (13-17)	LT	Lithuania	172	73	311	126	1	0
