spend_code	spend_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_50	0 - 50	LU	Luxembourg	2032	568	7678056	1943581	49763	1
50_100	50 - 100	LU	Luxembourg	2290	565	128543	46936	590	69
100_1k	100 - 1k	LU	Luxembourg	821	234	4499433	1897902	22166	5153
1k_5k	1k - 5k	LU	Luxembourg	86	32	134302	62651	997	234
5k_10k	5k - 10k	LU	Luxembourg	7	6	21907	10925	256	114
10k_50k	10k - 50k	LU	Luxembourg	1	1	1440	720	64	12
