advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Greenpeace Luxembourg		67370457805	Facebook	0_50	0 - 50	LU	Luxembourg	129	1	1712616	400188	12719	0
LSAP	Lëtzebuerger Sozialistesch Aarbechterpartei	47216059667	Facebook	0_50	0 - 50	LU	Luxembourg	69	1	1200992	303016	6809	0
European Parliament		178362315106	Facebook	0_50	0 - 50	LU	Luxembourg	56	1	981767	266136	5427	0
Charles Goerens		441313569220539	Facebook	0_50	0 - 50	LU	Luxembourg	28	1	726931	163081	2485	0
Piraten Lëtzebuerg		183148710560	Facebook	0_50	0 - 50	LU	Luxembourg	40	1	577973	165405	3945	0
DP - Demokratesch Partei	DP - Demokratesch Partei	280875378609326	Facebook	0_50	0 - 50	LU	Luxembourg	15	1	548422	178164	1475	0
déi gréng	déi gréng	21710789873	Facebook	0_50	0 - 50	LU	Luxembourg	10	1	378738	84721	986	0
Jonk Piraten		194441573983035	Facebook	0_50	0 - 50	LU	Luxembourg	3	1	100592	19919	295	0
déi Lénk	déi Lénk	120444648033670	Facebook	0_50	0 - 50	LU	Luxembourg	2	1	99686	19937	197	0
Unis pour les Droits Humains		1642871805813802	Facebook	0_50	0 - 50	LU	Luxembourg	16	1	80826	32450	104	0
déi jonk gréng	Déi jonk gréng	197451906960613	Facebook	0_50	0 - 50	LU	Luxembourg	14	1	70765	11962	1381	0
CSV	CSV	56016549775	Facebook	0_50	0 - 50	LU	Luxembourg	19	1	63781	13956	1875	0
Action Solidarité Tiers Monde - ASTM		161567570579610	Facebook	0_50	0 - 50	LU	Luxembourg	2	1	56926	13510	168	0
Julia Elisabetta Pitterman		2235333396715580	Facebook	0_50	0 - 50	LU	Luxembourg	4	1	56802	10962	394	0
ADR  - Alternativ Demokratesch Reformpartei		115916035102253	Facebook	0_50	0 - 50	LU	Luxembourg	2	1	50839	9968	197	0
JDL Jonk Demokraten		141096935941189	Facebook	0_50	0 - 50	LU	Luxembourg	1	1	49843	9968	98	0
Marc ANGEL		1404458223105541	Facebook	0_50	0 - 50	LU	Luxembourg	1	1	49843	9968	98	0
BreakingPlanet		1993767777349037	Facebook	0_50	0 - 50	LU	Luxembourg	1	1	49843	9968	98	0
Fondation IDEA asbl		439909732821172	Facebook	0_50	0 - 50	LU	Luxembourg	1	1	49773	9954	98	0
Burelbach Immobilien		243135569564978	Facebook	0_50	0 - 50	LU	Luxembourg	1	1	49711	9942	98	0
L'Or du Commun		212885115510806	Facebook	0_50	0 - 50	LU	Luxembourg	1	1	42389	8478	83	0
WOOP - World of Possibilities		119609878933569	Facebook	0_50	0 - 50	LU	Luxembourg	6	1	30131	11962	417	0
Marc Goergen		2139886662711123	Facebook	0_50	0 - 50	LU	Luxembourg	4	1	29902	11962	394	0
LIFE		167060196653670	Facebook	0_50	0 - 50	LU	Luxembourg	43	1	29641	6004	151	0
Assistance au Financement Humanitaire		2057244924390350	Facebook	0_50	0 - 50	LU	Luxembourg	21	1	24357	6739	405	0
All Equal		1993289087558486	Facebook	0_50	0 - 50	LU	Luxembourg	3	1	19934	6978	296	0
Christian Welter		420265522049953	Facebook	0_50	0 - 50	LU	Luxembourg	3	1	19934	6978	296	0
Dan Kersch		231839814316073	Facebook	0_50	0 - 50	LU	Luxembourg	2	1	19915	9958	197	0
forum - für Politik, Gesellschaft und Kultur		424639920972207	Facebook	0_50	0 - 50	LU	Luxembourg	2	1	19907	9954	197	0
Pirate Gemeng Munneref		1635877273225433	Facebook	0_50	0 - 50	LU	Luxembourg	5	1	16577	2917	486	0
Giabbani  - Avocats spécialisés dans la défense des employés		818066711568610	Facebook	0_50	0 - 50	LU	Luxembourg	3	1	15934	5974	295	0
