country_code_filter	country_name_filter	gender_code	gender_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
FR	France	f	female	13500	3219	140434601	53920587	1212161	194932
FR	France	m	male	12796	3081	120096599	47242827	991022	173715
FR	France	u	unknown	11243	2918	2474517	902670	24106	3469
