advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
COALICION ELECTORAL UNIDAS PODEMOS		AR21167248102129664	Google	rw4	Last 4 weeks	251	1	193399999	19230000	1157599	22599
Future Innovation SRL		AR474748779908562944	Google	rw4	Last 4 weeks	43	1	172150144	17211014	660932	11466
AMERISOFT SRL		AR573801583431647232	Google	rw4	Last 4 weeks	216	1	157173687	15641858	16574	750
Ciudadanos - Partido de la Ciudadanía		AR309397624253841408	Google	rw4	Last 4 weeks	42	1	141810000	14180000	729050	41899
European Parliament		178362315106	Facebook	rw4	Last 4 weeks	662	1	118456375	54567727	643181	178484
Podemos	Unidas Podemos	269212336568846	Facebook	rw4	Last 4 weeks	306	1	90382031	40045000	542314	142383
Ciudadanos	Ciudadanos	74078667754	Facebook	rw4	Last 4 weeks	6235	1	88985765	26936999	878365	66400
Partido Popular	Partido Popular	72249031214	Facebook	rw4	Last 4 weeks	3644	1	78814974	27397166	574008	60716
Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	rw4	Last 4 weeks	829	1	64864042	5886491	85128	2793
Freiheitliche Partei Österreich		AR333020356698701824	Google	rw4	Last 4 weeks	44	1	58179762	5799090	484305	37463
Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	rw4	Last 4 weeks	94	1	53589999	5320000	166600	3850
COALICION CANARIA		AR489541609348661248	Google	rw4	Last 4 weeks	3642	1	52413202	1747912	212198	1057
Nieuw-Vlaamse Alliantie		AR417822664892088320	Google	rw4	Last 4 weeks	76	1	40391869	3994565	400020	7318
CDU	CDU	78502295414	Facebook	rw4	Last 4 weeks	3170	1	38647830	9275000	347030	8300
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	rw4	Last 4 weeks	91	1	36693464	16451111	78288	23082
sp.a	sp.a	57253967150	Facebook	rw4	Last 4 weeks	392	1	35457499	14068579	163198	35358
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	rw4	Last 4 weeks	177	1	32497242	14771333	90457	19968
SPD	SPD	47930567748	Facebook	rw4	Last 4 weeks	6448	1	30853552	8167000	756051	30800
FDP	FDP	21289227249	Facebook	rw4	Last 4 weeks	2049	1	29320889	8887654	256180	14400
KREMSA DIGITAL s.r.o.		AR420840549432426496	Google	rw4	Last 4 weeks	143	1	27799999	2710000	9849	300
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	rw4	Last 4 weeks	113	1	27450899	11378193	81181	21311
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	rw4	Last 4 weeks	369	1	27009630	10968000	126130	24100
România în primul rând	Future Innovation	770704223323599	Facebook	rw4	Last 4 weeks	92	1	26424243	11840666	28659	6898
Kialo		729627343834501	Facebook	rw4	Last 4 weeks	329	1	25762671	9760000	123853	27920
PSOE	PSOE	189318235003	Facebook	rw4	Last 4 weeks	335	1	25465665	10218999	77665	14199
