advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Kyriakos Mitsotakis		34848567724	Facebook	w003	Week 3	EL	Greece	6	1	774374	339736	1893	499
Greenpeace Greece	Greenpeace Greece	31324524225	Facebook	w003	Week 3	EL	Greece	5	1	514861	255933	894	99
Μανώλης Κεφαλογιάννης / Manolis Kefalogiannis		51638783172	Facebook	w003	Week 3	EL	Greece	5	1	224918	44984	445	0
Kialo		729627343834501	Facebook	w003	Week 3	EL	Greece	3	1	221675	97498	868	173
Δημιουργία Ξανά	Δημιουργία Ξανά	226397774096827	Facebook	w003	Week 3	EL	Greece	3	1	149991	29998	296	0
Alex and the jewel		1703830116536718	Facebook	w003	Week 3	EL	Greece	3	1	67613	13323	230	0
ethnos.gr		399225520203609	Facebook	w003	Week 3	EL	Greece	2	1	59920	14980	197	0
Kostas Dervos	Kostas Dervos	1970779819866623	Facebook	w003	Week 3	EL	Greece	1	1	42798	8559	84	0
Μαρία Γ. Μισέντου  Case Confidential		265111217441361	Facebook	w003	Week 3	EL	Greece	4	1	34987	15995	395	0
Νίκος Χουντής-Nikos Chountis		462603193829493	Facebook	w003	Week 3	EL	Greece	1	1	23318	4663	46	0
Plasticfreegreece		127140361355187	Facebook	w003	Week 3	EL	Greece	1	1	21851	10925	25	0
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	w003	Week 3	EL	Greece	4	1	11916	4761	30	3
Θόδωρος Μεχλιζόγλου - Υποψήφιος Ευρωβουλευτής		2003326776616516	Facebook	w003	Week 3	EL	Greece	1	1	9999	5000	99	0
Theodore Douloumpekis		310648756200075	Facebook	w003	Week 3	EL	Greece	4	1	7873	978	392	0
Tremopoulos Michalis -Τρεμόπουλος Μιχάλης		126602615645	Facebook	w003	Week 3	EL	Greece	1	1	7499	3750	74	0
garagErasmus Foundation		126673650730964	Facebook	w003	Week 3	EL	Greece	1	1	6625	3313	65	0
Pela Case		119283008140727	Facebook	w003	Week 3	EL	Greece	6	1	4313	862	12	1
RP.news		484257301989101	Facebook	w003	Week 3	EL	Greece	2	1	4162	832	82	0
Σπύρος Ζαφείρης - Υποψήφιος βουλευτής Ιωαννίνων με τη "Δημοκρατική Ευθύνη"		729060717204068	Facebook	w003	Week 3	EL	Greece	1	1	3749	750	74	0
Perseus Apparel		1112003955624720	Facebook	w003	Week 3	EL	Greece	11	1	3376	715	6	0
The British Journal of Photography	Ecotricity Group Limited	40055265495	Facebook	w003	Week 3	EL	Greece	1	1	2001	400	4	0
Gentle Dental Clinic Crete		387716078000099	Facebook	w003	Week 3	EL	Greece	2	1	1594	315	4	0
Stoke Travel		193334324519	Facebook	w003	Week 3	EL	Greece	1	1	1515	757	1	0
OZY		1393911800825140	Facebook	w003	Week 3	EL	Greece	1	1	1470	294	2	0
Soviet Visuals		1160495674016675	Facebook	w003	Week 3	EL	Greece	9	1	972	208	9	0
