audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m25_34	male (25-34)	SK	Slovakia	3628	229	10173036	3355637	108056	9774
f25_34	female (25-34)	SK	Slovakia	3646	230	7497491	2445188	85320	7157
m18_24	male (18-24)	SK	Slovakia	3240	218	7314941	2542121	75459	6779
m35_44	male (35-44)	SK	Slovakia	3561	231	6550891	2105476	69880	6073
f18_24	female (18-24)	SK	Slovakia	3263	219	6474107	2267865	65095	5567
f35_44	female (35-44)	SK	Slovakia	3626	233	5929884	1877625	66465	5517
f45_54	female (45-54)	SK	Slovakia	3404	231	4200598	1270603	51215	3813
f55_64	female (55-64)	SK	Slovakia	3513	224	3735683	1075596	55229	3352
m45_54	male (45-54)	SK	Slovakia	3320	229	3372025	1043447	39544	3070
m55_64	male (55-64)	SK	Slovakia	3331	223	1945058	577730	26388	1739
f65_	female (65+)	SK	Slovakia	3001	206	1900772	543972	28232	1742
m65_	male (65+)	SK	Slovakia	2855	203	1152329	344623	15419	1061
u35_44	unknown (35-44)	SK	Slovakia	1975	222	80876	26568	731	91
u25_34	unknown (25-34)	SK	Slovakia	1757	215	62444	20878	569	70
m13_17	male (13-17)	SK	Slovakia	63	11	39632	13522	228	11
f13_17	female (13-17)	SK	Slovakia	65	11	39138	13898	245	10
u45_54	unknown (45-54)	SK	Slovakia	1271	202	18567	5987	177	20
u18_24	unknown (18-24)	SK	Slovakia	1023	182	13419	4719	106	13
u65_	unknown (65+)	SK	Slovakia	882	168	11673	3855	110	12
u55_64	unknown (55-64)	SK	Slovakia	896	181	8722	2731	95	9
u13_17	unknown (13-17)	SK	Slovakia	43	8	137	44	0	0
