region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
alba_county	Alba County	RO	Romania	2399	569	1020326	371391	1941	324
arad_county	Arad County	RO	Romania	2544	607	1266456	431116	1992	371
arges_county	Argeș County	RO	Romania	2374	587	440283	193442	948	179
bacau_county	Bacău County	RO	Romania	2467	603	864025	244094	1549	304
bihor_county	Bihor County	RO	Romania	2599	613	756751	225287	1634	189
bistrita_nasaud_county	Bistrița-Năsăud County	RO	Romania	2280	536	547347	133011	643	56
botosani_county	Botoșani County	RO	Romania	2216	539	114693	41604	329	28
brasov_county	Brașov County	RO	Romania	2630	628	609364	186160	1486	164
braila_county	Brăila County	RO	Romania	2246	542	353629	131096	648	124
bucharest	Bucharest	RO	Romania	3424	802	10992532	4154003	24884	4627
buzau_county	Buzău County	RO	Romania	2237	541	697854	289226	1223	388
caras_severin_county	Caraș-Severin County	RO	Romania	2255	548	588791	204475	1236	135
cluj_county	Cluj County	RO	Romania	2904	686	2085914	821848	6777	1317
constanta_county	Constanța County	RO	Romania	2574	618	1153764	397580	1902	265
covasna_county	Covasna County	RO	Romania	2242	533	467365	184259	562	152
calarasi_county	Călărași County	RO	Romania	2030	503	296021	125625	505	132
dolj_county	Dolj County	RO	Romania	2467	587	462850	170904	965	141
dambovita_county	Dâmbovița County	RO	Romania	2239	551	408127	161156	587	153
galati_county	Galați County	RO	Romania	2479	605	1617532	642727	6825	1589
giurgiu_county	Giurgiu County	RO	Romania	1996	490	297571	77538	834	23
gorj_county	Gorj County	RO	Romania	2166	529	764136	295572	1375	307
harghita_county	Harghita County	RO	Romania	2314	531	922181	263717	1074	137
hunedoara_county	Hunedoara County	RO	Romania	2426	578	761906	295015	1178	295
ialomita_county	Ialomița County	RO	Romania	2087	522	291122	123398	375	114
iasi_county	Iași County	RO	Romania	2696	655	903693	312192	1749	308
ilfov_county	Ilfov County	RO	Romania	1981	484	134025	54248	274	31
maramures_county	Maramureș County	RO	Romania	2452	603	512203	172442	1646	112
mehedinti_county	Mehedinți County	RO	Romania	2126	516	606053	208801	1373	205
mures_county	Mureș County	RO	Romania	2577	615	1410422	534763	1980	400
neamt_county	Neamț County	RO	Romania	2317	562	597169	268038	1693	349
olt_county	Olt County	RO	Romania	2109	518	210355	98581	520	107
prahova_county	Prahova County	RO	Romania	2466	598	377719	134855	900	145
satu_mare_county	Satu Mare County	RO	Romania	2345	562	556236	167648	833	182
sibiu_county	Sibiu County	RO	Romania	2511	584	546147	184303	1051	91
suceava_county	Suceava County	RO	Romania	2445	596	1022715	425171	1790	312
salaj_county	Sălaj County	RO	Romania	2249	534	447485	127850	1617	141
teleorman_county	Teleorman County	RO	Romania	2020	493	49796	20298	109	12
timis_county	Timiș County	RO	Romania	2837	683	1039865	335991	2897	432
tulcea_county	Tulcea County	RO	Romania	2056	504	35993	13404	114	6
vaslui_county	Vaslui County	RO	Romania	2166	530	1031727	367675	1667	295
vrancea_county	Vrancea County	RO	Romania	2158	520	216524	64604	571	56
valcea_county	Vâlcea County	RO	Romania	2192	536	413844	178596	1317	228
