age_code_filter	age_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
65_	65+	LO Sverige		163820136238	Facebook	6	1	582358	270622	7093	1723
65_	65+	Microsoft Education		171047642947607	Facebook	6	1	578667	224130	5174	1025
65_	65+	CDA	CDA	320374518118	Facebook	12	1	566300	242259	2485	649
65_	65+	Oxfam Italia		150200761667597	Facebook	232	1	557647	151874	6929	529
65_	65+	Ministère de l'Intérieur		103146727990	Facebook	15	1	552503	225820	2973	821
65_	65+	Ioannis Vardakastanis	Ioannis Vardakastanis	195643347979465	Facebook	82	1	551286	205807	2300	156
65_	65+	George Simion		2212856535602171	Facebook	26	1	546955	224359	1153	305
65_	65+	Matteo Gazzini	Matteo Gazzini	204493693449796	Facebook	84	1	546320	177733	3180	405
65_	65+	Mon Homéo Mon Choix		1643185362449069	Facebook	7	1	545047	218249	5520	1223
65_	65+	Junts per Catalunya	Junts per Catalunya	386166375144833	Facebook	36	1	544823	195156	2127	334
65_	65+	Electoral Commission UK	The Electoral Commission	841894835830532	Facebook	28	1	540800	205838	3745	874
65_	65+	Enel Energia		1589410777971706	Facebook	5	1	539662	244251	5364	1067
65_	65+	Jörgen Warborn EU-kandidat		56002955332	Facebook	94	1	531667	137070	6020	1538
65_	65+	Riparte il futuro		476098022442147	Facebook	38	1	528049	218481	1424	209
65_	65+	Fără Penali în Funcții Publice	Uniunea Salvați România - USR	275621429636078	Facebook	21	1	526426	256418	2029	545
65_	65+	Subventions énergétiques 2019	Primes Energetiques	1815507421886752	Facebook	110	1	525816	118915	6575	419
65_	65+	Greenpeace España	Greenpeace España	133044800622	Facebook	163	1	523160	198991	1738	288
65_	65+	Kyriakos Mitsotakis		34848567724	Facebook	58	1	520871	225471	1389	276
65_	65+	Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	144	1	520321	177269	9851	3040
65_	65+	MEO		69209479569	Facebook	4	1	509446	200872	799	256
65_	65+	Nikos Papandreou	Nikos Papandreou	2245032148843299	Facebook	78	1	508003	148546	1989	101
65_	65+	Oxfam Great Britain	Oxfam GB	7214031395	Facebook	75	1	507403	175554	8454	1775
65_	65+	PSC Partit dels  Socialistes de Catalunya	PSC Partit dels  Socialistes de Catalunya	87930687376	Facebook	78	1	504008	202731	3558	771
65_	65+	SE Energi & Klima		169900309711559	Facebook	39	1	503023	175035	2870	838
65_	65+	Campact e.V.	Campact e.V.	82734241364	Facebook	30	1	497478	204126	4115	905
65_	65+	Initiative Neue Soziale Marktwirtschaft (INSM)	Initiative Neue Soziale Marktwirtschaft (INSM)	121678260974	Facebook	572	1	491452	105482	9865	237
65_	65+	Josef Caruana		166617437361908	Facebook	67	1	489908	148797	2083	220
65_	65+	Alfred Sant	Alfred Sant	537789116260209	Facebook	103	1	489655	177658	2232	245
65_	65+	London Labour Party	The London Labour Party 	474613052643462	Facebook	86	1	486809	181701	5269	1116
65_	65+	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	49	1	485414	210564	1275	232
65_	65+	Amnesty International UK		7624294394	Facebook	86	1	484605	200689	4966	1375
65_	65+	Massimiliano Smeriglio	Massimiliano Smeriglio	182266801912488	Facebook	55	1	483917	131922	2090	129
65_	65+	Parti Socialiste (PS)	Parti Socialiste (PS)	518402351504731	Facebook	85	1	483753	165389	3843	747
65_	65+	The Week UK	The Week	177855115588808	Facebook	122	1	480335	179951	4801	923
65_	65+	Greenpeace Sverige	Greenpeace Sverige	95735961890	Facebook	318	1	478457	125795	3378	769
65_	65+	Groen	Groen	84920854319	Facebook	95	1	477874	166549	2538	342
65_	65+	Gyurcsány Ferenc	Demokratikus Koalíció	187301974635606	Facebook	20	1	477561	163471	1022	245
65_	65+	Andy Street	The Conservative Party	625464517632792	Facebook	550	1	477095	146125	8760	288
65_	65+	PestiSracok.hu	PestiSrácok.hu	264517713636590	Facebook	26	1	470737	118353	1335	305
65_	65+	Vlaams Belang Brussel	Vlaams Belang	499682940133305	Facebook	79	1	469504	172321	8335	1761
65_	65+	BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	271	1	465957	148709	5402	698
65_	65+	Sign for my Future		1345513882259768	Facebook	69	1	464632	203587	3172	728
65_	65+	Kostas Dervos	Kostas Dervos	1970779819866623	Facebook	151	1	459013	124598	1622	26
65_	65+	Facebook Brussels	Facebook	287739491272583	Facebook	18	1	453622	193983	4422	1154
65_	65+	Stichting Vluchteling		120034538112114	Facebook	81	1	450190	170428	6592	1510
65_	65+	DIE LINKE	DIE LINKE	47694585682	Facebook	246	1	446474	154410	2322	199
65_	65+	Kristdemokraterna	Kristdemokraterna	115198178364	Facebook	67	1	445320	113432	3196	922
65_	65+	Labour Future	Labour Future	112846662487263	Facebook	22	1	444241	191085	3787	749
65_	65+	Mutualité chrétienne (MC)	Mutualité chrétienne (MC)	180233078762668	Facebook	45	1	439092	136000	2744	369
65_	65+	Morvai Krisztina		282077899700	Facebook	5	1	438906	214254	650	210
65_	65+	Primes écologique		152399322377561	Facebook	19	1	438788	183067	5415	1168
65_	65+	Grüner Fisher Investments		138832469593845	Facebook	239	1	428742	122461	18955	4049
65_	65+	2 Min Ecologie		433170297221149	Facebook	68	1	427070	147174	4815	894
65_	65+	Budapest 10-es Választókerület		757956501234552	Facebook	24	1	424996	135566	971	200
65_	65+	Moderaterna	Moderaterna	7719591155	Facebook	101	1	424633	97783	4367	1089
65_	65+	PSOE Aragón	PSOE Aragón	170970449608409	Facebook	1211	1	424626	16745	36520	17
65_	65+	Ujhelyi István dr.	MSZP	734217673259088	Facebook	31	1	423942	172236	1023	362
65_	65+	Winkler Gyula		1560147330888040	Facebook	15	1	423578	186783	531	144
65_	65+	Dr. Molnár Csaba	Demokratikus Koalíció	306318386058001	Facebook	25	1	418456	108917	997	210
65_	65+	Paweł Kobyliński - Poseł na Sejm RP, Kandydat do Parlamentu Europejskiego	Paweł Kobyliński, kandydat Koalicji Europejskiej do Europarlamentu	1576591379231457	Facebook	31	1	406450	131541	1004	220
65_	65+	Joe Sammut		433245190070343	Facebook	77	1	406128	144351	1887	164
65_	65+	Épargne Malin		1864684416941008	Facebook	19	1	405482	175031	13877	3860
65_	65+	David Casa	David Casa	193035580892638	Facebook	89	1	398005	102636	1601	132
65_	65+	Les Energies du Soleil		1684031805239401	Facebook	14	1	397969	179424	4951	1542
65_	65+	Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	1159	1	396891	85758	9437	323
65_	65+	Romania #nuepsd	Future Innovation	293215748279337	Facebook	34	1	391293	178793	261	114
65_	65+	Μανώλης Κεφαλογιάννης / Manolis Kefalogiannis		51638783172	Facebook	83	1	380478	82720	961	0
65_	65+	Esquerra Barcelona	Esquerra Barcelona	374070875952519	Facebook	25	1	379121	164516	2097	576
65_	65+	Renew	Renew  Party	1923371311278106	Facebook	159	1	377020	93362	4828	605
65_	65+	Bespaarkiosk.nl		1659811130952704	Facebook	3	1	374249	157494	3352	670
65_	65+	Forza Italia		172265396249029	Facebook	15	1	373902	140040	2797	580
65_	65+	SPD-Bundestagsfraktion	SPD-Bundestagsfraktion	144380008933707	Facebook	65	1	366379	82013	1700	123
65_	65+	InFacts	InFacts	678120165658753	Facebook	69	1	364790	85531	2654	283
65_	65+	CD&V	CD&V	52997544531	Facebook	56	1	362870	129749	2540	367
65_	65+	Cyrus Engerer	Cyrus Engerer	212468218793878	Facebook	114	1	362555	107569	1566	73
65_	65+	La Prime Énergie		336155273400553	Facebook	27	1	362324	143931	3134	709
65_	65+	Amref Health Africa - Italia		48677844864	Facebook	39	1	360752	149539	1426	156
65_	65+	Röda Korset		111630258867610	Facebook	58	1	359277	97011	1469	474
65_	65+	MDM Deutsche Münze		126866220711392	Facebook	45	1	359027	138946	982	135
65_	65+	Mónica Oltra	Compromís	81107269227	Facebook	17	1	358254	164498	1421	350
65_	65+	Avaaz	Avaaz	8340223883	Facebook	29	1	357821	161387	3490	663
65_	65+	Covestro		150793518281117	Facebook	15	1	356807	156941	748	245
65_	65+	Antonio Tajani	Antonio Tajani	506531149512596	Facebook	38	1	355385	129993	1507	233
65_	65+	Global Justice Now	Global Justice Now	6707857033	Facebook	512	1	348210	54763	16927	192
65_	65+	ACNUR Comite español		94118672764	Facebook	35	1	345802	132922	1704	172
65_	65+	Karoline Edtstadler	Salzburger Volkspartei	1580540041983231	Facebook	274	1	344659	76673	4857	388
65_	65+	Tout sur le nucléaire / Alles over kernenergie		585236024850280	Facebook	13	1	343785	133520	2017	473
65_	65+	George Kyrtsos - Γιώργος Κύρτσος	DigitalWise Agency 	1413834448867079	Facebook	39	1	342856	114344	1178	61
65_	65+	Medici Senza Frontiere		65737832194	Facebook	25	1	337987	139047	1410	482
65_	65+	Sverigedemokraterna Värmlands län		336384546384299	Facebook	40	1	336302	81023	2638	690
65_	65+	Jávor Benedek		131797633528377	Facebook	16	1	335886	105437	908	143
65_	65+	Δημήτρης Καιρίδης-Dimitris Kairidis	Dimitrios Kairidis	165710610795923	Facebook	110	1	335700	109668	2497	51
65_	65+	HLAS	První prezidentská	320144481956623	Facebook	158	1	334205	87331	524	164
65_	65+	Dansk Folkeparti	Dansk Folkeparti	520449347983427	Facebook	12	1	330586	141734	4684	1326
65_	65+	Humble Household		1746853745395190	Facebook	51	1	329676	134640	4241	1402
65_	65+	Amnistía Internacional España		78151799929	Facebook	25	1	329504	141043	2467	432
65_	65+	Stop Cambio Climático		124967441456981	Facebook	32	1	328812	138414	1219	194
65_	65+	Plaid Cymru	Plaid Cymru	26416930992	Facebook	11	1	328100	132304	1607	367
65_	65+	Amnesty International Polska		57544755889	Facebook	65	1	325876	103686	883	222
65_	65+	Cseh Katalin - Momentum	Momentum Mozgalom	682448271826776	Facebook	23	1	325634	71287	1103	288
65_	65+	e.on		369122343101775	Facebook	25	1	325595	124093	2692	766
65_	65+	Magyar Közösség Pártja	Magyar Közösség Pártja	259594940734093	Facebook	1129	1	324857	44631	16576	0
65_	65+	Dr. Tóth Bertalan	MSZP	1425355697692924	Facebook	11	1	324502	110952	888	285
65_	65+	NHS Against Brexit	Scientists for EU	2126073340865034	Facebook	30	1	323941	86931	1970	282
65_	65+	Luciano Nobili	Luciano Nobili	406187203142799	Facebook	34	1	321088	74136	1034	0
65_	65+	Greenpeace UK	Greenpeace UK 	9250349228	Facebook	118	1	319939	114031	2809	589
65_	65+	PolEXIT		2001582129931761	Facebook	17	1	318559	114921	680	138
65_	65+	Giosi Ferrandino	Giosi Ferrandino	141856142632410	Facebook	65	1	317317	92135	1382	49
65_	65+	NÁRODNÁ KOALÍCIA	NÁRODNÁ KOALÍCIA	145677979100505	Facebook	43	1	316492	109015	1976	182
65_	65+	Vytenis Andriukaitis	Vytenis Andriukaitis	1651554231738028	Facebook	35	1	315395	138443	426	99
65_	65+	Svenska kyrkans internationella arbete		197334613725511	Facebook	6	1	314679	120259	2913	581
65_	65+	Strana nezávislosti České republiky	Strana nezávislosti České republiky	1199083776860090	Facebook	50	1	314378	118495	935	253
65_	65+	Alternativ för Sverige	Alternativ för Sverige	270592853332987	Facebook	22	1	310756	138391	4513	1299
65_	65+	Leave Means Leave	Leave Means Leave	1705780739687918	Facebook	12	1	310713	106655	3314	643
65_	65+	CIWF Italia		576664002355828	Facebook	25	1	308595	130921	2378	556
65_	65+	CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	37	1	308458	143802	1337	256
65_	65+	Clicca lavoro		148072955256328	Facebook	9	1	307867	127496	347	50
65_	65+	Vágó Gábor	LMP - Lehet Más a Politika	453253875264	Facebook	23	1	305483	121203	698	197
65_	65+	HC Strache	FPÖ	74865038590	Facebook	77	1	304151	121270	1910	531
65_	65+	More United	More United	618113871680733	Facebook	14	1	302522	103333	3713	814
65_	65+	Søren Pape Poulsen	Søren Pape Poulsen	952334508116178	Facebook	22	1	302497	111106	4813	1635
65_	65+	Pia Olsen Dyhr	SF	49348971479	Facebook	51	1	301102	89777	2339	692
65_	65+	Ayuda LGTB		315021912539118	Facebook	51	1	300514	118220	2319	395
65_	65+	Pernille Weiss	Det Konservative Folkeparti	2071183673144991	Facebook	33	1	297071	117002	3848	1125
65_	65+	Razem	KKW Lewica Razem - Razem, Unia Pracy, RSS	430323810469014	Facebook	29	1	296291	78847	788	151
65_	65+	Asthma UK	Asthma UK	40952091012	Facebook	13	1	294879	128587	2780	593
65_	65+	WWF Scotland	WWF Scotland	143664152344192	Facebook	10	1	293335	130736	1877	665
65_	65+	Barcelona en Comú	Barcelona en Comú	247118052078814	Facebook	243	1	292464	66542	4497	303
65_	65+	SF	SF	74796954245	Facebook	45	1	289760	74326	2751	666
65_	65+	Socialdemokraterna i Stockholm	Socialdemokraterna i Stockholm	117056501654820	Facebook	31	1	288446	96187	2822	913
65_	65+	Jakab Péter	Országgyűlés Hivatala Jobbik Frakció	781150971947219	Facebook	13	1	287339	103150	510	183
65_	65+	Slovenská národná strana	Slovenská národná strana	121130481252381	Facebook	61	1	287147	104245	1505	282
65_	65+	Katarina Barley	SPD	1522202731410785	Facebook	273	1	286327	68813	2594	98
65_	65+	Privatinvestor Politik Spezial		414014872673187	Facebook	10	1	286307	120599	1220	452
65_	65+	Francis Zammit Dimech	Francis Zammit Dimech	117406495021568	Facebook	109	1	286219	64497	2313	0
65_	65+	Greenpeace Deutschland		22541752487	Facebook	293	1	284552	87524	2306	260
65_	65+	Make.org	Make.org	122037308191612	Facebook	40	1	280270	82183	2991	606
65_	65+	London Conservatives	London Conservatives	660899050767643	Facebook	8	1	279256	116848	4618	1125
65_	65+	Facebook Nordic	Facebook	334318366655425	Facebook	9	1	279087	130438	1705	431
65_	65+	International Alert		23799263071	Facebook	82	1	276283	59804	4914	368
65_	65+	Dúró Dóra	Sipos 	191946490841225	Facebook	24	1	275038	112355	691	250
65_	65+	Johan Danielsson	LO Sverige	636103536446815	Facebook	5	1	274921	111799	2374	575
65_	65+	Mindaugas Puidokas	Puidokas Mindaugas	1739968129576961	Facebook	95	1	273631	68322	1387	23
65_	65+	Capire il cambiamento climatico		340472676679938	Facebook	10	1	273366	120800	981	264
65_	65+	Progress	Progress Ltd	160136337364839	Facebook	41	1	271694	61675	2305	248
65_	65+	Partito del Socialismo Europeo	Partito del Socialismo Europeo	1891926127734235	Facebook	32	1	269462	73963	807	37
65_	65+	Página Miguel Viegas		194651341130667	Facebook	13	1	268720	108104	980	160
65_	65+	Partido Socialista Europeu	Partido Socialista Europeu	126509981274614	Facebook	48	1	267026	97812	659	9
65_	65+	ARTE in italiano		1820709954654528	Facebook	9	1	264962	105084	430	56
65_	65+	Orlando Amodeo per Europa Verde	Orlando Amodeo	397286324156859	Facebook	20	1	264851	81447	1020	134
65_	65+	Banque mondiale		155174084508744	Facebook	79	1	262575	93244	610	6
65_	65+	Kokoomus	Kokoomus	201285237101	Facebook	288	1	260485	42509	9238	324
65_	65+	Greenpeace Belgium		73232790238	Facebook	70	1	256801	90274	2591	297
65_	65+	Amnesty International Nederland	Amnesty International Nederland	57729029960	Facebook	36	1	256089	91909	1598	283
65_	65+	Česká pirátská strana	Česká pirátská strana	109323929038	Facebook	104	1	255563	96809	881	223
65_	65+	Skandia		139767876088719	Facebook	3	1	255314	122579	1041	260
65_	65+	Rivista Il Borghese		232017336910584	Facebook	7	1	254684	113367	639	193
65_	65+	Fabrizio Marrazzo		174478206566341	Facebook	50	1	254406	72388	983	46
65_	65+	Claudia Gamon	NEOS	447992848717452	Facebook	179	1	252128	72469	2176	200
65_	65+	Le Monde		14892757589	Facebook	34	1	251368	94653	513	56
65_	65+	Deputati PD	Deputati PD	104652392900508	Facebook	19	1	250488	53488	655	0
65_	65+	Ebba Busch Thor		661702230515862	Facebook	29	1	250302	53087	1877	436
65_	65+	Oxford Academic (Oxford University Press)		188890111132385	Facebook	6	1	249532	108220	3532	753
65_	65+	Ivan ŠTEFANEC		324560137683033	Facebook	36	1	248430	102339	1097	230
65_	65+	Mi Hazánk Mozgalom	Mi Hazánk Mozgalom	620030171664750	Facebook	12	1	247081	99718	414	132
65_	65+	Lietuvos socialdemokratų partija - LSDP	Lietuvos socialdemokratų partija - LSDP	202360056491831	Facebook	43	1	245630	100133	509	74
65_	65+	Achille Variati	Achille Variati	478212418874107	Facebook	34	1	244361	63800	1142	73
65_	65+	Stadt Wien	Stadt Wien	110971788921077	Facebook	12	1	243180	72428	1530	219
65_	65+	Another Europe Is Possible	Another Europe is Possible	1652149835054791	Facebook	23	1	241473	50036	1968	325
65_	65+	SiViaggia		762240900455909	Facebook	3	1	237978	100226	500	212
65_	65+	Scottish Labour Party	Scottish Labour	310039442421596	Facebook	33	1	236678	87536	2288	502
