recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-17	2019-05-17	SK	Slovakia	2431	163	5001044	1609933	37671	2613
rd2	Last 2 days	2019-05-16	2019-05-17	SK	Slovakia	2599	179	10988005	3500463	83180	5529
rd3	Last 3 days	2019-05-15	2019-05-17	SK	Slovakia	2714	186	16841168	5341459	123481	8545
rd4	Last 4 days	2019-05-14	2019-05-17	SK	Slovakia	2851	191	22865107	7306018	164384	11999
rd5	Last 5 days	2019-05-13	2019-05-17	SK	Slovakia	2951	196	28655588	9251373	202140	16230
rd6	Last 6 days	2019-05-12	2019-05-17	SK	Slovakia	3078	203	34658606	11424403	241038	21441
rw1	Last week	2019-05-11	2019-05-17	SK	Slovakia	3200	210	40192552	13476769	277371	26814
rw2	Last 2 weeks	2019-05-04	2019-05-17	SK	Slovakia	3675	239	65758050	22450053	458120	49808
rw3	Last 3 weeks	2019-04-27	2019-05-17	SK	Slovakia	4652	299	90655496	31076121	612689	63631
rw4	Last 4 weeks	2019-04-20	2019-05-17	SK	Slovakia	4983	345	99724480	34118473	668924	69507
rm1	Last month	2019-04-18	2019-05-17	SK	Slovakia	5062	362	101677522	34729727	680058	70471
rm2	Last 2 months	2019-03-19	2019-05-17	SK	Slovakia	6390	697	120947485	41645797	783461	82675
rm3	Last 3 months	2019-02-17	2019-05-17	SK	Slovakia	6882	771	127045589	43842930	814125	85390
rm6	Last 6 months	2019-01-01	2019-05-17	SK	Slovakia	7094	801	129726983	44837658	826195	86322
