age_code_filter	age_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
35_44	35-44	DK	Denmark	Venstre, Danmarks Liberale Parti		21465928829	Facebook	331	1	2359905	831529	17578	4337
35_44	35-44	DK	Denmark	European Parliament		178362315106	Facebook	62	1	974462	406660	11177	2241
35_44	35-44	DK	Denmark	Red Barnet		67571270393	Facebook	81	1	830866	289276	13738	3443
35_44	35-44	DK	Denmark	Liberal Alliance	Liberal Alliance	106952222676974	Facebook	581	1	631805	132672	6015	1161
35_44	35-44	DK	Denmark	Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	133	1	520175	173245	7304	1848
35_44	35-44	DK	Denmark	Lizette Risgaard		547601668763372	Facebook	70	1	438091	173025	5385	1403
35_44	35-44	DK	Denmark	Socialdemokratiet	Socialdemokratiet	41459763029	Facebook	58	1	342369	116827	4095	1167
35_44	35-44	DK	Denmark	Pernille Weiss	Det Konservative Folkeparti	2071183673144991	Facebook	33	1	333469	123987	4701	1148
35_44	35-44	DK	Denmark	Røde Kors		65929129383	Facebook	27	1	277965	69002	3057	954
35_44	35-44	DK	Denmark	Pia Olsen Dyhr	SF	49348971479	Facebook	51	1	244177	77884	2018	524
35_44	35-44	DK	Denmark	Dansk Industri - DI	Dansk Industri	141343589252160	Facebook	33	1	243047	63317	2112	500
35_44	35-44	DK	Denmark	Morten Dahlin	Morten Dahlin	577345799101307	Facebook	153	1	236327	54449	903	169
35_44	35-44	DK	Denmark	SF	SF	74796954245	Facebook	43	1	220954	58892	2188	606
35_44	35-44	DK	Denmark	Dansk Folkeparti	Dansk Folkeparti	520449347983427	Facebook	12	1	211926	89234	2373	674
35_44	35-44	DK	Denmark	Simple Feast		571176036346620	Facebook	28	1	190594	41596	2321	338
35_44	35-44	DK	Denmark	World Animal Protection Danmark		33588644626	Facebook	5	1	184423	76828	2169	490
35_44	35-44	DK	Denmark	Søren Pape Poulsen	Søren Pape Poulsen	952334508116178	Facebook	21	1	176315	58564	2630	680
35_44	35-44	DK	Denmark	Facebook Nordic	Facebook	334318366655425	Facebook	4	1	156669	78335	1048	524
35_44	35-44	DK	Denmark	Den Blå Planet		167018996755220	Facebook	8	1	147707	43527	1018	240
35_44	35-44	DK	Denmark	Enhedslisten	Enhedslisten	223040066022	Facebook	22	1	140345	44931	887	250
35_44	35-44	DK	Denmark	Kialo		729627343834501	Facebook	348	1	140135	54666	1057	280
35_44	35-44	DK	Denmark	SE Energi & Klima		169900309711559	Facebook	43	1	138246	45197	1315	313
35_44	35-44	DK	Denmark	Zetland	Zetland	341299649231023	Facebook	23	1	129749	45860	400	163
35_44	35-44	DK	Denmark	Sex og Samfund		250994288337708	Facebook	4	1	128782	61270	3410	682
35_44	35-44	DK	Denmark	Mette Frederiksen	Socialdemokratiet	57497067718	Facebook	17	1	126030	40603	1359	343
35_44	35-44	DK	Denmark	Lederne		167891603415958	Facebook	25	1	123122	30226	1080	322
35_44	35-44	DK	Denmark	Naser Khader		1995019340791443	Facebook	14	1	117109	36424	1276	308
35_44	35-44	DK	Denmark	Mona Juul	Mona Juul	2079067062409423	Facebook	76	1	113837	34408	915	191
35_44	35-44	DK	Denmark	Morten Østergaard	Radikale Venstre	252520351444054	Facebook	35	1	112439	24822	765	156
35_44	35-44	DK	Denmark	Oxfam IBIS	Oxfam IBIS	144965885963	Facebook	30	1	104344	22467	1176	274
35_44	35-44	DK	Denmark	Laura Lindahl	Laura Lindahl	504310436316194	Facebook	45	1	98098	25256	1306	304
35_44	35-44	DK	Denmark	Mellemfolkeligt Samvirke	Mellemfolkeligt Samvirke	5624899398	Facebook	70	1	96873	22186	808	210
35_44	35-44	DK	Denmark	Folkekirkens Nødhjælp		276770505228	Facebook	70	1	93545	19876	658	151
35_44	35-44	DK	Denmark	Nikolaj Bøgh	Nikolaj Bøgh	674034729594774	Facebook	16	1	90671	25817	735	165
35_44	35-44	DK	Denmark	Ørsted		170902079673829	Facebook	8	1	87121	17313	1160	230
35_44	35-44	DK	Denmark	Nick Zimmermann - Dansk Folkeparti	Zimmermann Nick	331034483992282	Facebook	44	1	86278	23657	440	156
35_44	35-44	DK	Denmark	Karina Lorentzen Dehnhardt	Dehnhardt Karina Lorentzen	116061635098137	Facebook	18	1	84514	26371	602	176
35_44	35-44	DK	Denmark	Troels Lund Poulsen	Poulsen Troels Lund	139443622778678	Facebook	24	1	84410	19568	920	211
35_44	35-44	DK	Denmark	Jacob Mark	SF	69985338410	Facebook	25	1	83903	23510	819	204
35_44	35-44	DK	Denmark	Christina Egelund	Liberal Alliance	684016791662654	Facebook	27	1	83264	18572	877	213
35_44	35-44	DK	Denmark	Britt Bager	Bager Britt	460055244123143	Facebook	19	1	80785	16577	984	199
35_44	35-44	DK	Denmark	Niels Fuglsang		264009771074617	Facebook	109	1	80768	21313	513	118
35_44	35-44	DK	Denmark	Alex Vanopslagh	Alex Vanopslagh	671022293105597	Facebook	50	1	80136	20693	570	143
35_44	35-44	DK	Denmark	Morten Klessen	Socialdemokratiet i Nordjylland	1039840406189567	Facebook	28	1	79454	25769	663	140
35_44	35-44	DK	Denmark	Oatly		214112085661044	Facebook	2	1	75451	30351	754	147
35_44	35-44	DK	Denmark	SF Amager KBH		262391220488874	Facebook	29	1	74968	31820	750	249
35_44	35-44	DK	Denmark	En grønnere planet		301647537160818	Facebook	47	1	72471	20234	712	187
35_44	35-44	DK	Denmark	GetBarry		1351813504859326	Facebook	22	1	72181	16553	787	115
35_44	35-44	DK	Denmark	Claus Hasselmanns - Folketingskandidat		611297145887529	Facebook	22	1	71199	22783	382	92
35_44	35-44	DK	Denmark	1664 Blanc		157416351125610	Facebook	1	1	69838	34919	233	46
35_44	35-44	DK	Denmark	Jeppe Kofod	Socialdemokratiet	137685999659722	Facebook	34	1	66473	15823	255	70
35_44	35-44	DK	Denmark	Gitte Willumsen - Folketingskandidat for Venstre		1751959911736210	Facebook	4	1	64500	24111	300	74
35_44	35-44	DK	Denmark	Lars Løkke Rasmussen	Venstre, Danmarks Liberale Parti	58140803787	Facebook	6	1	61720	20351	278	60
35_44	35-44	DK	Denmark	Folkebevægelsen for asylbørns fremtid		127791457997348	Facebook	10	1	58207	13077	574	143
35_44	35-44	DK	Denmark	Mai Mercado		397094903687472	Facebook	112	1	57994	13493	439	94
35_44	35-44	DK	Denmark	Asger Christensen i EU	Christensen Asger Bank Møller	1450750935146684	Facebook	19	1	56955	14736	278	119
35_44	35-44	DK	Denmark	Alternativet	Alternativet	676061179094769	Facebook	12	1	56089	20085	499	156
35_44	35-44	DK	Denmark	Rina Ronja Kari	Rina Ronja Kari	41763808759	Facebook	13	1	55787	19323	246	50
35_44	35-44	DK	Denmark	Skole og Forældre	Skole og Forældre	113241872062337	Facebook	2	1	52855	10571	707	141
35_44	35-44	DK	Denmark	Charlotte Munch - Politiker		210317432480139	Facebook	61	1	52064	10294	306	49
35_44	35-44	DK	Denmark	Steen Holm Iversen	Steen Holm Iversen	301279783370957	Facebook	21	1	51005	16788	582	211
35_44	35-44	DK	Denmark	Mette Thiesen	Mette Thiesen	718327901589937	Facebook	32	1	50991	12137	543	134
35_44	35-44	DK	Denmark	Amnesty International Danmark	Amnesty International Danmark	36664432940	Facebook	25	1	47338	10149	628	134
35_44	35-44	DK	Denmark	Nicolai Wammen	Socialdemokratiet	1458354184437993	Facebook	72	1	45652	13279	408	76
35_44	35-44	DK	Denmark	Linea Søgaard-Lidell	Søgaard-Lidell Linea	1002755833225691	Facebook	33	1	45149	10773	284	75
35_44	35-44	DK	Denmark	Afrika Kontakt		194452460650048	Facebook	28	1	44312	10695	248	57
35_44	35-44	DK	Denmark	Serdal Benli	Benli Serdal	30196574028	Facebook	21	1	44284	11050	634	143
