age_code_filter	age_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
13_17	13-17	DK	Denmark	European Parliament		178362315106	Facebook	42	1	298099	136598	1701	340
13_17	13-17	DK	Denmark	Sophie Løhde	Sophie Løhde	699619700116377	Facebook	8	1	133834	26752	1791	358
13_17	13-17	DK	Denmark	Giv Klimaet Lov		445657632847922	Facebook	13	1	123976	32095	1683	429
13_17	13-17	DK	Denmark	Socialdemokratiet	Socialdemokratiet	41459763029	Facebook	46	1	120752	32805	356	22
13_17	13-17	DK	Denmark	Liberal Alliances Ungdom	Liberal Alliances Ungdom	107893513382	Facebook	5	1	116302	23063	257	70
13_17	13-17	DK	Denmark	Spektrum		1015747061925428	Facebook	2	1	96105	19221	128	25
13_17	13-17	DK	Denmark	Alternativet	Alternativet	676061179094769	Facebook	2	1	92527	39828	762	295
13_17	13-17	DK	Denmark	Kathrine Olldag	Olldag Kathrine	810476755802044	Facebook	25	1	88391	19270	495	78
13_17	13-17	DK	Denmark	Rune Frøding	Frøding Rune	493940517678048	Facebook	1	1	84086	42043	112	56
13_17	13-17	DK	Denmark	Konservativ Ungdom	Konservativ Ungdom	119769598101853	Facebook	4	1	75243	15049	194	81
13_17	13-17	DK	Denmark	NUance	VisionPilot	185168072363292	Facebook	6	1	68240	15415	213	88
13_17	13-17	DK	Denmark	Venstres Ungdom - VU	Venstres Ungdom - VU	167412043730	Facebook	4	1	61951	12390	569	129
13_17	13-17	DK	Denmark	Danmarks Socialdemokratiske Ungdom (DSU)	DSU	126084211821	Facebook	4	1	48511	15892	213	89
13_17	13-17	DK	Denmark	Oatly		214112085661044	Facebook	1	1	37209	14883	372	74
13_17	13-17	DK	Denmark	Tiltspot.tv		907012016119940	Facebook	1	1	34402	6880	35	7
13_17	13-17	DK	Denmark	U.S. Embassy Denmark		298461170736	Facebook	1	1	33388	6677	58	0
13_17	13-17	DK	Denmark	Kristian Hegaard		309352049198824	Facebook	3	1	31483	6296	285	57
13_17	13-17	DK	Denmark	Inger Staahl Jensen i Europa-Parlamentet		586553418054920	Facebook	30	1	25895	3842	157	4
13_17	13-17	DK	Denmark	Marianne Bigum	Bigum Marianne Kristine Kjaergaard	213461659232038	Facebook	5	1	24666	4583	283	49
13_17	13-17	DK	Denmark	Jacob Mark	SF	69985338410	Facebook	1	1	22413	4482	59	30
13_17	13-17	DK	Denmark	Jacob Netteberg	Netteberg Jacob	1438856909487306	Facebook	10	1	17711	5493	156	26
13_17	13-17	DK	Denmark	Morten Dahlin	Morten Dahlin	577345799101307	Facebook	1	1	16923	3384	22	4
13_17	13-17	DK	Denmark	Genusvetenskapliga institutionen, Lunds universitet		690139577808604	Facebook	2	1	16100	7951	15	7
13_17	13-17	DK	Denmark	European Greens	European Greens	141366725876424	Facebook	1	1	14604	7302	14	7
13_17	13-17	DK	Denmark	Morten Østergaard	Radikale Venstre	252520351444054	Facebook	2	1	13618	3135	25	5
