audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f25_34	female (25-34)	LU	Luxembourg	3037	693	2457902	864935	12819	1249
m25_34	male (25-34)	LU	Luxembourg	2822	676	2444139	839110	13703	1190
f18_24	female (18-24)	LU	Luxembourg	2635	621	2438230	818704	12140	1089
m18_24	male (18-24)	LU	Luxembourg	2478	605	2327627	772849	12611	1036
f35_44	female (35-44)	LU	Luxembourg	2962	678	1531731	518538	8660	727
m35_44	male (35-44)	LU	Luxembourg	2759	662	1431111	479202	8521	643
f45_54	female (45-54)	LU	Luxembourg	2819	650	1073521	342966	6312	422
m45_54	male (45-54)	LU	Luxembourg	2606	632	995623	321019	5929	379
f55_64	female (55-64)	LU	Luxembourg	2270	603	670100	200552	4230	213
m55_64	male (55-64)	LU	Luxembourg	2118	586	561545	167784	3787	161
f65_	female (65+)	LU	Luxembourg	2034	538	337010	99213	2197	97
m65_	male (65+)	LU	Luxembourg	1903	519	289412	85593	1841	77
f13_17	female (13-17)	LU	Luxembourg	405	134	258275	72570	1415	40
m13_17	male (13-17)	LU	Luxembourg	378	128	162909	44493	1061	27
u25_34	unknown (25-34)	LU	Luxembourg	2483	597	44380	14783	299	19
u35_44	unknown (35-44)	LU	Luxembourg	2451	591	40902	13403	237	16
u45_54	unknown (45-54)	LU	Luxembourg	2257	552	19480	6121	127	6
u55_64	unknown (55-64)	LU	Luxembourg	1622	485	9770	2797	66	2
u18_24	unknown (18-24)	LU	Luxembourg	1889	480	8104	2698	43	3
u65_	unknown (65+)	LU	Luxembourg	1510	448	6983	2069	44	1
u13_17	unknown (13-17)	LU	Luxembourg	251	110	1313	353	7	0
