gender_code	gender_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	PL	Poland	3272	351	63276689	22125528	241129	55344
m	male	PL	Poland	3191	348	67565472	23963237	244762	55967
u	unknown	PL	Poland	2758	329	287724	99671	1228	291
