advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	u	unknown	PL	Poland	48	1	17110	7483	68	17
European Parliament	European Parliament	178362315106	Facebook	u	unknown	PL	Poland	16	1	14557	6228	71	17
Razem	KKW Lewica Razem - Razem, Unia Pracy, RSS	430323810469014	Facebook	u	unknown	PL	Poland	21	1	12489	5100	47	9
Wiosna Biedronia	KW Wiosna Roberta Biedronia	2246647628925721	Facebook	u	unknown	PL	Poland	19	1	12298	5478	64	15
Platforma Obywatelska	KKW Koalicja Europejska PO PSL SLD .N Zieloni	102931488739	Facebook	u	unknown	PL	Poland	64	1	11095	4027	41	12
European Greens	European Greens	141366725876424	Facebook	u	unknown	PL	Poland	6	1	10957	4950	62	13
KUKIZ'15	Komitet Wyborczy Wyborców Kukiz'15	328170794051845	Facebook	u	unknown	PL	Poland	169	1	9054	2610	29	5
Amnesty International Polska	Amnesty International Polska	57544755889	Facebook	u	unknown	PL	Poland	9	1	8347	3028	38	12
Edukacja dla Dobrego Klimatu	Wojciech Makowski	798249970192065	Facebook	u	unknown	PL	Poland	18	1	6852	2741	22	7
Konstanty Radziwiłł	KW PRAWO I SPRAWIEDLIWOŚĆ	928240283878303	Facebook	u	unknown	PL	Poland	38	1	6659	2572	31	8
Adam Bielan	KW PRAWO I SPRAWIEDLIWOŚĆ	228951150597089	Facebook	u	unknown	PL	Poland	46	1	6178	2401	27	8
European Commission	European Commission	107898832590939	Facebook	u	unknown	PL	Poland	33	1	5994	2768	25	4
Kamila Gasiuk-Pihowicz	Kamila Gasiuk-PIhowicz KKW Koalicja Europejska PO PSL SLD .N Zieloni	150412465290475	Facebook	u	unknown	PL	Poland	23	1	5944	1326	22	7
Gazeta Wyborcza	Gazeta Wyborcza	63563473556	Facebook	u	unknown	PL	Poland	66	1	5928	1866	14	1
Front Europejski	Medium: agencja reklamowa	590514511295079	Facebook	u	unknown	PL	Poland	54	1	5909	1852	24	6
Michał Boni	KKW Koalicja Europejska PO PSL SLD .N Zieloni	693499534003775	Facebook	u	unknown	PL	Poland	48	1	5139	1448	21	4
Partia Zieloni	KKW Koalicja Europejska PO PSL SLD .N Zieloni	48391402694	Facebook	u	unknown	PL	Poland	8	1	4056	1568	22	6
Krzysztof Bosak	Konfederacja KORWiN Braun Liroy Narodowcy	141833139301	Facebook	u	unknown	PL	Poland	51	1	3612	763	22	5
Jerzy Buzek	Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N Zieloni	69153026654	Facebook	u	unknown	PL	Poland	28	1	3151	1330	11	2
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	u	unknown	PL	Poland	8	1	2706	1012	5	0
Włodzimierz Cimoszewicz. Europa i Konstytucja.	KKW Koalicja Europejska PO PSL SLD .N Zieloni	1945383395767575	Facebook	u	unknown	PL	Poland	5	1	2570	891	11	5
Krzysztof Gawkowski	KW Wiosna Roberta Biedronia	268366156599556	Facebook	u	unknown	PL	Poland	3	1	2559	1279	29	5
KlimatAlert	Wojciech Makowski	342956762998558	Facebook	u	unknown	PL	Poland	11	1	2499	913	15	3
Maciej Gdula	KW Wiosna Roberta Biedronia	831495030528894	Facebook	u	unknown	PL	Poland	9	1	2446	886	12	2
Sven Zagała	KW Wiosna Roberta Biedronia	2215190752031133	Facebook	u	unknown	PL	Poland	23	1	2368	770	10	2
