gender_code	gender_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	FR	France	11985	3123	124788096	48121520	1016731	169945
m	male	FR	France	11345	2988	110193666	43061598	900103	160136
u	unknown	FR	France	10040	2829	2198733	810581	19799	3038
