audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m25_34	male (25-34)	IT	Italy	5952	1008	27229698	10248873	134607	19415
m45_54	male (45-54)	IT	Italy	5896	998	25125117	9048459	140596	18995
m18_24	male (18-24)	IT	Italy	5613	972	23127154	8804667	108518	15523
m55_64	male (55-64)	IT	Italy	5679	982	21838943	7746784	124627	16495
m35_44	male (35-44)	IT	Italy	5995	1009	21676671	7838541	116932	15521
f55_64	female (55-64)	IT	Italy	5732	986	21510389	7809457	127632	17576
f45_54	female (45-54)	IT	Italy	5965	996	19554248	7146141	114862	15558
f18_24	female (18-24)	IT	Italy	5586	965	18122191	7107484	80208	12131
f65_	female (65+)	IT	Italy	5387	946	15894969	5698500	98436	13520
m65_	male (65+)	IT	Italy	5364	947	15645662	5519849	93068	12340
f25_34	female (25-34)	IT	Italy	5954	1007	15585243	5986673	78734	11857
f35_44	female (35-44)	IT	Italy	6017	1009	13739631	5069475	78575	10608
f13_17	female (13-17)	IT	Italy	456	114	855100	315267	2863	251
m13_17	male (13-17)	IT	Italy	462	120	722090	267953	3017	275
u35_44	unknown (35-44)	IT	Italy	4319	859	154711	56502	847	113
u25_34	unknown (25-34)	IT	Italy	3720	795	118056	44171	615	85
u45_54	unknown (45-54)	IT	Italy	3928	820	98789	35484	571	76
u55_64	unknown (55-64)	IT	Italy	3338	766	59797	21349	354	47
u65_	unknown (65+)	IT	Italy	2983	705	53911	19061	320	42
u18_24	unknown (18-24)	IT	Italy	2305	586	44770	16878	211	30
u13_17	unknown (13-17)	IT	Italy	213	85	2782	1045	12	1
