region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
alytus_county	Alytus County	LT	Lithuania	1632	358	229335	70720	748	43
kaunas_county	Kaunas County	LT	Lithuania	2292	537	1884072	655787	8897	737
klaipeda_county	Klaipėda County	LT	Lithuania	2030	459	981383	292494	4334	225
marijampole_county	Marijampolė County	LT	Lithuania	1626	359	210401	91398	614	42
panevezys_county	Panevėžys County	LT	Lithuania	1768	403	348204	118557	977	103
taurage_county	Tauragė County	LT	Lithuania	1490	324	74098	29859	295	21
telsiai_county	Telšiai County	LT	Lithuania	1628	371	174384	66773	936	54
utena_county	Utena County	LT	Lithuania	1611	354	225233	60724	676	24
vilnius_county	Vilnius County	LT	Lithuania	2552	606	5419494	1699428	24043	1882
siauliai_county	Šiauliai County	LT	Lithuania	1876	440	565684	215806	3050	203
