advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	1k_5k	1k - 5k	HR	Croatia	7	1	2090097	1014559	10689	2138
Kialo		729627343834501	Facebook	1k_5k	1k - 5k	HR	Croatia	33	1	344631	160577	2502	603
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	1k_5k	1k - 5k	HR	Croatia	2	1	109051	54526	545	109
European Greens		141366725876424	Facebook	1k_5k	1k - 5k	HR	Croatia	2	1	51792	25896	258	51
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	1k_5k	1k - 5k	HR	Croatia	3	1	51215	22267	423	84
European Youth Event		919232861444360	Facebook	1k_5k	1k - 5k	HR	Croatia	1	1	35977	17989	179	35
European Commission		107898832590939	Facebook	1k_5k	1k - 5k	HR	Croatia	2	1	22801	11401	113	22
Game of Sultans		185311195624361	Facebook	1k_5k	1k - 5k	HR	Croatia	5	1	22592	9164	283	96
Europe Together		140105536131109	Facebook	1k_5k	1k - 5k	HR	Croatia	1	1	19999	10000	99	19
Tuxy		870667836405958	Facebook	1k_5k	1k - 5k	HR	Croatia	1	1	9985	3994	66	13
Guardian Weekly		64525551258	Facebook	1k_5k	1k - 5k	HR	Croatia	1	1	8145	3258	18	9
Wholesome Culture		1664959567149320	Facebook	1k_5k	1k - 5k	HR	Croatia	1	1	2987	1493	13	2
Matthew Hussey		525275707491504	Facebook	1k_5k	1k - 5k	HR	Croatia	3	1	2612	1044	23	4
BonneGueule		140324089470	Facebook	1k_5k	1k - 5k	HR	Croatia	1	1	1184	592	5	1
Gaia		182073298490036	Facebook	1k_5k	1k - 5k	HR	Croatia	2	1	850	369	7	2
MasterClass		687589164666184	Facebook	1k_5k	1k - 5k	HR	Croatia	1	1	558	279	2	0
γυρίζουμε		278308089460720	Facebook	1k_5k	1k - 5k	HR	Croatia	1	1	155	62	1	0
5Pillars	5 Pillars	490858150969676	Facebook	1k_5k	1k - 5k	HR	Croatia	2	1	150	75	1	0
Greenpeace Polska		32104614789	Facebook	1k_5k	1k - 5k	HR	Croatia	3	1	125	62	0	0
eToro		105255116217636	Facebook	1k_5k	1k - 5k	HR	Croatia	2	1	68	34	1	0
Milaap		315603771494	Facebook	1k_5k	1k - 5k	HR	Croatia	1	1	51	20	0	0
Vegas Live Community		1024725667661429	Facebook	1k_5k	1k - 5k	HR	Croatia	1	1	50	25	2	0
ADAR		175390195814995	Facebook	1k_5k	1k - 5k	HR	Croatia	1	1	25	13	0	0
Revista QB		1908798559359662	Facebook	1k_5k	1k - 5k	HR	Croatia	1	1	2	1	0	0
Humble Household		1746853745395190	Facebook	1k_5k	1k - 5k	HR	Croatia	1	1	1	0	0	0
